call,gota_call,club_name,section,transmitters,class,power_source,final_score,total_qsos,total_cw_qsos,total_digital_qsos,total_phone_qsos,power_multiplier,bonus_points,number_of_participants
N5CWA,NA,NA,STX,1,1E,B,204,27,0,0,27,2,1.5,1
N5EKW,NA,NA,STX,1,1D,C,42,21,0,0,21,2,0,1
N5EN,NA,Washington Cty ARC,STX,2,2A,G,1398,264,0,0,264,2,8.7,27
N5EOC,NA,NET ARC,NTX,2,2F,G,1790,296,90,24,182,2,9.7,34
N5FO,NA,NA,NM,1,1B1,G,6384,1849,1218,0,631,2,2.5,1
N5HR,NA,Hill Country ARC,STX,3,3A,G,1582,269,19,28,222,2,9.5,51
N5HRK,NA,NA,NTX,1,1D,C,124,37,0,0,37,2,0.5,1
N5I,NA,NA,LA,2,2A,G,2038,292,177,5,110,2,10.9,45
N5KAE,NA,NA,STX,1,1D,C,574,156,106,0,50,2,0.5,2
N5LB,NA,NA,STX,1,1D,C,586,134,134,0,0,2,0.5,1
N5LUL,NA,NA,WTX,1,1D,C,112,31,0,0,31,2,0.5,1
N5MTA,NA,NA,STX,1,1B2C,C,706,214,114,0,100,2,0.5,2
N5N,NA,No ARK ARS,AR,3,3A,G,3980,962,603,0,359,2,8.5,25
N5NOM,NA,FBOM International,SV,4,4A,G,3816,955,325,103,527,2,10.5,15
N5NZ,NA,Jones County ARC,MS,2,2AC,C,324,82,0,55,27,2,0.5,5
N5OE,NA,NA,NTX,1,1D,C,1566,379,379,0,0,2,0.5,1
N5OS,W5WA,Jackson Cty ARA,MS,4,4F,G,2550,427,219,54,154,2,11.5,23
N5PZ,NA,NA,EMA,1,1B1B,B,450,40,0,0,40,5,2.5,1
N5RD,N5DK,Minden ARA,LA,2,2A,G,2434,615,117,0,498,2,9.7,23
N5TMT,NA,Mesilla Valley RC,NM,2,2A,G,1298,134,104,11,19,2,8,22
N5TT,N5TW,Williamson Cty ARC,STX,2,2A,G,7098,1703,1011,0,692,2,16.7,63
N5WF,NA,Wichita ARS,NTX,4,4A,G,1352,138,3,0,135,2,10.7,20
N5WVR,NA,NA,VT,1,1D,C,10,5,0,0,5,2,0,1
N6ACS,NA,LAFD Auxiliary Comm Serv,LAX,2,2F,B,1824,445,182,5,258,2,5.6,20
N6AN/VE6,NA,NA,AB,1,1C,G,340,36,34,0,2,2,2,1
N6CKV,NA,NA,SV,1,1E,G,218,34,0,0,34,2,1.5,1
N6ENO,NA,NA,EB,1,1D,C,66,8,0,0,8,2,0.5,1
N6FQ,NA,Fallbrook ARC,SDG,3,3A,G,1702,350,16,0,334,2,9.7,59
N6FRG,K6CDK,Calaveras ARS,SJV,3,3A,G,1886,272,0,46,226,2,12.5,7
N6GA,NA,Zuni Loop Mtn  Exped Force,LAX,4,4AB,B,8110,776,716,0,60,5,6.5,4
N6HC,W6SQC,ABCD Group,LAX,6,6A,G,17484,5460,2227,0,3233,2,21.1,15
N6IGI/M,NA,NA,ORG,1,1C,G,70,10,0,0,10,2,0.5,1
N6IPD,K6PB,Irvine Disaster Em Comm,ORG,2,2A,B,2962,635,301,0,334,2,10.9,40
N6IV,NA,NA,SJV,1,1B2,G,256,84,19,0,65,2,0.5,2
N6JF,NA,NA,ID,1,1D,C,1650,375,375,0,0,2,1.5,2
N6KW,NA,NA,WWA,1,1D,C,78,10,4,0,6,2,0.5,1
N6L,WO1S,Laguna Beach Em Comm Team,ORG,2,2A,B,1328,80,49,0,31,2,10.7,40
N6LB,NA,NA,WWA,1,1E,G,112,31,0,0,31,2,0.5,1
N6MA,NA,NA,AZ,1,1B1,G,3806,914,914,0,0,2,1.5,1
N6MI,NA,NA,SJV,1,1B2,G,1682,825,407,0,418,1,4.5,2
N6NU,NA,NA,SCV,1,1D,C,2310,565,565,0,0,2,0.5,3
N6OV,NA,Bishop ARC,ORG,2,2A,G,1386,418,0,0,418,2,5.5,19
N6PAZ,NA,NA,SJV,1,1E,B,668,108,101,0,7,2,2.5,2
N6R,NA,VCARS/SSARC/Hollywood Hills QRP Club,SB,15,15A,G,7616,2001,581,1,1419,2,24.5,79
N6RAE,NA,Redlands Area Radio Enthusiasts,ORG,3,3A,B,900,25,0,0,25,2,8.5,9
N6ROR,KF6AUP,Ramona Outback ARS,SDG,3,3A,B,1186,58,0,0,58,2,10.7,69
N6RY,NA,NA,SDG,1,1D,C,67,17,0,0,17,1,0.5,1
N6SD,N6WB,Escondido ARS,SDG,2,2A,G,4674,1211,564,7,640,2,11.1,27
N6SSF,NA,So San Francisco CERT Comm,SCV,3,3F,C,676,63,0,0,63,2,5.5,21
N6TV,NA,NA,SCV,1,1E,G,1906,464,464,0,0,2,0.5,1
N6VLH,NA,Palo Cedro Ham RC,SV,3,3AB,B,865,43,0,0,43,5,6.5,3
N6VNO,NA,NA,SCV,1,1B1B,B,540,24,24,0,0,5,3,1
N6VW,NA,NA,LAX,1,1C,B,4280,393,393,0,0,5,3.5,3
N6ZZY,NA,NA,OR,1,1D,C,62,3,3,0,0,2,0.5,1
N7A,NA,Amargosa ARC,NV,1,1F,B,1620,130,12,43,75,2,12.5,10
N7BCY,NA,NA,WWA,1,1B1,B,386,58,0,0,58,2,2.7,1
N7BXX,NA,NA,AZ,1,1B1,B,570,110,0,0,110,2,3.5,1
N7CCO,NA,Ochoco ARA,OR,1,1A,G,436,168,0,0,168,2,1,5
N7CFO,NA,NA,EWA,1,1B1,G,382,116,0,0,116,2,1.5,1
N7DLV,NA,NA,WWA,1,1C,G,556,103,0,0,103,2,3.5,1
N7FG,NA,NA,AZ,1,1E,B,610,46,46,0,0,5,1.5,1
N7H,NA,Pacific Cty ARC,WWA,2,2A,G,2448,400,265,74,61,2,9.7,8
N7HII,NA,Howard Hettinger Hams,ND,1,1A,G,1090,328,12,0,316,2,4.1,7
N7IG,NA,South Kitsap ARC,WWA,2,2A,B,2784,495,290,2,203,2,12.1,16
N7JI/8,NA,NA,WV,1,1B1B,B,430,29,27,0,2,5,1.5,1
N7JN,NA,San Juan Cty ARS,WWA,4,4A,G,1142,68,0,28,40,2,9.5,66
N7KE,NW7D,NA,WWA,2,2A,B,5664,1571,890,6,675,2,7.3,18
N7LE,N7XU,Central Oregon DX Club,OR,2,2A,G,5382,1431,835,0,596,2,8.5,12
N7LR,NA,NA,AZ,1,1D,C,95,37,8,0,29,1,0.5,2
N7MKO,NA,NA,WWA,1,1E,B,150,18,7,0,11,2,1,1
N7MTC,NA,NA,WWA,1,1E,B,305,11,0,0,11,5,2.5,1
N7NB,NA,NA,WWA,1,1E,B,740,49,49,0,0,5,2.5,1
N7NEV,NA,NA,AZ,1,1E,B,580,13,13,0,0,5,4.5,1
N7NKD,NA,NA,WY,1,1D,C,70,10,0,0,10,2,0.5,1
N7NM,NA,NA,WWA,1,1E,B,1295,130,104,15,11,5,0.5,1
N7OY,NA,Lincoln Cty ARC,OR,2,2A,G,1134,192,0,0,192,2,7.5,15
N7OYY,NA,NA,AZ,1,1D,C,54,1,0,1,0,2,0.5,1
N7Q,KF7RYX,Queen Creek  ARC,AZ,2,2A,G,3144,1193,0,4,1189,2,7.5,8
N7RVD,NA,NA,EWA,1,1B1,G,2806,612,566,0,46,2,4.5,1
N7SK,NA,Mason Cty ARC,WWA,3,3AC,C,424,106,0,6,100,2,2,7
N7SYD,NA,NA,WWA,1,1D,C,22,11,0,0,11,2,0,1
N7TAR,NA,Tonto ARA,AZ,3,3A,B,926,122,16,0,106,2,6.5,10
N7UW,NA,University ARC,WY,2,2A,B,1054,178,64,0,114,2,5.7,8
N7W,NA,NA,WWA,2,2E,G,630,107,11,22,74,2,3.5,4
N7WY,NA,NA,WY,1,1B1,B,1392,387,284,0,103,2,0.5,1
N8ARA,NA,Newark ARA,OH,4,4A,G,1476,162,1,0,161,2,11.5,35
N8BC,NA,Lake Cty ARA,OH,6,6A,G,9930,2727,1423,90,1214,2,14.5,22
N8CWU,NA,NA,OH,1,1D,C,344,167,0,5,162,2,0,1
N8CX,NA,NA,OH,1,1B1B,B,210,6,6,0,0,5,1.5,1
N8DAH,NA,NA,MI,1,1D,C,100,13,12,0,1,2,0.5,1
N8EFO,NA,NA,OH,2,2B2B,B,3590,376,212,0,164,5,6.5,2
N8HAM,NA,NA,OH,1,1C,G,76,13,0,0,13,2,0.5,1
N8HM,NA,NA,MDC,1,1B1,B,266,58,0,0,58,2,1.5,1
N8IHI,NA,Ashland Area ARC,OH,3,3F,C,166,8,0,0,8,2,1.5,3
N8II,NA,NA,WV,1,1D,C,1396,477,196,0,281,2,0.5,1
N8IW,NA,Wayne Cty Contest Consortium,OH,2,2A,B,1712,358,273,0,85,2,4.5,5
N8JAX,NA,NA,WCF,1,1E,B,240,28,0,0,28,5,1,1
N8JE,NA,NA,OH,1,1B2,B,508,77,2,0,75,2,3.5,2
N8KD,NA,NA,MI,1,1B1C,C,1090,235,235,0,0,2,1.5,1
N8LC,NA,L'anse Creuse ARC,MI,4,4A,G,3502,935,437,4,494,2,7.5,26
N8MWK,NA,NA,OH,1,1E,B,382,163,0,3,160,2,0.5,1
N8OQ,NA,NA,VA,1,1E,B,640,78,0,0,78,5,2.5,1
N8OVI,NA,Novi  ARC,MI,1,1A,G,484,67,0,0,67,2,3.5,4
N8P,W8ANT,Blue Ridge ARC,WV,2,2A,G,2170,763,7,0,756,2,6.3,11
N8SL,N8AR,South Lyon Area ARC,MI,2,2A,G,3482,1038,276,2,760,2,8.5,26
N8TD,NA,NA,NFL,1,1B1B,B,680,63,63,0,0,5,0.5,1
N8TFD,NA,NA,OH,1,1C,G,404,113,64,0,49,2,0.5,1
N8TUT,NA,NA,MN,1,1C,G,130,40,0,0,40,2,0.5,1
N8VBL,NA,NA,MI,1,1B1B,B,170,4,0,0,4,5,1.5,1
N8YFM,NA,NA,OH,1,1E,B,542,196,0,0,196,2,1.5,2
N8YRE,NA,NA,OH,1,1B1,B,76,13,0,0,13,2,0.5,1
N8YUI,NA,NA,MI,1,1D,C,66,8,0,0,8,2,0.5,1
N8YXR,NA,Tuttle Family,MI,1,1A,G,254,52,0,0,52,2,1.5,6
N9AU,NA,MM Expeditionary Force,WI,2,2A,B,7478,1886,1328,0,558,2,10.5,7
N9AW,NA,W/K ARC of Greater Milwaukee,WI,2,2A,G,5322,1096,790,0,306,2,15.5,13
N9BAV,NA,NA,NTX,1,1D,C,432,96,0,95,1,2,0.5,1
N9BT,NA,NA,IL,1,1E,B,380,23,23,0,0,5,1.5,1
N9DFD,NA,NA,GA,1,1E,G,1254,602,0,0,602,2,0.5,1
N9DMA,NA,NA,IN,1,1D,C,270,55,55,0,0,2,0.5,1
N9EP,NO9G,N9EP Repeater Group,IL,2,2A,G,5012,1128,743,0,385,2,12.7,109
N9EZ,NA,NA,MI,1,1C,G,612,128,128,0,0,2,1,1
N9GH,NA,NA,IL,1,1C,G,228,89,0,0,89,2,0.5,1
N9HC,N9HC,Hendricks Country ARS,IN,2,2A,G,2376,409,0,114,295,2,13.3,74
N9HZ,NA,Goshen ARC,IN,5,5A,G,1926,232,119,27,86,2,11.7,30
N9LQ,NA,Blazing Paddles FD Team,IL,1,1A,G,5304,1075,997,0,78,2,11.6,5
N9LYY,NA,NA,IN,1,1D,C,64,7,0,0,7,2,0.5,1
N9MS,NA,NA,WI,1,1A,B,458,195,9,0,186,2,0.5,5
N9NAU,NA,Dubois ARG,IN,3,3A,G,1322,191,0,95,96,2,7.5,20
N9NM,NA,NA,STX,1,1D,C,1482,358,358,0,0,2,0.5,1
N9OF,NA,NA,STX,1,1D,C,1250,300,300,0,0,2,0.5,1
N9QID,NA,NA,MI,2,2D,C,136,43,0,0,43,2,0.5,3
N9RJV,KC9NZP,Schaumburg ARC,IL,2,2A,G,3834,925,337,0,588,2,13.1,55
N9WL,NA,NA,NM,1,1E,B,214,7,0,0,7,2,2,1
N9XH,NA,Polk Cty ARA,WI,2,2AC,C,666,88,0,0,88,2,4.9,12
NA1GB,NA,NA,EMA,1,1C,G,300,75,0,0,75,2,1.5,2
NA1MH,NA,NA,AR,1,1E,B,510,72,0,0,72,5,1.5,1
NA1RC,NA,Natchaug ARC,CT,3,3A,G,750,100,0,0,100,2,5.5,15
NA1RL,NA,Newington ARL,CT,3,3A,G,1580,303,137,0,166,2,7,22
NA3DX,AB3WS,Explorers RC,MDC,3,3AB,B,11420,993,919,0,74,5,18.6,25
NA4CC,NA,Cleveland Cty AR Serv,NC,1,1AC,C,746,138,0,0,138,2,4.7,12
NA4O,NA,NA,GA,1,1E,B,1170,92,92,0,0,5,2.5,1
NA5DX,NA,NA,IA,1,1B1B,B,270,12,12,0,0,5,1.5,1
NA5NN,NA,599 DX Assn,MS,5,5AB,B,12080,1155,856,55,244,5,17.5,19
NA6O,NA,NA,EB,1,1D,C,162,56,56,0,0,1,0.5,1
NA6ST,NA,SnapTrack ARC,SB,1,1A,B,1030,140,1,49,90,2,6.5,4
NA9U,N9AFU,NA9U FD Group,IN,2,2A,G,7256,2059,1124,0,935,2,8.9,12
NA9VY,NA,NA,IN,2,2D,C,170,60,0,0,60,2,0.5,2
NC4AR,NA,Tri-County ARC,NC,2,2F,C,1048,199,0,0,199,2,6.5,31
NC4MI,NA,NA,NC,1,1B1C,C,334,92,0,0,92,2,1.5,1
NC4ML,KR4W,Moore Cty ARS,NC,3,3A,G,1778,267,0,77,190,2,10.9,65
NC4NH,NA,New Hanover Cty Em Prep Group,NC,2,2A,G,3044,523,268,6,249,2,14.5,65
NC4OC,WD4FVO,Onslow ARC,NC,3,3A,G,2236,298,0,80,218,2,14.8,22
NC4PC,NA,Hampstead Hams,NC,3,3AC,C,2084,297,78,142,77,2,10.5,39
NC6B,NA,NA,SB,1,1B1,B,518,106,78,0,28,2,1.5,1
NC6K,NA,NA,SDG,1,1E,B,416,74,49,0,25,2,1.7,1
NC6MC,NA,Mendocino Cty AR Com Serv,SF,4,4A,G,1170,108,0,2,106,2,9.5,20
NC6V,NA,NA,ORG,1,1E,B,634,121,121,0,0,2,1.5,1
NC7G,WA7ST,Highline ARC,WWA,2,2A,G,1962,309,227,0,82,2,8.9,15
NC0B,NA,NA,CO,1,1D,C,350,150,0,0,150,2,0.5,1
NC0K,NA,NA,SD,1,1D,C,78,14,0,0,14,2,0.5,1
ND3R,NA,NA,WPA,1,1D,C,372,89,69,3,17,2,0.5,1
ND6U,NA,Filipino American AR of San Diego,SDG,2,2AC,C,436,336,0,0,336,1,1,17
ND9E,NA,NA,IL,1,1E,B,406,64,64,0,0,2,1.5,1
NE3I,NA,NA,EPA,4,4C,G,590,17,3,0,14,2,5.5,1
NE3MD,NA,NE MD AR Contest Soc,MDC,2,2A,G,4590,1338,532,0,806,2,8.5,14
NE4GA,KE4JLL,Athens RC & Northeast Georgia RC,GA,3,3A,B,3212,514,332,5,177,2,15.1,18
NE7D,NA,NA,OR,2,2B2C,C,2050,500,500,0,0,2,0.5,2
NE7WY,W7WBW,NE WY ARA,WY,2,2A,G,1416,133,0,0,133,2,11.5,15
NE8J,NA,NA,MI,1,1D,C,166,29,29,0,0,2,0.5,1
NF2RS,NA,NA,WNY,2,2E,B,12335,1124,1123,0,1,5,11,6
NF8J,NA,NA,MI,1,1D,C,986,258,210,0,48,2,0.5,1
NF8M,NA,NA,MI,1,1E,B,900,65,65,0,0,5,2.5,1
NF0R,NA,St. Louis QRP Soc,MO,4,4AB,B,4935,398,379,0,19,5,10.5,11
NF0T,NA,NA,IA,1,1E,B,532,114,27,0,87,2,2.5,1
NG1I,NA,NA,WMA,1,1D,C,324,81,81,0,0,2,0,1
NG5A,NA,BOARS,NTX,2,2A,B,270,10,0,0,10,2,2.5,3
NG7O,NA,NA,ID,1,1E,G,266,33,25,0,8,2,1.5,1
NG0E,NA,NA,MN,1,1B1B,B,210,16,15,1,0,5,0.5,1
NH7TZ,NA,NA,PAC,1,1E,B,126,13,0,0,13,2,1,1
NI1X,NA,"Whitman ARC, Inc.",EMA,5,5A,G,1920,403,257,0,146,2,6,34
NI2S,NA,Parsippany-Troy Hills RACES,NNJ,1,1F,C,2350,650,0,0,650,2,10.5,7
NI7DX,NA,Idaho DX Assn,ID,3,3A,B,1804,150,17,0,133,2,14.7,25
NJ2AC,NA,NA,NNJ,1,1B1C,C,178,64,0,0,64,2,0.5,1
NJ2BC,NA,Bergen Cty RACES,NNJ,3,3F,G,1106,153,0,0,153,2,8,9
NJ2SP,NA,South Plainfield ARC,NNJ,3,3AB,B,4420,385,255,14,116,5,11.5,18
NJ6W,NA,NA,EB,1,1D,C,32,15,1,0,14,2,0,1
NJ7W,NA,NA,WWA,1,1E,B,110,15,15,0,0,2,0.5,1
NJ9Q,NA,NA,IL,1,1D,C,110,30,0,0,30,2,0.5,1
NK4DX,NA,NA,SFL,1,1B1B,B,600,50,50,0,0,5,1,1
NK8R,NA,NA,MI,1,1D,C,258,104,0,0,104,2,0.5,2
NK9R,NA,Hunters Ridge Hams,GA,1,1AB,B,4520,377,377,0,0,5,7.5,9
NK0E,NA,NA,CO,1,1E,B,262,28,28,0,0,2,1.5,1
NM4A,NA,NA,KY,1,1B2,G,1680,694,21,0,673,2,2.5,2
NM5EM,NA,Rocky Mtn Ham Radio,NM,2,2F,C,3956,970,602,11,357,2,7.9,20
NM5WB,NA,NA,NM,1,1E,G,176,76,0,0,76,1,1,1
NM8RC,NA,Top of Michigan ARC,MI,2,2F,C,836,42,0,1,41,2,7.5,14
NM9U,NA,NA,TN,1,1E,B,730,90,0,0,90,2,5.5,8
NN4SA,NA,NASA MSFC ARC,AL,1,1A,B,1308,208,43,8,157,2,7.9,15
NN4VA,NA,Westmoreland ARC,VA,3,3A,B,1180,102,23,0,79,2,9.3,20
NN7ZZ,NA,UDXA North Team,UT,1,1A,B,2730,625,615,0,10,2,2.5,3
NO3J,NA,NA,EPA,1,1D,C,188,43,26,0,17,2,0.5,1
NO5DO,NA,NA,NFL,1,1D,C,78,7,0,7,0,2,0.5,1
NO5F,NA,NA,AR,2,2B2,G,586,168,0,0,168,2,2.5,2
NO6E,NA,NA,OR,1,1B1B,B,365,12,11,0,1,5,2.5,1
N0A,NA,"Nixa ARC, Inc.",MO,3,3A,O,2378,626,60,28,538,2,9.5,29
N0ARS,NA,St Louis Metro ARES/RACES,MO,3,3AC,C,1658,192,32,20,140,2,11.7,60
N0AT,W0AA,Blue Lake Brothers,MN,2,2A,G,8656,1831,1712,0,119,2,15.7,14
N0AX,NA,NA,MO,1,1C,G,358,52,52,0,0,2,1.5,1
N0CG,NA,NA,CO,1,1D,C,570,126,28,6,92,2,2.5,4
N0CQC,NA,Colorado QRP Club,CO,3,3AB,B,2810,183,75,52,56,5,12.6,21
N0EMU,KC0PBR,Arkanas Valley Rep Group,CO,2,2A,B,1574,162,0,0,162,2,12.5,8
N0EVH,NA,NA,CO,1,1B1B,B,400,15,15,0,0,5,2.5,1
N0F (KD0SGC & K0JV),NA,NA,SD,1,1B2,G,616,106,68,24,14,2,2.2,2
N0FH,NA,Estes Valley ARC,CO,1,1A,G,1456,127,56,0,71,2,10.9,14
N0FKC,NA,NA,MN,1,1B1B,B,2180,143,143,0,0,5,7.5,1
N0FN,NA,NA,IA,1,1B1B,B,160,1,1,0,0,5,1.5,1
N0GF,NA,Forx ARC,ND,3,3A,G,2760,508,329,68,111,2,9.5,20
N0GOS,NA,NA,CO,1,1D,C,116,29,29,0,0,2,0,1
N0HV,NA,SouthSide ARC,MO,3,3A,G,1578,282,0,32,250,2,9.5,7
N0I,NA,Northwoods ARG,MN,3,3A,B,984,164,153,0,11,2,3.5,10
N0IAI,NA,NA,MO,1,1E,G,500,450,0,0,450,1,0.5,1
N0IWN,NA,Iowa Wireless AR Network,IA,2,2A,G,2280,365,200,0,165,2,11.5,30
N0JDS,NA,NA,KS,1,1B1,B,366,41,0,17,24,2,2.5,1
N0K,NA,Greenville ARC,MO,4,4A,B,746,73,0,0,73,2,6,11
N0KBA,NA,NA,MO,1,1D,C,60,5,0,0,5,2,0.5,1
N0KTK,NA,NA,MO,2,2B2,G,478,114,0,0,114,2,2.5,2
N0MPM,NA,Pella ARC,IA,1,1A,G,770,40,0,0,40,2,6.9,17
N0N,WX0ND,Lake Agassiz RC,ND,2,2A,G,1830,407,0,48,359,2,9.2,12
N0NAF,NA,Coon Valley ARC,IA,3,3AC,C,1626,423,195,0,228,2,3.9,5
N0NEB,NA,TriCity ARC,NE,5,5A,B,986,45,23,0,22,2,8.5,14
N0NK,NA,Newton/McPherson ARC,KS,3,3A,B,2972,603,430,28,145,2,8.5,15
N0PR,AB0C,Macon Cty ARC,MO,3,3AC,C,2462,596,384,11,201,2,4.8,10
N0PTN,NA,NA,MO,1,1A,B,180,15,0,0,15,2,1.5,3
N0PVZ,NA,NA,MO,1,1D,C,376,188,0,0,188,2,0,2
N0RC,NA,NA,KS,1,1D,C,56,2,1,0,1,2,0.5,1
N0SS,NA,Mid-MO ARC,MO,2,2A,G,3132,723,468,0,255,2,7.5,34
N0TK,NA,OFOG,CO,3,3A,G,712,75,36,0,39,2,4.9,7
N0TT,NA,NA,MO,1,1E,G,4034,971,971,0,0,2,1.5,1
N0UW,NA,Owatona Steele Cty ARC,MN,6,6A,G,4388,816,643,0,173,2,14.7,34
N0WKR,NA,Glade Park Rookies,CO,1,1A,G,132,41,0,0,41,2,0.5,5
N0WKZ,NA,NA,KS,1,1B1B,B,650,40,40,0,0,5,2.5,1
N0XWJ,NA,NA,IA,2,2A,B,2122,613,0,143,470,2,6.1,10
N0ZS,NA,Lake of the Ozarks ARC,MO,2,2A,G,1894,NA,141,0,230,2,8.7,17
N0ZTO,NA,NA,CO,1,1D,C,146,73,0,0,73,2,0,1
NP2EP,NA,NA,WPA,1,1D,C,70,10,0,0,10,2,0.5,1
NP2GG,NA,NA,CT,1,1E,G,196,23,0,0,23,2,1.5,1
NP2OR,NA,NA,SFL,1,1D,C,16,8,0,0,8,2,0,1
NQ5K,NA,NA,STX,1,1D,C,952,451,451,0,0,1,0.5,1
NQ8O,NA,NA,OH,1,1B2C,C,540,147,98,0,49,2,0.5,2
NR3K,NA,Tigoa Cty ARC,EPA,2,2AC,C,320,25,0,0,25,2,2.7,13
NR5ON,NA,NA,NM,2,2B2B,B,420,8,0,6,2,5,3.5,2
NR8Z,NA,NA,OH,1,1B1B,B,3240,299,259,0,40,5,4.5,1
NR0AD,NA,Platte Cty ARG,MO,4,4F,C,1868,283,90,136,57,2,8.5,34
NR0Q,NA,Wright Cty Outlaws ARC,MO,1,1AC,C,410,80,0,0,80,2,2.5,4
NR0R,NA,NA,MO,1,1E,B,1998,796,78,0,718,2,2.5,5
NS1RA,NA,North Shore Radio Assn,EMA,3,3A,G,9346,2333,1815,0,518,2,10.5,45
NS7F,NA,DR. Tucker & Friends Ham RC,AZ,2,2A,G,1066,228,0,0,228,2,6.1,14
NS8O,NA,NA,OH,1,1E,G,1638,406,238,0,168,2,3.5,1
NT3Y,NA,NA,EPA,1,1D,C,106,28,0,0,28,2,0.5,1
NT4Z,NA,NA,WCF,1,1E,G,256,53,0,0,53,2,1.5,1
NT7H,NA,OARS,WWA,4,4A,G,1340,249,56,40,153,2,6.5,30
NT9F,NA,NA,IN,1,1B1,G,208,145,13,0,132,1,0.5,1
NT0B,NA,Mesabi Wireless,MN,3,3AC,C,844,72,0,0,72,2,7,6
NU6O,NA,Humboldt ARC,SF,3,3A,G,1518,280,29,0,251,2,9,22
NU7DE,NA,Desert Circle ARC,NM,2,2A,B,692,70,0,51,19,2,4.5,3
NU0T,NA,NA,CO,1,1E,B,700,129,96,0,33,2,2.5,1
NV5S,NA,NA,STX,1,1D,C,358,77,0,77,0,2,0.5,1
NV7CV,KG7DMI,Sierra Intermountain Em RA,NV,2,2A,B,990,120,0,0,120,2,7.5,16
NV7LC,NA,Lyon Cty ARES,NV,2,2A,G,752,76,0,0,76,2,6,26
NV8E,NA,NA,OH,2,2A,G,754,202,0,0,202,2,3.5,4
NW2C,NA,NA,NLI,2,2A,B,1736,337,80,26,231,2,8.5,42
NW8S,K8KRG,Lorain Cty Wireless Ops / NOARS,OH,5,5A,G,6758,1634,867,43,724,2,16.7,45
NW0K,NA,Trojan ARC,KS,2,2A,G,4824,1125,662,0,463,2,12.5,8
NW0M,NA,NA,MO,1,1D,C,1130,270,270,0,0,2,0.5,1
NX6I,NA,NA,SDG,1,1D,C,556,139,139,0,0,2,0,1
NX8Y,NY8C,Rice Family,OH,2,2A,G,4074,845,787,0,58,2,8.1,13
NX0G,NA,Mountain ARC,CO,2,2A,G,2122,432,404,0,28,2,4.5,3
NY2U,NA,Troy Amateur Radio Assn,ENY,4,4A,G,1826,239,26,23,190,2,12.5,33
NZ5A,NA,NA,STX,1,1B1,G,1452,329,322,0,7,2,1.5,1
NZ5G,NA,NA,STX,1,1B1B,B,190,4,4,0,0,5,1.5,1
NZ7M,NA,NA,MT,1,1D,C,402,88,88,0,0,2,0.5,1
UT5UJO,NA,NA,DX,1,1D,C,304,127,127,0,0,1,0.5,1
VA1AVR,NA,Annapolis Valley ARC,MAR,2,2A,G,2276,503,0,0,503,2,12.7,34
VA1GE,NA,4 Ham Network,MAR,1,1A,G,2698,487,487,0,0,2,7.5,4
VA2CKB,NA,Club Radioamateur de Beauce,QC,1,1A,G,1130,90,0,0,90,2,9.5,5
VA2HMC,NA,Club De Radio Amateurs Saint-Michel-des-Saints,QC,2,2A,G,618,184,0,0,184,2,2.5,4
VA2NU,NA,NA,QC,1,1B1,B,424,37,0,0,37,2,3.5,1
VA3BIC,NA,Port Colborne BIC Club,ONS,4,4AC,C,678,139,0,0,139,2,4,7
VA3HN,NA,NA,ONE,1,1AB,B,780,58,58,0,0,5,2,4
VA3LNZ,NA,Victoria-Haliburton ARA,ONE,3,3A,G,2132,602,0,39,563,2,8.5,13
VA3NRR,NA,Renfrew Cty ARC,ONE,1,1A,G,908,279,0,0,279,2,3.5,17
VA3OVQ,NA,Ottawa Valley QRP Soc,ONE,2,2AB,B,3145,196,179,4,13,5,12.5,11
VA3WU,NA,NA,ONS,1,1D,C,458,204,0,0,204,2,0.5,1
VA5CW,NA,NA,SK,1,1D,C,194,45,27,0,18,2,0.5,1
VA7EOC,VE7KTS,NA,BC,2,2F,C,788,165,0,4,161,2,4.5,34
VA7HZ,NA,NA,BC,1,1E,G,190,35,35,0,0,2,0.5,1
VA7LEP,VE7FWN,Langley Emergency Program CCVT,BC,2,2F,C,1072,111,0,0,111,2,8.5,32
VA7MM,NA,NA,BC,2,2E,B,1916,365,312,6,47,2,5.5,3
VA7ODX,NA,Orca DX & Contest Club,BC,2,2A,G,3446,759,579,0,180,2,7.7,9
VA7ST,NA,NA,BC,1,1D,C,972,207,178,26,3,2,1.5,1
VA7UC,NA,NA,BC,3,3A,G,526,29,0,9,20,2,4.5,3
VA7XNL,NA,NA,BC,1,1D,C,80,15,0,0,15,2,0.5,1
VC2FDC,NA,NA,QC,3,3A,G,892,11,0,10,1,2,8.5,8
VE1ARC,VE1WN,Greenwood ARC,MAR,2,2A,G,1028,118,71,0,47,2,6.5,14
VE1FO,VE1QD,Halifax ARC,MAR,2,2A,B,5106,1177,528,13,636,2,16.7,62
VE1LD,VA1YL,Kings Cty ARC,MAR,2,2A,G,3046,765,273,0,492,2,9.7,9
VE1NSS,NA,NA,MAR,1,1D,C,106,14,14,0,0,2,0.5,1
VE2ARC,VE2CWI,West Island  ARC / Montreal ARC,QC,2,2A,B,5896,1440,1033,0,407,2,9.5,30
VE2CAM,NA,Club radio Amateur Maskoutain,QC,1,1AB,B,2030,133,123,0,10,5,7.5,3
VE2CBS,NA,Club Radioamateur Sorel-Tracy,QC,1,1AB,B,2285,207,150,10,47,5,4.5,9
VE2CQ,VE2CDX,Club Radio Amateur de Quebec,QC,2,2A,G,2706,695,126,27,542,2,10.1,72
