call,gota_call,final_score,class,section,power_multiplier,club_name,number_of_participants,transmitters,power_source,total_cw_qsos,total_digital_qsos,total_phone_qsos,total_qsos,bonus_points,checklog_y_n,x17
DF7C,NA,386,1D,DX,2,NA,1,1,C,84,0,0,84,50,NA,NA
DL3YZ,NA,54,1D,DX,2,NA,1,1,C,1,0,0,1,50,NA,NA
DM7W,NA,650,1E,DX,2,NA,1,1,S,100,0,0,100,250,NA,NA
EA3EE,NA,0,1F,DX,0,NA,1,1,S,6,0,0,6,0,Y,NA
EW1TO,NA,194,1D,DX,2,NA,1,1,C,36,0,0,36,50,NA,NA
F4HPX,NA,142,1D,DX,2,NA,1,1,C,23,0,0,23,50,NA,NA
F5MDY,NA,182,1D,DX,2,NA,1,1,C,33,0,0,33,50,NA,NA
G3LHJ,NA,118,1D,DX,2,NA,1,1,C,17,0,0,17,50,NA,NA
HA3MGA,NA,190,1D,DX,2,NA,1,1,C,0,35,0,35,50,NA,NA
HB9FHV,NA,164,1B1,DX,2,NA,1,1,B,0,0,7,7,150,NA,NA
HB9RB,NA,0,1D,DX,0,NA,1,1,C,23,2,0,25,0,Y,NA
HI5YJM,NA,54,1D,DX,2,NA,1,1,C,0,0,2,2,50,NA,NA
HI6M,NA,946,1D,DX,2,NA,1,1,C,0,224,0,224,50,NA,NA
HP1GDS,NA,216,1B1,DX,2,NA,1,1,B,0,0,33,33,150,NA,NA
IT9RZU,NA,286,1D,DX,2,NA,1,1,C,59,0,0,59,50,NA,NA
JA1VBN,NA,118,1D,DX,2,NA,1,1,C,0,17,0,17,50,NA,NA
JA9LX,NA,134,1D,DX,2,NA,1,1,C,0,21,0,21,50,NA,NA
JF1TEU,NA,92,1D,DX,2,NA,1,1,C,0,10,1,11,50,NA,NA
JF2FIU,NA,0,1D,DX,0,NA,1,1,C,10,0,0,10,0,Y,NA
JH1HHP,NA,90,1D,DX,2,NA,1,1,C,0,10,0,10,50,NA,NA
JH1NHK,NA,154,1D,DX,2,NA,1,1,C,0,1,0,1,150,NA,NA
JH5HDA,NA,174,1D,DX,2,NA,1,1,C,0,31,0,31,50,NA,NA
JI2IXA,NA,178,1D,DX,2,NA,1,1,C,0,32,0,32,50,NA,NA
JK2XXK,NA,282,1D,DX,2,NA,1,1,C,0,8,0,8,250,NA,NA
JM1MTE,NA,114,1D,DX,2,NA,1,1,C,0,16,0,16,50,NA,NA
JM8LND,NA,166,1D,DX,2,NA,1,1,C,29,0,0,29,50,NA,NA
JO7KMB,NA,586,1D,DX,2,NA,1,1,C,31,103,0,134,50,NA,NA
JR1NKN,NA,106,1D,DX,2,Mike & Key ARC,1,1,C,4,10,0,14,50,NA,NA
JR4WKV,NA,54,1D,DX,2,NA,1,1,C,1,0,0,1,50,NA,NA
JS1LQI,NA,170,1D,DX,2,NA,1,1,C,0,5,0,5,150,NA,NA
K0ACP,NA,724,1E,MI,2,Bay Area DXers,1,1,B,103,0,81,184,150,NA,NA
K0AD,NA,4258,1D,MN,2,NA,1,1,C,975,0,104,1079,150,NA,NA
K0AE,NA,610,1D,CO,2,Grand Mesa Contesters of Colorado,1,1,C,137,0,6,143,50,NA,NA
K0AIZ,NA,560,1B1B,NE,5,NA,1,1,B,0,31,0,31,250,NA,NA
K0AJW,NA,4644,1A,ND,2,Souris Valley ARC,19,1,G,103,286,819,1208,1450,NA,NA
K0ANT,NA,2638,3A,KS,2,The Kansas Antenna Club in Johnson Co.,14,3,G,192,190,110,492,890,NA,NA
K0BAK,NA,326,1C,EPA,2,Pottstown Area ARC,1,1,B,0,38,12,50,150,NA,NA
K0BEN,NA,172,1B1,MN,2,NA,1,1,B,0,0,11,11,150,NA,NA
K0BH,NA,2190,1B1B,CO,5,NA,1,1,B,174,0,0,174,450,NA,NA
K0BIE,NA,1018,1E,OH,2,Splinter Grp. ARC,1,1,G,0,192,0,192,250,NA,NA
K0BUF,NA,196,1B1,EPA,2,NA,1,1,B,0,0,23,23,150,NA,NA
K0CD,NA,650,1B1B,WI,5,Minnesota Wireless Assn.,1,1,B,50,0,0,50,150,NA,NA
K0CN,NA,214,1E,MN,2,NA,1,1,B,0,16,0,16,150,NA,NA
K0DCI,NA,674,1A,IA,2,Dallas Co. ARES,3,1,B,78,0,6,84,350,NA,NA
K0EMT,NA,330,1D,IN,2,NA,1,1,C,70,0,0,70,50,NA,NA
K0EOR (+KF0HOG),KF0HOG,2075,3A,MO,2,Eastern Ozarks ARC,4,3,B,0,185,70,255,1195,NA,NA
K0EPR,NA,432,2AC,MN,2,Eden Prairie RC,9,2,C,2,0,87,89,250,NA,NA
K0FJ,NA,1450,1E,KS,2,NA,1,1,G,0,325,0,325,150,NA,NA
K0FNS,NA,180,1B1B,CO,5,NA,1,1,B,0,13,0,13,50,NA,NA
K0FV,NA,2166,2F,MO,2,Boonville ARC,13,2,C,0,504,0,504,150,NA,NA
K0GMK,NA,410,1D,MN,2,Rochester (MN) ARC,1,1,C,0,90,0,90,50,NA,NA
K0GOB,NA,210,1D,MO,2,NA,1,1,C,0,0,80,80,50,NA,NA
K0GPZ,NA,1680,4A,MN,2,Northern Lakes ARC,8,4,G,0,44,217,261,1070,NA,NA
K0GWR,NA,150,1E,CO,5,Village 7 ARC,1,1,B,0,0,20,20,50,NA,NA
K0HK,NA,850,1E,KS,5,Atchison Co. ARS,1,1,B,50,0,0,50,350,NA,NA
K0HNY,NA,5978,6A,MN,2,Owatonna Steele Co. ARC,21,6,G,890,192,190,1272,1270,NA,NA
K0HO,NA,100,1E,ND,2,NA,1,1,B,0,0,25,25,50,NA,NA
K0HX,NA,1286,1D,MO,2,NA,1,1,C,309,0,0,309,50,NA,NA
K0IIT (+AA0EL),AA0EL,4292,2A,CO,2,Montrose ARC,48,2,G,120,0,1146,1266,1520,NA,NA
K0IL,NA,870,1D,NE,2,Heartland DX Assn.,1,1,C,205,0,0,205,50,NA,NA
K0JEB,NA,252,1D,CT,2,NA,1,1,C,10,39,3,52,50,NA,NA
K0JJM,NA,228,1D,KS,2,NA,1,1,C,0,0,89,89,50,NA,NA
K0JJR,NA,132,1B1,MN,2,Minnesota Wireless Assn.,1,1,B,0,0,41,41,50,NA,NA
K0KDS,NA,494,1D,IA,2,NA,1,1,C,0,0,147,147,200,NA,NA
K0KEM,NA,274,1D,CO,2,NA,1,1,C,0,56,0,56,50,NA,NA
K0KKV (+K0SMM),K0SMM,2340,3A,NE,2,Lincoln ARC,53,3,G,27,255,131,413,950,NA,NA
K0KWO,NA,1545,2AB,IA,5,Boone and Hamilton Co. ARES,9,2,B,55,30,19,104,600,NA,NA
K0LAF,NA,402,1D,MO,2,NA,1,1,C,59,0,58,117,50,NA,NA
K0LAR,NA,550,1B1B,MN,5,NA,1,1,B,30,0,0,30,250,NA,NA
K0LIR,NA,7482,3A,MO,2,St. Louis ARC,17,3,G,886,392,610,1888,1150,NA,NA
K0LJW,NA,286,1D,WCF,2,NA,1,1,C,0,59,0,59,50,NA,NA
K0LTC (+K0CBP),K0CBP,1714,3A,MN,2,Maple Grove RC,18,3,G,19,106,132,257,950,NA,NA
K0M (+N0NNP),N0NNP,3321,3A,MO,2,Blue Springs ARC,11,3,B,276,82,307,665,1275,NA,NA
K0MIS,NA,88,1D,CO,2,NA,1,1,C,0,0,19,19,50,NA,NA
K0MPH,NA,1138,1D,MN,2,NA,1,1,C,270,0,4,274,50,NA,NA
K0OV,NA,778,1AC,ORG,2,Morningside Mischief Makers,3,1,C,129,0,56,185,150,NA,NA
K0PEA,NA,532,1A,IA,2,Pella ARC,16,1,G,0,0,91,91,350,NA,NA
K0PLC,NA,760,1B2,IL,2,Carlyle Lake Fest,2,1,G,0,0,155,155,450,NA,NA
K0PRA (+AC5S),AC5S,2424,2A,CO,2,Parker Radio Assn.,47,2,B,0,0,567,567,1290,NA,NA
K0QIK,NA,2688,2A,MN,2,Lake Region ARC,16,2,G,0,289,151,440,1230,NA,NA
K0RGI,NA,690,1B1B,TN,5,NA,1,1,B,54,0,0,54,150,NA,NA
K0RJK,NA,406,1E,CO,2,NA,1,1,B,47,10,14,71,150,NA,NA
K0RQ,NA,1816,3A,ND,2,Red River Radio Amateurs,4,3,B,0,253,127,380,550,NA,NA
K0RV,NA,4656,3A,CO,2,Ski Country ARC,31,3,G,709,66,508,1283,540,NA,NA
K0RVB,NA,192,1D,STX,2,NA,1,1,C,0,0,71,71,50,NA,NA
K0SI (+KE0SIY),KE0SIY,2364,4A,MO,2,Central MO Radio Assn.,30,4,G,80,117,88,285,1400,NA,NA
K0SLV,NA,1464,5A,CO,2,San Luis Valley ARA,7,5,G,2,66,21,89,1150,NA,NA
K0SV (+KB0ZZJ),NA,550,1B2,MN,2,NA,2,1,G,0,0,200,200,150,NA,NA
K0SW,NA,1448,4AC,NE,2,Pioneer ARC,15,4,C,83,140,253,476,50,NA,NA
K0SWI,NA,1454,3A,IA,2,Southwest IA ARC,7,3,G,0,160,72,232,670,NA,NA
K0TC,NA,970,1D,MN,2,Minnesota Wireless Assn.,1,1,C,230,0,0,230,50,NA,NA
K0TFT,NA,1284,2A,IA,2,Sooland ARA,14,2,G,22,121,121,264,470,NA,NA
K0TSA,NA,2136,3A,NE,2,Western Division SATERN,7,3,B,0,0,683,683,770,NA,NA
K0TTW,NA,1040,1B1B,CO,5,NA,1,1,B,89,0,0,89,150,NA,NA
K0UK,NA,1370,1D,CO,2,Grand Mesa Contesters of Colorado,1,1,C,330,0,0,330,50,NA,NA
K0USA,NA,3356,3A,NE,2,Ak Sar Ben ARC,20,3,G,531,102,137,770,550,NA,NA
K0UU,NA,730,1D,MN,2,NA,1,1,C,170,0,0,170,50,NA,NA
K0VIK,NA,264,1E,MN,2,NA,1,1,B,0,0,57,57,150,NA,NA
K0VK,NA,1320,1B1,CO,2,NA,1,1,B,0,0,435,435,450,NA,NA
K0VM,NA,2158,1D,IA,2,NA,1,1,C,0,527,0,527,50,NA,NA
K0VRC,NA,1404,1A,MN,2,Vermilion Range ARC,8,1,G,0,127,23,150,850,NA,NA
K0VU,NA,1184,2B1,MN,2,NA,1,2,B,0,156,0,156,560,NA,NA
K0W,NA,1296,2A,CO,2,Farrell-Gray,4,2,B,0,26,21,47,1150,NA,NA
K0WBG,NA,252,1A,NM,2,AR Caravan Club,3,1,B,0,0,1,1,250,NA,NA
K0WD (+KB0LF),NA,3096,2B2,NE,2,The Whiskey Delta Contest Grp.,2,2,G,375,0,293,668,1010,NA,NA
K0WPM,NA,216,2D,KS,2,Western KS ARC,2,2,C,0,21,41,62,50,NA,NA
K0WRY,NA,290,1D,KS,2,NA,1,1,C,60,0,0,60,50,NA,NA
K0XF,NA,1184,1D,CO,2,Grand Mesa Contesters of Colorado,1,1,C,245,0,77,322,50,NA,NA
K0YA,NA,598,1D,STX,2,NA,1,1,C,137,0,0,137,50,NA,NA
K1AA (+W1SE),W1SE,3218,3AC,NFL,2,Orlando ARC,35,3,C,382,0,315,697,1060,NA,NA
K1AUS,NA,182,1D,MT,2,NA,1,1,C,0,0,66,66,50,NA,NA
K1B,NA,8166,5E,NH,2,Contoocook Valley RC,38,5,G,233,425,1987,2645,1560,NA,NA
K1C,NA,3498,1D,WMA,2,Yankee Clipper Contest Club,3,1,C,798,0,128,926,50,NA,NA
K1CCN,NA,4298,4AC,WI,2,Koomer Ridge Contesters,6,4,C,125,276,1022,1423,650,NA,NA
K1CHR,NA,1306,1E,NH,2,Cheshire Co. DX ARC,1,1,B,160,5,248,413,150,NA,NA
K1DCT,NA,350,1B1B,CT,5,NA,1,1,B,10,0,0,10,250,NA,NA
K1DJ,NA,3318,1D,EMA,2,K1USN RC,1,1,C,817,0,0,817,50,NA,NA
K1DK,NA,350,1E,NNJ,5,New Providence ARC,1,1,B,10,0,0,10,250,NA,NA
K1DRH,NA,382,1D,EMA,2,NA,1,1,C,83,0,0,83,50,NA,NA
K1DS,NA,356,1B1,SFL,2,NA,1,1,B,20,0,13,33,250,NA,NA
K1ECU,NA,558,1D,CT,2,CTRI Contest Grp.,1,1,C,102,0,0,102,150,NA,NA
K1EWE,NA,1060,5AC,NFL,2,EWEphoria RC,6,5,C,47,90,31,168,450,NA,NA
K1FS,NA,1018,3F,ME,2,Aroostook ARA,8,3,G,0,117,50,167,450,NA,NA
K1GRP,NA,482,1D,EMA,2,Falmouth ARA,1,1,C,58,0,0,58,250,NA,NA
K1IB,NA,846,1D,VT,2,NA,1,1,C,199,0,0,199,50,NA,NA
K1IG (+KB1OIQ),KB1OIQ,7805,4AB,EMA,5,PART of Westford,57,4,B,327,207,147,681,1730,NA,NA
K1II,NA,4774,3E,WMA,2,Southwick Radio Grp.,14,3,G,26,665,625,1316,760,NA,NA
K1JWC,NA,92,1D,RI,2,NA,1,1,C,0,0,21,21,50,NA,NA
K1LHO,NA,168,1D,CT,2,Meriden ARC,1,1,C,28,0,3,31,50,NA,NA
K1LK,NA,320,1D,EMA,2,NA,1,1,C,59,0,17,76,50,NA,NA
K1LT,NA,4842,1B1,OH,2,Mad River RC,1,1,G,1148,0,0,1148,250,NA,NA
K1MCO,NA,76,1D,NFL,2,NA,1,1,C,0,0,13,13,50,NA,NA
K1MT,NA,928,1D,EMA,2,NA,1,1,C,206,0,27,233,50,NA,NA
K1MZM,NA,3520,1B1B,VT,5,NA,1,1,B,327,0,0,327,250,NA,NA
K1NPT,NA,670,1B1B,RI,5,Newport Co. RC,1,1,B,0,52,0,52,150,NA,NA
K1OS,NA,446,1A,RI,2,Ocean State ARG,4,1,G,0,0,68,68,310,NA,NA
K1PAD,NA,3506,1E,NH,2,CTRI Contest Grp.,1,1,G,573,266,0,839,150,NA,NA
K1PQ,NA,2644,3A,ME,2,Piscataquis ARC,4,3,B,275,201,95,571,550,NA,NA
K1PRD,NA,180,1D,EMA,2,Falmouth ARA,1,1,C,0,0,65,65,50,NA,NA
K1R (+W1WQM),W1WQM,7094,3A,NH,2,Port City ARC,25,3,G,566,0,1280,1846,2270,NA,NA
K1RFD,NA,124,1E,CT,2,NA,1,1,B,18,0,1,19,50,NA,NA
K1RK (+K1AIR),K1AIR,8613,2A,EMA,2,Falmouth ARA,30,2,G,1408,0,773,2181,1435,NA,NA
K1RV,NA,0,1D,EMA,1,K1USN RC,1,1,C,150,0,0,150,0,Y,NA
K1SEC,NA,950,1D,EMA,2,NA,1,1,C,225,0,0,225,50,NA,NA
K1SM,NA,610,1D,EMA,2,NA,1,1,C,140,0,0,140,50,NA,NA
K1SV,NA,2725,3AB,VT,5,Southern VT ARC,8,3,B,191,0,73,264,450,NA,NA
K1TH,NA,390,1AC,EMA,2,K1USN RC,3,1,C,85,0,0,85,50,NA,NA
K1TT,NA,420,1E,EMA,2,Cape Ann ARA,1,1,B,0,0,35,35,350,NA,NA
K1TTW,NA,780,1B1B,CO,5,NA,1,1,B,0,73,0,73,50,NA,NA
K1UHF,NA,622,1D,NFL,2,Suwannee ARC,1,1,C,0,143,0,143,50,Y,NA
K1VG,NA,388,1E,CT,2,NA,1,1,B,0,59,1,60,150,NA,NA
K1VMT,NA,2454,1D,VT,2,Radio Amateurs of Northern VT,1,1,C,601,0,0,601,50,NA,NA
K1VUT,NA,854,1D,EMA,2,K1USN RC,1,1,C,201,0,0,201,50,NA,NA
K1VW,NA,2794,1A,ME,2,New England Radio Discussion Soc.,15,1,G,345,0,127,472,1160,NA,NA
K1WAS,NA,4430,3D,CT,2,Westport Astro ARC/Housatonic ARC/Greater Fairfield ARA,31,3,C,324,545,87,956,780,NA,NA
K1ZL,NA,1878,1D,ME,2,NA,1,1,C,457,0,0,457,50,NA,NA
K2AA (+W2EA),W2EA,18198,6A,SNJ,2,South Jersey Radio Assn.,69,6,G,2515,405,1889,4809,2740,NA,NA
K2AUD,NA,664,4A,SNJ,2,Radio Operators of Camden Co.,5,4,B,0,0,57,57,550,NA,NA
K2BCM,NA,160,1B1B,WNY,5,NA,1,1,B,1,0,0,1,150,NA,NA
K2BR,NA,3220,3F,SNJ,2,Southern Counties ARA,28,3,C,246,225,193,664,950,NA,NA
K2CJ,NA,490,1D,NNJ,2,Frankford RC,1,1,C,110,0,0,110,50,NA,NA
K2CT (+K2ALB),K2ALB,6531,4A,ENY,2,Albany ARA,31,4,G,503,451,455,1409,1805,NA,NA
K2CVY,NA,214,1D,NLI,2,NA,1,1,C,0,26,30,56,50,NA,NA
K2DAR,NA,358,1D,WNY,2,NA,1,1,C,0,77,0,77,50,NA,NA
K2DLL,NA,1918,3A,ENY,2,Saratoga Co. ARA,18,3,G,59,100,116,275,1050,NA,NA
K2EJT,NA,398,1D,WNY,2,NA,1,1,C,87,0,0,87,50,NA,NA
K2FEO,NA,276,1E,WNY,2,NA,1,1,G,0,0,63,63,150,NA,NA
K2FJ,NA,1194,1D,NNJ,2,Montvale OEM,1,1,C,0,286,0,286,50,NA,NA
K2GE,NA,1274,2F,NNJ,2,Raritan Bay Radio Amateurs,8,2,C,0,129,104,233,550,NA,NA
K2HE,NA,1214,3A,WNY,2,Chautauqua Co. Amateur FM Assn.,19,3,B,0,12,208,220,750,NA,NA
K2I,NA,2858,5A,NNY,2,Thousand Islands RC,22,5,G,105,84,311,500,1480,NA,NA
K2IN,NA,4304,2A,NNJ,2,444 DX Grp.,5,2,G,615,0,547,1162,750,NA,NA
K2IQ,NA,2004,3A,WNY,2,Utica ARC,16,3,G,81,79,147,307,1070,NA,NA
K2IRG (+W2TOI),W2TOI,754,2A,NLI,2,Islip ARG,8,2,B,0,0,52,52,650,NA,NA
K2IW,NA,596,1C,ENY,2,NA,1,1,B,5,107,49,161,50,NA,NA
K2IWR,NA,1122,3A,WNY,2,Skyline ARC,7,3,G,2,0,182,184,750,NA,NA
K2KI,NA,722,1D,VT,2,NA,1,1,C,168,0,0,168,50,NA,NA
K2KT,NA,106,1D,VA,2,Alexandria RC,1,1,C,14,0,0,14,50,NA,NA
K2MK,NA,1998,1D,WCF,2,NA,1,1,C,371,116,0,487,50,NA,NA
K2MN,NA,800,1D,SNJ,2,NA,1,1,C,200,0,0,200,0,NA,NA
K2NV,NA,2050,1D,WNY,2,Niagara Frontier Radiosport,1,1,C,500,0,0,500,50,NA,NA
K2ORC,NA,200,1B1B,VA,5,NA,1,1,B,0,0,30,30,50,NA,NA
K2POF,NA,362,1D,ENY,2,Stone Tower Creek RC,3,1,C,74,0,33,107,0,NA,NA
K2PRO,NA,572,2A,WNY,2,Pioneer Radio Operators Soc.,6,2,B,0,0,161,161,250,NA,NA
K2PTH,NA,1236,1F,NNJ,2,Parsippany-Troy Hills RACES,9,1,G,0,8,177,185,850,NA,NA
K2PUT,NA,1868,3A,ENY,2,Putnam Em. Amateur Repeater League,32,3,G,38,0,233,271,1250,NA,NA
K2QB,NA,746,1D,WNY,2,NA,1,1,C,174,0,0,174,50,NA,NA
K2QS (+N2SKP),N2SKP,1401,5A,ENY,2,QSY Soc.,23,5,B,51,0,21,72,1155,NA,NA
K2RET,NA,730,2D,SNJ,2,Old Barney ARC,1,2,C,69,88,26,183,50,NA,NA
K2S,NA,888,2A,ENY,2,Sullivan Co. NY ARES,6,2,B,0,3,163,166,550,Y,NA
K2SD,NA,360,1AC,NC,2,Watauga ARC,3,1,C,52,0,1,53,150,NA,NA
K2SRV,NA,388,1A,WNY,2,Community ARC,5,1,B,0,0,19,19,350,NA,NA
K2TD,NA,904,3A,SNJ,2,Burlington Co. RC,15,3,G,0,0,17,17,870,NA,NA
K2TF,NA,938,1D,SNJ,2,NA,1,1,C,222,0,0,222,50,NA,NA
K2TNO,NA,1638,1E,NC,2,Pamlico ARS,1,1,B,347,0,0,347,250,NA,NA
K2TO,NA,1002,1F,NNJ,2,Montvale OEM,4,1,C,146,0,34,180,350,NA,NA
K2TWI,NA,410,1D,NNJ,2,Montvale OEM,1,1,C,90,0,0,90,50,NA,NA
K2VN,NA,3546,3A,NLI,2,Nassau ARC,41,3,G,406,110,166,682,1150,NA,NA
K2WJS,NA,160,1D,OH,2,NOARS/LCARA,1,1,C,0,0,55,55,50,NA,NA
K2WK,NA,2946,1D,VA,2,Potomac Valley RC,1,1,C,724,0,0,724,50,NA,NA
K2YNT,NA,824,2A,NNJ,2,Metuchen RC,9,2,G,114,0,159,273,50,NA,NA
K2ZR,NA,3150,1D,WNY,2,Niagara Frontier Radiosport,1,1,C,775,0,0,775,50,NA,NA
K2ZV,NA,2860,2F,NNJ,2,Carteret Volunteers ARC,7,2,C,3,270,609,882,550,NA,NA
K3ABE,NA,874,1D,NFL,2,Citrus Co. ARC,1,1,C,0,206,0,206,50,NA,NA
K3ACS,NA,1440,2F,WPA,2,ARL of Lawrence Co.,12,2,C,174,11,175,360,350,NA,NA
K3AE,NA,2370,4A,EPA,2,Southern PA Comm. Grp.,25,4,G,0,143,334,477,1130,NA,NA
K3ALE,NA,760,1AB,WPA,5,SPARGE,6,1,B,2,20,50,72,290,NA,NA
K3ARS,NA,1380,4A,MDC,2,Kent ARS,4,4,G,0,94,77,171,850,NA,NA
K3AU,NA,76,1D,MDC,2,Potomac Valley RC,1,1,C,4,0,5,9,50,NA,NA
K3BUC,NA,200,1D,VA,2,NA,1,1,C,0,0,75,75,50,NA,NA
K3BWA,NA,2710,4A,MDC,2,Bowie Wireless Assn.,12,4,G,30,6,708,744,1150,NA,NA
K3CAL,NA,1506,4A,MDC,2,Calvert ARA,17,4,G,91,56,34,181,850,NA,NA
K3CCR,NA,3316,2E,MDC,2,Collington Community RC,2,2,G,661,0,211,872,250,NA,NA
K3CSF,NA,1494,1E,WPA,2,Castle Shannon VFD ARC,3,1,G,0,272,3,275,400,NA,NA
K3CSG (+W3W),W3W,2582,2A,EPA,2,Scranton-Pocono AR Klub,9,2,G,0,0,251,251,2080,NA,NA
K3CTN,NA,418,1D,OH,2,CRES ARC,1,1,C,92,0,0,92,50,NA,NA
K3CUJ,NA,1746,2A,MDC,2,Columbia (MD) ARA,44,2,B,0,47,264,311,1030,NA,NA
K3DI,NA,690,1B1,DE,2,NA,1,1,B,0,55,10,65,450,NA,NA
K3DN (+K3KH),K3KH,2669,4A,EPA,2,Warminster ARC,30,4,G,207,0,353,560,1135,NA,NA
K3DNA,NA,950,2A,WPA,2,Juniata Valley ARC,17,2,G,0,26,138,164,570,NA,NA
K3DQB,NA,1650,1D,EPA,2,Adams Co. ARS,1,1,C,400,0,0,400,50,NA,NA
K3EMD,NA,2438,3A,MDC,2,Easton ARS,12,3,G,177,67,106,350,1250,NA,NA
K3ERM (+KC3MBE),KC3MBE,1525,3A,MDC,2,Frederick ARC,15,3,B,116,2,94,212,865,NA,NA
K3F,NA,2234,2A,DE,2,First State ARC,12,2,G,74,364,16,454,450,NA,NA
K3FH,NA,1010,1E,WPA,2,Tennessee Contest Grp.,1,1,B,215,0,0,215,150,NA,NA
K3FI,NA,1838,1D,EPA,2,Holmesburg ARC,1,1,C,447,0,0,447,50,NA,NA
K3FKW,NA,396,1D,EPA,2,Penn Wireless Assn.,1,1,C,0,56,11,67,150,NA,NA
K3FMQ,NA,322,1B1,EPA,2,Warminster ARC,1,1,B,18,0,0,18,250,NA,NA
K3GHH,NA,0,1D,MDC,0,Potomac Valley RC,1,1,C,250,0,0,250,0,Y,NA
K3GMQ,NA,202,1D,EPA,2,Warminster ARC,1,1,C,0,38,0,38,50,NA,NA
K3GWK,NA,442,1D,GA,2,ARC of Butts Co.,1,1,C,0,0,196,196,50,NA,NA
K3GX,NA,660,1B1B,EB,5,NA,1,1,B,41,0,0,41,250,NA,NA
K3HH,NA,328,1D,ME,2,NA,1,1,C,68,0,3,71,50,NA,NA
K3HKI,NA,2370,3A,MDC,2,St. Mary's Co. ARA,16,3,B,57,3,440,500,1250,NA,NA
K3HOC,NA,828,1E,WPA,2,NA,1,1,S,0,69,201,270,150,NA,NA
K3HW,NA,1538,1E,EPA,2,NA,3,1,G,281,6,0,287,390,Y,NA
K3IEC (+AF3I),AF3I,2446,3AC,EPA,2,Cumberland ARC,23,3,C,212,5,204,421,1170,NA,NA
K3II (+K3CT),NA,4150,1B1,EPA,2,NA,1,1,G,1000,0,0,1000,150,NA,NA
K3IR,NA,1226,3A,EPA,2,Southern PA ARC,10,3,G,62,36,132,230,570,NA,NA
K3JSJ,NA,146,1D,MDC,2,Bowie Wireless Assn.,1,1,C,12,12,0,24,50,NA,NA
K3JT,NA,1466,1D,WV,2,CW Operators' Club,1,1,C,354,0,0,354,50,NA,NA
K3KEK,NA,1820,1E,STX,2,NA,1,1,B,0,416,3,419,150,NA,NA
K3LBD,NA,172,1D,CT,2,Generations ARC,1,1,C,0,0,61,61,50,NA,NA
K3LNZ,NA,1594,3A,MDC,2,Garrett Co. ARES,3,3,G,68,0,136,204,1050,NA,NA
K3LUE,NA,184,1D,NFL,2,NA,1,1,C,0,0,67,67,50,NA,NA
K3LV,NA,920,3A,EPA,2,Lebanon Valley Soc. of Radio Amateurs,10,3,G,27,45,41,113,550,NA,NA
K3MD,NA,462,1D,EPA,2,NA,1,1,C,99,4,0,103,50,Y,NA
K3MJW,NA,7456,4E,WPA,2,Skyview Radio Soc.,17,4,G,1280,0,893,2173,550,NA,NA
K3MN (+W3AWA),W3AWA,1402,6A,EPA,2,Marple Newtown ARC/Mobile Sixers RC,15,6,G,0,0,126,126,1150,NA,NA
K3NEM,NA,4200,2A,MDC,2,National Electronics Museum ARC,7,2,G,649,94,229,972,770,NA,NA
K3NQT,NA,1480,5F,WPA,2,BCARS,10,5,C,86,120,28,234,600,NA,NA
K3NS,NA,746,1E,MDC,2,NA,1,1,B,0,124,0,124,250,NA,NA
K3ODX,NA,1776,2A,EPA,2,Independent Radio Crew,3,2,S,139,81,123,343,650,NA,NA
K3PAX,NA,3378,3E,MDC,2,Potomac Valley RC,7,3,G,421,93,436,950,450,NA,NA
K3PNW,NA,282,1D,WWA,2,NA,1,1,C,0,0,66,66,150,NA,NA
K3PSG,NA,2148,5A,WPA,2,Butler Co. AR Public Srvc. Grp.,30,5,G,0,66,267,333,1350,NA,NA
K3Q (+W3FRB),W3FRB,2546,4AC,EPA,2,Education Alliance for AR,8,4,C,34,333,204,571,670,NA,NA
K3QAC,NA,1724,5A,MDC,2,Queen Anne's ARC,5,5,G,29,100,29,158,1150,NA,NA
K3QDA,NA,48,1D,EPA,2,NA,1,1,C,12,0,0,12,0,NA,NA
K3QP,NA,1418,1D,WPA,2,Nittany ARC,1,1,C,342,0,0,342,50,NA,NA
K3QY,NA,1682,4AC,WPA,2,Ft. Armstrong Wireless Assn.,10,4,C,0,171,254,425,490,NA,NA
K3RSS,NA,96,1D,MDC,2,NA,1,1,C,0,0,23,23,50,NA,NA
K3SMT (+KR3L),KR3L,3692,5A,WPA,2,Somerset Co. ARC,23,5,G,257,95,297,649,1690,NA,NA
K3SNO,NA,318,1D,EPA,2,NA,1,1,C,0,0,134,134,50,NA,NA
K3SRZ,NA,738,3E,EPA,2,Perry Co. ARC,13,3,B,0,0,194,194,350,NA,NA
K3TN,NA,1294,1E,MDC,2,Potomac Valley RC,1,1,G,251,0,20,271,250,NA,NA
K3TXT,NA,262,1D,MDC,2,NA,1,1,C,0,53,0,53,50,NA,NA
K3UA,NA,682,1E,WPA,2,NA,1,1,G,0,158,0,158,50,NA,NA
K3UK,NA,898,1D,WNY,2,NA,1,1,C,212,0,0,212,50,NA,NA
K3URT,NA,1134,1E,EPA,2,Harrisburg Radio Amateurs Club,1,1,B,13,107,77,197,500,NA,NA
K3UWY (+K9HXO),NA,514,1B2,WCF,2,NA,2,1,B,81,0,20,101,150,NA,NA
K3WEB,NA,2452,4E,EPA,2,Masonic Village ARC,11,4,G,265,24,98,387,1100,NA,NA
K3WJV,NA,3854,3A,DE,2,Delaware Repeater Assn.,12,3,G,660,136,110,906,450,NA,NA
