call_does_not_include_checklogs,gota_call,club_name,section,number_of_transmitters,category,power_source,final_score,total_qsos,total_cw_qs_os,total_digital_qs_os,total_phone_qs_os,power_multiplier,bonus_points,number_of_participants
N3KBF,NA,NA,MDC,1,D,C,202,152,0,0,152,1,50,1
N3KN,NA,NA,VA,1,D,C,174,65,44,15,6,1,50,1
N3MK,NA,NA,VA,1,E,O,398,100,74,0,26,2,50,1
N3MLB,NA,NA,EPA,1,B1B,B,1490,134,134,0,0,5,150,1
N3MWQ,NA,NA,DE,1,D,C,282,116,0,0,116,2,50,1
N3NIA,NA,Elk Co ARA,WPA,5,A,G,1814,322,0,0,322,2,1170,18
N3NZ,W3AWA,Marple Newtown ARC & Mobile Sixers RC,EPA,8,A,G,4882,1303,273,0,1030,2,1730,37
N3OFR,NA,NA,EPA,1,B2B,B,570,44,0,0,44,5,350,2
N3ORX,NA,NA,TN,2,E,G,596,112,0,61,51,2,250,2
N3PKC,NA,NA,EPA,1,B2,G,466,158,0,0,158,2,150,2
N3RAY,NA,NA,EPA,1,E,O,626,153,0,0,153,2,320,2
N3RC,NA,NA,SF,1,E,G,518,135,99,0,36,2,50,1
N3RN,NA,NA,EPA,1,B1B,B,1810,156,156,0,0,5,250,1
N3SH,NA,Wireless Assn of South Hills,WPA,1,A,G,762,122,107,2,13,2,300,3
N3SRC,W3GAA,Susquehanna Co ARC,EPA,5,A,G,3486,833,171,64,598,2,1350,15
N3TWT,NA,South Mountain Radio Amateurs,EPA,5,F,C,4744,1141,566,150,425,2,1030,67
N3UA,NA,NA,VA,1,D,C,260,130,130,0,0,1,0,1
N3VZ,NA,Victor Zulu Field Day Group,EPA,2,A,G,7252,2139,1012,0,1127,2,950,6
N3YPJ,NA,NA,MDC,1,E,G,582,216,0,0,216,2,150,1
N3ZP,NA,NA,EPA,1,B1,G,708,140,139,0,1,2,150,1
N4A,NA,NA,NFL,4,E,G,3074,752,510,0,242,2,550,9
N4AW,N4SBA,Anderson RC,SC,2,A,G,4714,1168,554,0,614,2,1270,48
N4B,NA,RAC of Knoxville + Middle East TN Em Radio Svc,TN,4,A,G,2580,434,201,80,153,2,1150,105
N4BFR,NA,NA,GA,1,E,B,168,59,0,0,59,2,50,1
N4BP,NA,NA,SFL,1,D,C,5402,1313,1313,0,0,2,150,1
N4BRC,NA,Bald Rock ARC,AL,2,AC,C,636,43,0,0,43,2,550,17
N4BRF,NA,NA,SFL,3,E,G,4524,1024,853,60,111,2,650,18
N4BYY,NA,NA,NC,1,E,G,198,37,0,37,0,2,50,1
N4CCJ,NA,NA,KY,1,D,C,154,77,0,0,77,2,0,1
N4CF,NA,NA,VA,1,D,C,1290,344,276,0,68,2,50,1
N4CIT,NA,Citadel Bulldog ARC,SC,1,A,B,368,9,0,0,9,2,350,3
N4CKV,NA,NA,TN,1,E,G,450,173,0,2,171,2,100,1
N4CVG,NA,Ruckerville Amateur Transmitting Society,KY,3,A,G,2392,500,250,121,129,2,650,21
N4CW,NA,NA,NC,1,C,B,1702,413,413,0,0,2,50,1
N4CWZ,NA,Belews Cove Minions,NC,1,A,G,3082,963,503,0,460,2,150,3
N4DAB,KM4SBQ,Daytona Beach CERT AR Team,NFL,3,F,C,2664,380,221,106,53,2,1250,13
N4E,W4BS,Nashoba ARC / Delta ARC / MARA / TriState RA,TN,5,A,G,4354,1279,166,57,1056,2,1350,120
N4EAR,K8ONV,Englewood ARS,WCF,3,A,G,1612,158,73,0,85,2,1150,15
N4EDI,NA,NA,VA,1,D,C,30,15,0,0,15,2,0,1
N4EE,NA,Trident ARC,SC,2,A,G,3840,870,625,0,245,2,850,17
N4EH,W1MNW,Lake Monroe ARC,NFL,5,A,G,6588,1743,564,62,1117,2,1850,52
N4EK,NA,Sun Country ARS,NFL,5,A,B,2678,518,256,40,222,2,1050,16
N4ERD,NA,NA,VA,1,E,G,196,23,0,0,23,2,150,1
N4FR,W4SQD,Williamson Co TN ARES,TN,5,F,B,12870,1330,830,104,396,5,1550,75
N4FRC,W1DOH,Friendship ARC,NFL,2,A,G,1918,169,88,27,54,2,1350,18
N4GAS,N4GAS,Gaston Co ARS,NC,3,A,G,2030,389,32,109,248,2,970,32
N4GG,NA,NA,GA,1,D,C,719,370,299,0,71,1,50,1
N4GSM,NA,Smokey Mountains AR Team,NC,1,A,G,286,68,0,0,68,2,150,6
N4IQ,NA,NA,SC,2,B2,B,3088,764,605,0,159,2,350,2
N4IV,NA,Rockingham Co ARC,NC,2,F,G,1344,303,194,0,109,2,350,9
N4IX,NA,NA,GA,1,B1B,B,110,12,0,0,12,5,50,1
N4J,NA,West Palm Beach ARG,SFL,3,A,G,1452,192,0,9,183,2,1050,41
N4K,NA,Blue Avalanche Communication Group,VA,2,A,G,3972,1211,625,0,586,2,300,6
N4LNR,NA,Lenoir ARC/Caldwell ARES,NC,2,A,G,2922,779,157,0,622,2,1050,13
N4MAW,NA,NA,TN,1,D,C,113,36,0,27,9,1,50,1
N4MI,N4HOK,Goochland AR Team & Henrico AR Response Team,VA,2,A,G,2648,659,120,0,539,2,1090,34
N4MJM,NA,NA,VA,1,D,C,162,53,0,3,50,2,50,1
N4MRS,N5INV,Marshall Co ARS,TN,3,A,G,2866,583,260,0,323,2,1180,16
N4MUH,NA,NA,NFL,1,E,G,488,100,94,0,6,2,100,1
N4N,NA,N4N Field Day Group,GA,6,AB,B,8190,816,298,226,292,5,1490,14
N4NC,NA,Cary ARC,NC,3,A,G,590,248,22,0,226,2,50,6
N4NE,NA,Sawnee Araiaton,GA,2,AC,C,1642,545,181,0,364,2,190,35
N4NED,NA,NA,SJV,1,B1,B,70,10,0,0,10,2,50,1
N4NRV,NA,NA,VA,3,A,G,2390,816,4,0,812,2,750,28
N4NVG,NA,NA,VA,1,E,B,526,188,0,0,188,2,150,1
N4O,NF4GA,North Fulton ARL,GA,3,A,G,11946,3641,1397,0,2244,2,1870,204
N4PN,NA,NA,GA,1,E,B,2256,669,384,0,285,2,150,1
N4PRS,AI4WL,Pamlico ARS,NC,2,F,C,1154,108,19,0,89,2,900,16
N4QET,NA,Bartow Co ARES,GA,1,A,G,1420,435,0,0,435,2,550,8
N4QM,NA,NA,NC,1,D,C,1226,269,269,0,0,2,150,1
N4SER,NA,Sarasota Emergency RC,WCF,4,F,C,2814,351,213,68,70,2,1550,29
N4SEV,NA,Limestone ARES,AL,2,A,G,1546,374,0,74,300,2,650,15
N4SWC,W4DBI,South Wake ARC,NC,6,A,G,1836,453,0,0,453,2,930,73
N4THM,W4PO,Turkey Heaven Mtn Repeater Assn,AL,2,F,C,3310,648,215,37,396,2,1510,15
N4TP,NA,Tampa ARC,WCF,2,A,G,10086,2787,1581,0,1206,2,1350,45
N4TUN,NA,Cullman ARC,AL,2,A,G,988,229,90,0,139,2,350,25
N4UF,NA,NA,NFL,1,B1,G,2202,614,412,0,202,2,150,1
N4UH,NA,Rowan ARS,NC,3,A,G,6590,1555,1001,214,340,2,1050,15
N4USS,NA,NA,VA,1,B1,G,634,192,0,0,192,2,250,1
N4WQH,NA,NA,VA,1,D,C,92,42,0,0,42,1,50,1
N4Y,NA,NA,NFL,1,B2,B,1358,136,118,0,18,2,850,2
N4YCI,NA,NA,GA,1,D,C,344,90,82,0,8,2,0,1
N4YHC,NA,NA,KY,1,D,C,94,22,0,0,22,2,50,1
N4ZAK,NA,NA,NC,1,B2B,B,625,75,0,0,75,5,250,2
N5A,NA,NAQCC Central Texas Chapter,STX,2,A,G,2076,445,368,0,77,2,450,6
N5AJD,NA,NA,NTX,1,D,C,64,7,0,0,7,2,50,1
N5AT,NA,Arkansas Radio Emergency Services Club,AR,3,A,G,2094,261,76,0,185,2,1420,43
N5BTC,WB5PG,Big Thicket ARC,STX,2,AC,C,948,274,75,0,199,2,250,7
N5CRP,NA,South Texas ARC,STX,3,A,G,1938,275,0,69,206,2,1250,30
N5CST,N5CST,Leflore Co Comms Support Team,OK,2,A,G,2848,454,415,0,39,2,1110,12
N5EOC,NA,NE Tarrant Co ARC,NTX,2,F,C,944,206,91,40,75,2,270,25
N5HR,WØHIP,Hill Country ARC,STX,5,A,G,4246,923,488,137,298,2,1150,25
N5HSI,NA,NA,MI,1,D,C,80,10,5,0,5,2,50,1
N5I,KC5ZJY,Central Louisiana ARC,LA,3,A,G,3474,692,344,16,332,2,1370,50
N5II,NA,Springhill ARC,LA,2,A,G,1196,428,145,0,283,2,50,10
N5KWN,NA,NA,STX,1,D,C,2646,649,619,30,0,2,50,1
N5LEA,NA,Lea Co ARG,NM,5,AC,C,170,60,0,0,60,2,50,8
N5MTA,NA,NA,STX,1,D,C,166,96,0,0,96,1,70,4
N5N,NA,North Arkansas ARS,AR,3,A,G,2682,673,643,0,30,2,50,20
N5NOM,NA,FBOM International,SV,1,A,G,2130,1459,321,0,1138,1,350,15
N5NYB,NA,NA,STX,1,B1B,B,370,44,0,0,44,5,150,1
N5OAK,NA,Oak Hill ARC,STX,7,A,B,1584,375,52,15,308,2,700,20
N5OE,NA,NA,NTX,1,D,C,1926,466,462,0,4,2,70,2
N5OEQ,NA,NA,LA,1,E,B,160,5,0,0,5,2,150,1
N5OF,NA,NA,NTX,1,D,C,176,63,0,0,63,2,50,1
N5OFW,NA,NA,NTX,1,D,C,26,13,0,0,13,2,0,1
N5PC,NA,Kay Co ARC,OK,2,A,B,796,103,10,0,93,2,570,23
N5SLY,NA,NA,NTX,1,D,C,594,136,0,136,0,2,50,1
N5TMT,NA,Mesilla Valley RC,NM,2,A,G,750,25,0,0,25,2,700,6
N5TT,N5TW,Williamson Co ARC,STX,2,A,G,7022,1742,994,0,748,2,1550,109
N5VU,NA,NA,LA,1,D,C,132,66,66,0,0,1,0,1
N5WF,NA,Witchita ARS,NTX,3,A,G,1490,330,165,0,165,2,500,19
N5YM,NA,NA,IL,1,B1C,C,100,25,0,0,25,2,50,1
N6A,NA,NA,SV,2,E,B,882,170,0,46,124,2,450,3
N6ACS,NA,LAFD Aux Comms Service,LAX,2,F,C,1962,525,227,4,294,2,450,9
N6BSC,NA,NA,ORG,1,B1B,B,465,12,0,11,1,5,350,1
N6CAM,NA,NA,ORG,1,E,B,302,16,0,0,16,2,270,1
N6ENO,NA,NA,EB,1,D,C,64,7,0,0,7,2,50,1
N6ER,NA,NA,ORG,1,D,C,852,567,235,0,332,1,50,1
N6FQ,NA,Fallbrook ARC,SDG,3,A,G,1660,394,11,0,383,2,850,50
N6FRG,AE6LA,Calaveras ARS,SJV,3,A,B,1580,183,0,32,151,2,1150,9
N6GA,NA,Zuni Loop Mountain Expeditionary Force,LAX,5,AB,B,9600,903,824,3,76,5,950,7
N6H,NA,USS Hornet ARC,EB,2,A,G,822,179,57,0,122,2,350,5
N6HC,W6SQC,ABCD Group,LAX,6,A,G,15466,4626,2092,0,2534,2,2030,12
N6HCN,NA,NA,ORG,1,E,B,520,27,27,0,0,5,250,1
N6IC,NA,NA,LAX,1,D,C,212,53,53,0,0,2,0,1
N6IPD,WB6CJH,Irvine Disaster EmComm,ORG,2,A,G,2674,645,97,0,548,2,1190,36
N6IV,NA,NA,SJV,1,B2,G,422,108,78,0,30,2,50,2
N6KRV,NA,Sequoia ARG),SJV,4,A,G,794,72,0,0,72,2,650,6
N6L,NA,Laguna Beach EmComm Team3,ORG,2,A,B,940,45,0,0,45,2,850,30
N6N,NA,Point Loma ARC,SDG,2,F,C,5534,1466,976,0,490,2,650,8
N6NA,KD6RM,River City AR Comms Soc,SV,3,A,B,2184,567,0,0,567,2,1050,22
N6PN,NA,NA,EB,1,D,C,1290,310,310,0,0,2,50,1
N6PWY,N6WST,PARS,SDG,2,A,G,3060,543,262,0,281,2,1450,33
N6R,NA,VCARC / SSARC / SCCC,SB,7,A,G,6890,2038,612,0,1426,2,1590,33
N6RAE,NA,NA,ORG,2,B2,B,520,35,0,0,35,2,450,2
N6ROR,NA,Ramona Outback ARS,SDG,3,A,B,1260,102,3,0,99,2,1050,49
N6SD,N6WB,Escondido ARS,SDG,2,A,G,3930,960,280,0,680,2,1450,75
N6SJV,NA,Lodi ARC,SJV,7,A,G,1926,294,134,0,160,2,1070,43
N6SSF,NA,South San Francisco CERT,SCV,3,F,C,954,252,0,0,252,2,450,15
N6VNO,NA,NA,SCV,1,B1B,B,1000,90,90,0,0,5,100,1
N6VSS,NA,The Breakfast  Club,EB,1,A,G,2605,1738,517,0,1221,1,350,4
N6WS,NA,NA,SB,1,D,C,298,62,0,62,0,2,50,1
N7A,NA,Amargosa ARC,NV,1,F,C,1464,159,46,2,111,2,1050,4
N7CFO,NA,NA,WWA,1,B1,G,232,66,0,0,66,2,100,1
N7DB,NA,NA,OR,1,E,G,590,159,61,0,98,2,150,1
N7DLV,NA,NA,WWA,1,B1,B,952,151,0,0,151,2,650,1
N7DS,NA,NA,OR,2,B2C,C,1478,378,336,0,42,2,50,2
N7DXT,NA,BARC,MT,2,A,G,7312,2249,1282,0,967,2,250,7
N7EI,NA,Columbia ARA,OR,2,AC,C,456,203,0,0,203,2,50,14
N7ESU,NA,NA,ID,1,D,C,882,212,0,204,8,2,50,1
N7GDE,NA,Radio Amateurs of Skagit Co,WWA,3,A,B,2230,260,200,0,60,2,1310,24
N7IG,NA,West Sound ARC,WWA,2,A,B,2188,330,201,18,111,2,1090,25
N7JN,NA,San Juan Co ARS,WWA,2,A,G,678,112,0,2,110,2,450,7
N7KE,KZ1W,NA,WWA,2,A,G,4414,1203,559,0,644,2,890,39
N7LE,N7XU,Central OR DX Club,OR,2,A,G,5114,1209,870,23,316,2,910,14
N7NB,NA,NA,WWA,1,E,B,1280,105,101,0,4,5,250,1
N7OBI,NA,NA,WWA,1,D,C,10,5,0,0,5,2,0,1
N7OY,NA,Lincoln Co ARC,OR,3,A,G,1480,184,18,13,153,2,1050,13
N7P,NA,The Northern Nevada Preppers Group,NV,5,A,B,1026,66,0,12,54,2,870,14
N7PIR,NA,Portland Internet Radio Group,OR,2,A,G,1288,469,0,0,469,2,350,6
N7PR,NA,NA,SV,1,E,G,142,31,15,0,16,2,50,2
N7Q,AC7FF,Queen Creek ARC,AZ,3,A,B,3920,1213,2,0,1211,2,1490,25
N7QNM,NA,NA,EWA,1,E,G,110,30,0,0,30,2,50,1
N7QS,NA,NA,WWA,1,B2B,B,840,47,47,0,0,5,370,2
N7RD,NA,NA,AZ,1,D,C,366,158,158,0,0,1,50,1
N7RIG,NA,NA,WWA,3,D,C,326,117,21,0,96,2,50,11
N7SHG,NA,NA,OR,1,B1B,B,285,7,0,0,7,5,250,1
N7SK,AF7VT,Mason Co ARC,WWA,3,A,G,1230,70,0,0,70,2,1090,21
N7SYD,NA,NA,WWA,1,D,C,146,23,0,0,23,2,100,1
N7TES,NA,NA,WWA,1,D,C,278,60,38,16,6,2,50,1
N7U,NA,Rainbow Canyons ARC,UT,5,A,G,3452,637,558,6,73,2,1050,75
N7UK,NA,Camano Commandos,WWA,2,A,G,1264,302,126,19,157,2,370,6
N7US,NA,NA,IL,1,D,C,582,108,0,108,0,2,150,1
N7UVH,NA,NA,ID,1,D,C,894,211,0,211,0,2,50,1
N7V,KB7YUZ,Hams on the Hill,NV,6,A,B,3128,483,169,2,312,2,1820,168
N7VM,NA,NA,SDG,1,E,B,652,161,90,0,71,2,150,2
N7VS,NA,NA,OR,1,B1B,B,350,27,23,0,4,5,100,1
N7WRO,NA,NA,WWA,1,E,G,184,17,0,0,17,2,150,1
N7WY,NA,NA,WY,1,B1,B,1780,451,388,26,37,2,50,1
N7XJ,NA,NA,UT,1,D,C,1122,268,268,0,0,2,50,1
N8A,NA,Ohio Valley Experimenters Club,OH,3,AB,B,3745,362,189,0,173,5,990,15
N8ARA,N8KBR,Newark ARA,OH,3,A,G,1564,252,5,0,247,2,1050,31
N8ARG,N8TCP,Splinter Group ARC,OH,3,A,G,3604,757,461,179,117,2,810,8
N8BC,NA,Lake Co ARA,OH,6,A,G,11720,3311,1579,100,1632,2,1740,25
N8BV,NA,NA,OH,1,E,G,506,228,0,0,228,2,50,1
N8D,NA,Elder Council K-of-C and HCARPSC,OH,3,A,G,1470,107,51,2,54,2,1150,10
N8DNZ,NA,NA,AL,2,C,B,390,8,0,0,8,5,350,1
N8EA,NA,NA,MI,1,E,B,3480,343,343,0,0,5,50,1
N8FTJ,NA,NA,OH,1,D,C,262,262,0,0,262,1,0,1
N8GU/VE1,NA,NA,MAR,1,C,B,220,45,35,5,5,2,50,1
N8HM,NA,NA,MDC,1,B1,B,192,21,0,0,21,2,150,1
N8IVE,NA,Morocco Mole Contest Club,OH,3,A,G,1370,379,0,31,348,2,550,5
N8IW,NA,Wayne ARC,OH,2,A,G,3554,957,695,0,262,2,250,7
N8JAX,NA,NA,WCF,1,B1,B,208,79,0,0,79,2,50,1
N8JIW,NA,NA,OH,1,B1,G,692,214,32,0,182,2,200,1
N8KD,NA,NA,MI,1,B1C,C,2330,545,545,0,0,2,150,1
N8LC,NA,L'anse Creuse ARC,MI,3,A,G,4124,1229,548,10,671,2,550,14
N8OQ,NA,NA,VA,1,E,B,920,134,0,0,134,5,250,1
N8OVI,NA,Novi ARC,MI,1,A,G,674,115,47,0,68,2,350,3
N8PJ,NA,NA,OH,1,B2,G,860,305,0,0,305,2,250,2
N8PVL,NA,NA,MI,1,E,B,442,196,0,0,196,2,50,1
N8PW,NA,NA,OH,1,B2B,B,5730,548,548,0,0,5,250,2
N8Q,NA,Cincinnati QRP,OH,2,AB,B,2355,206,88,3,115,5,870,12
N8QA,NA,Portsmouth RC,OH,2,A,G,1271,621,0,0,621,1,650,8
N8SE,NA,Metro Detroit SATERN,MI,5,F,C,332,71,0,20,51,2,150,6
N8SK,NA,NA,NFL,1,D,C,80,15,0,0,15,2,50,1
N8SL,K8ERS,South Lyon Area ARC,MI,3,A,G,5826,1825,423,120,1282,2,1090,30
N8T,W8ANT,Blue Ridge Field Day Assn,WV,2,A,G,3106,1146,62,0,1084,2,690,12
N8TD,NA,NA,OH,1,B1B,B,2030,168,168,0,0,5,350,1
N8TFD,NA,NA,OH,1,C,B,524,151,86,0,65,2,50,1
N8XI,NA,NA,MI,1,D,C,20,10,0,0,10,2,0,1
N8YRE,NA,NA,OH,1,E,B,52,1,0,0,1,2,50,1
N9AU,NA,MM Expeditionary Force,WI,2,A,G,9106,2297,1731,0,566,2,1050,7
N9AW,NA,W/K ARC of Greater Milwaukee,WI,2,A,G,6662,1658,968,30,660,2,1350,15
N9BD,NA,Yuba - Sutter ARC,SV,3,A,G,1486,257,51,0,206,2,870,7
N9BT,NA,NA,IL,1,E,B,780,63,63,0,0,5,150,1
N9CC,NA,NA,MI,1,D,C,880,226,189,0,37,2,50,2
N9CHA,NA,NA,WI,2,E,G,1996,523,250,0,273,2,450,3
N9DFD,NA,NA,GA,1,D,C,833,783,0,0,783,1,50,1
N9EP,NA,N9EP Repeater Group,IL,1,A,G,4072,1094,819,48,227,2,150,6
N9EZ (+N9KS),NA,NA,WI,2,B2,G,2500,628,522,0,106,2,200,2
N9FJ,NA,NA,WI,1,B1B,B,1430,128,128,0,0,5,150,1
N9GH,NA,NA,IL,1,C,G,222,73,13,0,60,2,50,1
N9GTC,NA,Gateway Technical College ARC,WI,3,A,G,1664,231,36,0,195,2,1130,14
N9HC,WA9YI,NA,IN,4,A,G,2918,847,0,27,820,2,1170,70
N9IGP,NA,NA,IL,1,B1C,C,130,40,0,0,40,2,50,1
N9JF/VY1,NA,NA,NWT,1,D,C,256,55,48,0,7,2,50,1
N9MS,NA,Low Flying Objects Radio Group,WI,1,AB,B,1290,159,71,8,80,5,100,7
N9MVO,NA,NA,IL,1,B1B,B,485,37,30,0,7,5,150,1
N9MXI,NA,NA,GA,1,D,C,936,443,0,0,443,2,50,1
N9NAQ,NA,NA,IL,2,E,G,383,283,0,0,283,1,100,5
N9NAU,NA,Dubois Co ARC,IN,4,A,G,1588,241,0,28,213,2,1050,30
N9NM,NA,NA,STX,1,D,C,1302,313,313,0,0,2,50,1
N9NS,W9RCA,Indianapolis RC,IN,3,A,G,11040,3344,1377,4,1963,2,1590,48
N9OF,NA,NA,STX,1,D,C,1230,295,295,0,0,2,50,1
N9OHW,NA,NA,VA,1,B2B,B,225,18,13,0,5,5,70,2
N9QID,NA,NA,MI,2,D,C,204,67,0,0,67,2,70,4
N9RJV,K9KQX,Schaumburg ARC,IL,2,A,G,2890,607,381,172,54,2,570,35
N9USA,NA,NA,IL,1,D,C,648,648,0,0,648,1,0,1
N9VI,N9BCP,N9VI Kendallville Contesters / 21 Repeater Group,IN,2,A,G,2976,866,12,0,854,2,1220,50
N9XAU,NA,NA,IN,1,E,B,510,26,26,0,0,5,250,1
N9ZG,NA,NA,SC,1,E,G,400,110,0,0,110,2,180,2
N9ZI,NA,NA,IN,1,E,B,3110,296,296,0,0,5,150,1
N9ZWY,NA,NA,WI,2,D,C,766,236,0,122,114,2,50,4
NA1CN,NA,NA,RI,1,B1B,B,175,5,0,0,5,5,150,1
NA1GB,NA,NA,EMA,1,C,B,436,86,57,0,29,2,150,2
NA1RA,NA,Northville ARA,CT,2,F,C,488,119,0,0,119,2,250,16
NA1RC,NA,Natchaug ARC,CT,2,A,G,630,90,0,0,90,2,450,12
NA1RL,NA,Newington ARL,CT,2,A,G,1652,300,101,0,199,2,850,12
NA3DX,AB3RY,Explorers RC,MDC,2,AB,B,9615,895,793,1,101,5,1170,15
NA4CC,NA,Cleveland Co ARS,NC,1,AC,C,864,357,0,0,357,2,150,12
NA4DC,NA,Davie Cooper city ARC,SFL,2,A,G,1796,277,46,0,231,2,1150,15
NA5NN,NA,NA,MS,2,B2,G,8260,2437,1168,0,1269,2,1050,2
NA9U,N9AFU,NA9U Group,IN,2,A,G,7542,1977,1259,0,718,2,1070,15
NA9VY,NA,NA,IN,1,E,O,504,127,0,0,127,2,250,1
NAØED,NA,NA,CO,1,B1,B,78,14,0,0,14,2,50,1
NAØPW,N1TEW,Pueblo West ARC,CO,2,A,B,2098,310,174,0,136,2,1130,24
NB3T,NA,NA,VA,3,A,B,2316,543,21,109,413,2,970,6
NC4AR,NA,Tri-County ARC,NC,2,AC,C,742,246,0,0,246,2,250,10
NC4CA,NA,North Carolina Four Co ARES,NC,5,F,C,1218,270,32,32,206,2,550,5
NC4MI,NA,NA,NC,1,D,C,314,113,0,19,94,2,50,1
NC4ML,NA,Moore Co ARS,NC,3,A,G,2196,357,0,116,241,2,1250,39
NC4NH,NA,NHC Emergency Prep Group,NC,2,A,B,2118,434,0,0,434,2,1250,51
NC4OC,NA,Onslow ARC,NC,3,A,G,1814,144,0,63,81,2,1400,12
NC4PC,WA3IRG,Hampstead Hams,NC,3,A,G,2922,508,248,155,105,2,1100,65
NC4RT,NA,NA,NC,2,B2B,B,2320,197,197,0,0,5,350,2
NC6B,NA,NA,SB,1,E,G,1251,529,354,118,57,1,250,1
NC6DX,NA,NA,SV,1,E,G,342,77,69,0,8,2,50,2
NC7G,WA7ST,Highline ARC,WWA,2,A,G,2014,301,191,0,110,2,1030,23
NC9A,NB9Q,NA,IN,2,AC,C,1310,310,0,0,310,2,690,9
NC9P,NA,NA,STX,1,D,C,196,37,0,36,1,2,50,2
NCØA,NA,Royal Gorge ARC,CO,2,A,G,1980,390,325,0,65,2,550,11
ND1R,NA,NA,ENY,1,D,C,53,3,0,0,3,1,50,1
ND3R,NA,NA,WPA,1,D,C,224,127,92,5,30,2,0,1
ND9E,NA,NA,IL,1,D,C,488,116,103,0,13,2,50,1
ND9K,NA,NA,IL,1,D,C,75,25,0,0,25,1,50,1
NE3I,NA,NA,EPA,1,E,B,1700,165,105,0,60,5,350,1
NE3MD,NA,Northeast Maryland AR Contest Soc,MDC,2,A,G,6724,2067,770,0,1297,2,1050,22
NE4RD,NA,NA,MT,1,B1B,B,350,20,0,0,20,5,250,1
NE7WY,WY7MAP,North East Wyoming ARA,WY,3,AC,C,1572,303,32,1,270,2,900,10
NF2RS,NA,NA,WNY,1,D,C,2602,1126,1126,0,0,1,350,4
NF3R,NA,NA,EPA,1,D,C,82,82,0,0,82,1,0,1
NF4CQ,KJ4JIG,Columbia ARS,NFL,4,AC,C,822,36,0,0,36,2,750,17
NFØR,NA,St Louis QRP Society,MO,4,AB,B,7025,599,556,0,43,5,1250,20
NFØT,NA,NA,IA,1,D,C,56,3,0,0,3,2,50,1
NG7Z,NA,NA,AZ,1,E,B,728,177,135,27,15,2,50,1
NGØAT,NA,Goat Rodeo RC,CT,2,A,G,972,58,0,3,55,2,850,3
NGØE,NA,NA,OR,1,B1B,B,320,18,16,0,2,5,150,1
NGØR,NA,NA,MN,1,B1B,B,1650,100,100,0,0,5,650,1
NH5HD,NA,Valley HS + High Desert ARC,NM,2,AC,C,1014,82,0,0,82,2,850,25
NH7U,NA,NA,PAC,1,D,C,2,2,0,0,2,1,0,1
NI1X,NA,Whitman ARC,EMA,4,A,G,1812,349,207,0,142,2,700,36
NI2S,NA,NA,NNJ,1,F,C,3440,1195,0,0,1195,2,1050,11
NJ2AR,NA,Jersey Shore ARS,SNJ,4,AC,C,92,46,0,0,46,2,0,20
NJ2BC,NA,Bergen Co Em Mgmt RC,NNJ,2,F,G,844,193,4,0,189,2,450,13
NJ2SP,NA,NA,NNJ,3,AB,B,9225,1079,307,229,543,5,1150,19
NJ6W,NA,NA,EB,1,D,C,110,30,0,0,30,2,50,1
NJ8J,NA,NA,GA,1,D,C,338,97,47,0,50,2,50,1
NJØY,NA,NA,WI,1,B1C,C,66,8,0,0,8,2,50,1
NK5U,NA,NA,STX,1,D,C,94,22,0,0,22,2,50,1
NK9I,NA,NA,AZ,1,B1,G,504,100,43,34,23,2,150,1
NKØE,NA,NA,CO,1,E,B,160,5,0,0,5,2,150,1
NM4SH,NA,NA,VA,1,D,C,550,100,0,100,0,2,150,1
NM5FD,NA,NA,NM,1,A,G,2458,478,106,0,372,2,1290,12
NM6X,NA,Saddleback Contest Group,ORG,1,A,G,1172,905,17,0,888,1,250,3
NM8RC,NA,Top of Michigan ARC,MI,3,F,C,560,48,0,7,41,2,450,25
NM9U,NA,NA,TN,1,E,B,632,85,6,0,79,2,450,7
NN2L,NA,NA,WNY,1,D,C,1422,343,343,0,0,2,50,1
NN4SA,NA,NASA MSFC ARC,AL,2,A,B,1918,302,80,62,160,2,1030,15
NN4VA,NA,Westmoreland ARC,VA,3,A,G,2062,228,137,41,50,2,1250,40
NN7CW,NA,NA,NFL,1,D,C,570,130,130,0,0,2,50,1
NN7NN,NA,NA,SV,1,E,G,484,122,95,0,27,2,50,2
NN7ZZ,NA,NA,UT,1,B1,B,1942,423,423,0,0,2,250,1
NN9L,NA,York Pirates Contest Club,IL,2,A,G,968,197,152,0,45,2,270,5
NO4GA,NA,North Georgia QRP Club,GA,4,AB,B,1525,107,88,0,19,5,550,4
NO5F,NA,NA,AR,1,E,G,368,109,0,0,109,2,150,1
NO5V,NA,NA,STX,1,B1,B,370,60,0,0,60,2,250,1
NO5Y,NA,Montague Co ARC,NTX,5,A,G,1632,196,45,0,151,2,1150,7
NO8I,NA,Huber Heights ARC,OH,2,A,G,504,127,0,0,127,2,250,26
NØA,NA,Plattsmouth ARC,NE,5,A,G,4204,1018,509,0,509,2,1150,30
NØARS,NA,Saint Louis ARES/RACES,MO,3,AC,C,1924,371,29,17,325,2,1090,36
NØAT,KØAUG,Blue Lake Brothers,MN,2,A,G,8704,1876,1741,0,135,2,1470,14
NØCG,NA,NA,CO,1,D,C,1458,353,127,4,222,2,490,10
NØCQC,NA,Colorado QRP Club,CO,3,AB,B,940,50,19,1,30,5,590,15
NØEVH,NA,NA,MO,1,B1B,B,1565,112,111,0,1,5,450,1
NØFH,NA,Estes Valley ARC,CO,1,A,G,1222,71,15,0,56,2,1050,20
NØGB,NA,NA,MO,1,E,G,334,142,0,0,142,2,50,1
