call,gota_call,score,category,section,pwr_mult,club_name,participants,xmtrs,power_source,total_cw_qs_os,total_digital_qs_os,total_phone_qs_os,total_qs_os,bonus_points
AC9TN,NA,344,1D,IL,2,Central Illinois RC,1,1,C,0,0,147,147,50
AC9UV,NA,328,1D,IL,2,York RC,1,1,C,0,48,43,91,50
AC9VM,NA,630,1E,IN,5,Indianapolis RC,1,1,B,0,38,0,38,250
AC9WL,NA,600,1D,WI,2,Ozaukee RC,6,1,C,1,86,1,88,250
AC9WN,NA,482,1D,IL,2,York RC,1,1,C,0,108,0,108,50
AC9XC,NA,254,1B1,IN,2,NA,1,1,G,0,0,2,2,250
AC0KN,NA,70,1D,KS,2,Douglas County ARC,1,1,C,0,0,10,10,50
AC0M,NA,65,1E,CO,5,Parker Radio Assn,1,1,B,0,0,3,3,50
AC0MG,NA,70,1D,CO,2,NA,1,1,C,0,0,10,10,50
AC0PR,NA,1562,1E,UT,2,Dixie ARC,1,1,G,253,0,0,253,550
AC0SR,NA,1160,1E,MO,5,NA,1,1,B,101,0,0,101,150
AC0WI,NA,304,1D,NH,2,Cheshire County DX ARC,1,1,C,0,52,23,75,50
AC0WL,NA,434,1D,MO,1,NA,1,1,C,0,192,0,192,50
AC0WN,NA,1678,1D,OR,2,Central Oregon Coast ARC,1,1,C,0,307,0,307,450
AC0WZ,NA,414,1E,MO,2,NA,1,1,B,0,66,0,66,150
AC0XY,NA,170,1D,IA,2,Iowa City ARC,1,1,C,0,30,0,30,50
AD1T,NA,1950,4A,NH,2,CCDXARC,5,4,G,293,0,164,457,450
AD2EE,NA,108,1D,NLI,2,NA,1,1,C,0,0,29,29,50
AD2P,NA,1752,2B2,NNJ,2,NA,2,2,G,156,18,453,627,150
AD2TM,NA,348,1B1,WNY,2,Chenango Valley ARA,1,1,G,0,25,49,74,150
AD4CJ,NA,2138,1D,TN,2,Williamson County ARES,1,1,C,492,0,10,502,150
AD4ES,NA,4154,1D,SFL,2,Platinum Coast ARS,1,1,C,922,104,0,1026,50
AD4ET,NA,1072,1D,NC,2,Forsyth ARC,2,1,C,0,251,9,260,50
AD4GX,NA,332,1E,NC,2,Raleigh ARS,1,1,G,0,0,41,41,250
AD4JW,NA,132,1D,GA,2,Cherokee Capital ARS,2,1,C,0,0,41,41,50
AD4NR,NA,82,1D,GA,2,Columbus ARC,1,1,C,0,0,16,16,50
AD4OS,NA,254,1D,IA,2,NA,2,1,C,42,0,18,60,50
AD4PM,NA,178,1D,NC,2,NA,1,1,C,32,0,0,32,50
AD4PZ,NA,672,1D,GA,2,Gwinnett ARS,1,1,C,155,0,1,156,50
AD4TJ,NA,1652,1E,VA,2,Valley and Massanutten ARA,1,1,B,183,98,14,295,500
AD4XP,NA,290,1D,TN,2,NA,1,1,C,21,0,78,99,50
AD5CQ,NA,634,1E,STX,2,Johnson Space Center ARC/Clear Lake ARC,1,1,S,121,0,0,121,150
AD5DJ,NA,202,1D,NTX,2,Ellis County ARC,1,1,C,0,0,76,76,50
AD5EN,NA,2485,1B1B,SC,5,Sun City Hilton Head ARC,1,1,B,0,198,11,209,450
AD5JK,NA,1010,1D,OK,2,NA,1,1,C,0,236,8,244,50
AD5L,NA,2520,1E,STX,5,WCARC of TX,1,1,B,1,206,0,207,450
AD5LL,NA,86,2D,AR,2,North Central Arkansas ARC,1,2,C,0,0,18,18,50
AD5MQ,NA,602,1E,CO,2,Big Sandy ARC,1,1,B,0,113,0,113,150
AD5VC,NA,1346,1E,LA,2,ARS at La. State Univ.,1,1,B,281,0,36,317,150
AD5XD,NA,2896,1D,NTX,2,DFW Contest Group,1,1,C,0,80,1213,1293,150
AD5XE,NA,216,1E,NTX,2,NorthEast Tarrant ARC,1,1,B,0,0,33,33,150
AD5XM,NA,114,1D,LA,2,NA,1,1,C,0,0,32,32,50
AD6AF,NA,116,1D,LAX,2,Downey ARC,1,1,C,0,1,31,32,50
AD6CL,NA,1020,1E,SCV,5,West Valley ARA,7,1,B,0,42,2,44,590
AD6CY,NA,94,1D,LAX,2,Santa Clarita ARC,1,1,C,0,11,0,11,50
AD6DM,NA,350,1E,SV,2,NA,1,1,B,25,0,0,25,250
AD6GE,NA,230,1D,ORG,2,NA,1,1,C,0,40,10,50,50
AD6HF,NA,318,1B1C,SJV,1,Sierra ARC of the high Mojove,1,1,C,0,134,0,134,50
AD6IZ,NA,248,1E,LAX,2,Crescenta Valley RC,1,1,B,2,0,45,47,150
AD6JV,NA,222,1D,VA,2,Albemarle ARC,1,1,C,43,0,0,43,50
AD6LS,NA,106,1D,SCV,2,Half Moon Bay ARC,1,1,C,0,0,28,28,50
AD6NR,NA,378,1E,ORG,2,Bishop ARC,1,1,G,0,0,114,114,150
AD6OI,NA,360,1E,ORG,2,South Orange Amateur Radio Assoc.,1,1,S,0,0,55,55,250
AD6SF,NA,226,1D,SB,2,Conejo Valley ARC,1,1,C,0,0,88,88,50
AD6YB,NA,60,1D,SF,2,Sonoma County Radio Amateurs,1,1,C,0,0,5,5,50
AD6ZR,NA,96,1D,UT,2,Utah Valley ARC,1,1,C,0,9,5,14,50
AD7DD,NA,510,1B1,EWA,2,NA,1,1,B,0,40,0,40,350
AD7F,NA,54,1D,WWA,2,Microhams ARC,1,1,C,1,0,0,1,50
AD7I,NA,114,1D,NNJ,2,Garden State ARA,1,1,C,0,16,0,16,50
AD7KG,NA,846,1B1,UT,2,Utah DX Assn,1,1,G,100,74,0,174,150
AD7KI,NA,226,2D,OK,2,NA,2,2,C,0,39,0,39,70
AD7L,NA,898,1D,OR,2,Willamette Valley DX Club,1,1,C,212,0,0,212,50
AD7LL,NA,1358,1D,TN,2,NA,1,1,C,0,302,0,302,150
AD7MC,NA,344,1D,WWA,2,NA,1,1,C,41,1,13,55,150
AD7OG,NA,740,1E,OR,2,Oregon Tualatin Valley ARC,1,1,G,0,146,3,149,150
AD7XG,NA,678,1D,EWA,2,Spokane DX Assn,1,1,C,157,0,0,157,50
AD7XS,NA,206,1D,WWA,2,Auburn Area Emergency Communications Team,1,1,C,0,10,8,18,150
AD8AL,NA,414,1D,OH,2,Madison County (OH) ARC,1,1,C,0,38,106,144,50
AD8CM,NA,352,1E,OH,2,NA,1,1,B,0,0,1,1,350
AD8DM,NA,280,1D,OH,2,Milford ARC,1,1,C,14,0,87,101,50
AD8EP,NA,78,1D,OH,1,Monroe County Radio Communications Assn,1,1,C,0,0,28,28,50
AD8FD,NA,1748,1D,OH,2,West Chester ARA,1,1,C,0,399,1,400,150
AD8FQ,NA,134,1D,OH,2,Portage County Amateur Radio Service,2,1,C,0,0,22,22,90
AD8J,NA,912,1D,NC,1,South East Contest Club,1,1,C,431,0,0,431,50
AD8M,NA,262,1D,MI,2,Hazel Park ARC,1,1,C,0,0,106,106,50
AD8Y,NA,1374,1E,OH,2,Case ARC,2,1,B,224,0,64,288,350
AD9L,W9GRS,1138,1A,IL,2,Iroquois County ARC,6,1,G,0,61,12,73,870
AD9OV,NA,3710,1E,IL,2,Okaw Valley ARC,1,1,G,890,0,0,890,150
AD0AB,NA,306,1D,KS,1,Johnson County Radio Amateurs Club,1,1,C,128,0,0,128,50
AD0B,NA,116,1D,MO,2,NEMO ARC,2,1,C,0,0,33,33,50
AD0DQ,NA,582,1B1,AL,2,Heart of Dixie ARS,1,1,B,0,104,8,112,150
AD0H,NA,750,1D,IA,2,Story County ARC,1,1,C,135,0,80,215,50
AD0IM,NA,646,1E,KS,2,Johnson County Radio Amateurs Club,1,1,B,60,89,0,149,50
AD0IU,NA,142,1D,CO,2,NA,1,1,C,0,23,0,23,50
AD0JA,NA,2162,1B1C,MO,2,Missouri Illinois ARC,1,1,C,0,0,1056,1056,50
AD0KH,NA,360,1E,MO,5,Mid-MO ARC,1,1,B,21,0,0,21,150
AD0L,NA,82,1B1C,SDG,2,Palomar ARC,1,1,C,0,0,16,16,50
AD0LS,NA,78,1D,NE,2,Ak Sar Ben ARC,1,1,C,0,0,14,14,50
AD0MO,NA,110,1D,MO,2,Emergency Communications Assn of St Charles,1,1,C,0,0,30,30,50
AD0P,NA,998,1E,SD,2,Prairie Dog ARC,3,1,G,0,0,364,364,270
AD0RR,NA,176,1D,MO,2,NA,1,1,C,0,0,63,63,50
AD0RW,NA,894,1E,IA,2,NA,1,1,B,156,0,10,166,250
AD0SN,NA,334,1E,MN,2,SARA MN,1,1,B,0,46,0,46,150
AD0WX,NA,490,1E,MO,2,Boeing Employees ARS - St. Louis,1,1,B,0,9,102,111,250
AD0X,NA,502,1D,AZ,2,Thunderbird ARC,1,1,C,0,113,0,113,50
AD0YM,NA,570,1D,MO,2,Mid-MO ARC,1,1,C,130,0,0,130,50
AD0YO,NA,1110,1D,CO,2,Denver RC,1,1,C,0,265,0,265,50
AD0ZC,NA,546,1E,NE,2,Bellevue ARC,1,1,B,0,68,12,80,250
AD0ZE,NA,670,1E,MO,2,Central Missouri Radio Assn,1,1,B,0,130,0,130,150
AE1D,NA,426,1D,NH,2,NA,1,1,C,52,0,84,136,50
AE1J,NA,428,1D,WWA,2,Mike & Key ARC,1,1,C,4,87,7,98,50
AE2MS,NA,454,1D,WNY,2,Niagara RC,1,1,C,0,0,202,202,50
AE3B,NA,122,1D,MDC,2,Aero ARC,1,1,C,0,0,36,36,50
AE3J,NA,510,1B1B,EPA,5,NA,1,1,B,36,0,0,36,150
AE4AW,NA,364,1B1,WCF,2,Tampa ARC,1,1,B,0,0,7,7,350
AE4FQ,NA,898,1D,AL,2,NASA Marshall Space Flight Center ARC,1,1,C,0,132,0,132,370
AE4GS,NA,430,1B1,WCF,2,Cleveland ARC,1,1,B,70,0,0,70,150
AE4IX,NA,544,1D,VA,2,Western Tidewater RA,1,1,C,122,0,3,125,50
AE4M,NA,268,1D,AL,2,Huntsville ARC,1,1,C,0,0,109,109,50
AE4NY,NA,152,1D,VA,2,Potomac Valley RC,1,1,C,0,0,51,51,50
AE4R,NA,756,1D,VA,2,Vienna Wireless Soc,1,1,C,143,0,17,160,150
AE4VJ,NA,580,1D,SC,2,York County SC ARS,1,1,C,0,95,25,120,150
AE4WS,NA,1640,2E,NC,2,Union County (NC) ARC,2,2,B,0,296,3,299,450
AE5CA,NA,594,1E,NTX,2,Heart O' Texas ARC,3,1,S,0,0,122,122,350
AE5CS,NA,208,1E,AR,2,NA,1,1,B,0,0,29,29,150
AE5EZ,NA,350,1B1B,NTX,5,Lewisville ARA,1,1,B,0,0,20,20,250
AE5FM,NA,1728,1D,NTX,2,Dallas ARC,1,1,C,0,357,0,357,300
AE5MI,NA,858,1D,MS,2,Great Southern DX Assn,1,1,C,0,202,0,202,50
AE5MM,NA,474,1E,OK,2,Broken Arrow EM ARC,1,1,G,56,0,0,56,250
AE5NW,NA,512,1D,AR,2,Faulkner County ARC,1,1,C,0,0,181,181,150
AE5P,NA,788,1D,NTX,2,Nacogdoches ARC,1,1,C,95,36,7,138,250
AE5TG,NA,188,1D,STX,2,Katy ARS,1,1,C,0,33,3,36,50
AE5ZA,NA,350,1E,NTX,2,NA,1,1,B,0,50,0,50,150
AE5ZG,NA,170,1D,WTX,2,Sun City ARC,1,1,C,0,30,0,30,50
AE5ZX,NA,146,1D,NM,2,NA,1,1,C,0,0,48,48,50
AE6BH,NA,600,1B1,SDG,2,Escondido ARS,1,1,G,0,62,51,113,250
AE6D,NA,68,1D,EB,2,Livermore Amateur Radio Klub,1,1,C,0,0,9,9,50
AE6GD,NA,130,1D,SB,2,Ventura County ARC,1,1,C,20,0,0,20,50
AE6GR,NA,248,1C,LAX,2,Crescenta Valley RC,1,1,B,0,0,49,49,150
AE6H,NA,470,1B1,ORG,2,South Orange Amateur Radio Assoc.,1,1,B,0,0,60,60,350
AE6JR,NA,212,1C,SB,2,Conejo Valley ARC,1,1,G,0,0,31,31,150
AE6JV,NA,2056,1E,NH,2,West Valley ARA,1,1,G,235,187,9,431,350
AE6NN,NA,241,1D,ORG,1,NA,1,1,C,0,41,9,50,150
AE6SF,NA,478,1E,SF,2,Sonoma County Radio Amateurs,1,1,B,49,0,16,65,250
AE6VZ,NA,462,1D,NM,2,Santa Fe ARC,1,1,C,0,53,0,53,250
AE6XC,NA,392,1E,LAX,2,Downey ARC,1,1,B,0,44,33,77,150
AE6YN,NA,570,1E,EB,2,South Bay ARA,1,1,G,78,0,4,82,250
AE7G,NA,534,1E,WWA,2,West Seattle ARC,1,1,B,0,0,192,192,150
AE7OH,NA,76,1D,AZ,2,Coconino ARC,20,1,C,0,0,13,13,50
AE7Q,NA,102,1D,WWA,2,Microhams ARC,1,1,C,0,0,26,26,50
AE7UF,NA,198,1E,ID,2,Palouse Hills ARC,2,1,B,0,0,24,24,150
AE8AT,NA,1102,1B1,OH,2,Huber Heights ARC,1,1,G,0,213,0,213,250
AE8CW,NA,842,1D,WV,2,Coal Country ARC,1,1,C,0,198,0,198,50
AE8M,NA,3170,1B1B,OH,5,Dillman's Amateur Radio Experimenters,1,1,B,307,0,10,317,50
AE9LL,NA,184,1D,IN,2,NA,1,1,C,2,0,63,65,50
AE9PM,NA,200,1E,IL,2,NA,1,1,B,0,0,25,25,150
AE9Q,NA,458,1D,AZ,2,Oro Valley ARC,1,1,C,0,102,0,102,50
AE0CJ,NA,612,1D,MO,2,St Charles ARC,1,1,C,0,115,51,166,50
AE0DC,NA,2830,1E,MO,2,NA,10,1,G,0,12,1166,1178,450
AE0EE,NA,500,1B1B,MN,5,Minnesota Wireless Assn,1,1,B,25,0,0,25,250
AE0IB,NA,710,1D,MO,2,NA,1,1,C,148,17,0,165,50
AE0JC,NA,296,2B2C,CO,2,Indian Peaks RC,2,2,C,0,0,123,123,50
AE0JM,NA,1462,1E,CO,2,Estes Valley ARC,1,1,B,0,328,0,328,150
AE0Q,NA,484,1B1,CO,2,NA,1,1,B,0,0,67,67,350
AE0S,NA,111,1D,IA,1,Story County ARC,1,1,C,0,0,61,61,50
AE0TB,NA,662,1D,IA,2,Iowa Wireless Amateur Radio Network,1,1,C,0,153,0,153,50
AE0TT,NA,1298,2E,MO,2,St Louis QRP Soc,1,2,G,0,251,22,273,250
AE0X,NA,250,1D,MO,2,Northeast Oklahoma Radio Amateurs,1,1,C,0,50,0,50,50
AF1R,NA,452,1E,EMA,2,Wellesley ARS,1,1,B,0,0,101,101,250
AF2F,NA,1458,1D,NNJ,2,NA,1,1,C,337,15,0,352,50
AF2Z,NA,110,1D,SNJ,2,Straight Key Century Club,1,1,C,15,0,0,15,50
AF3I,NA,254,1D,EPA,2,Cumberland ARC,1,1,C,0,0,2,2,250
AF3Z,NA,334,1D,EPA,2,Red Rose Repeater Assn,1,1,C,71,0,0,71,50
AF4B,NA,1838,2E,NTX,2,Mansfield-Johnson Amateur Radio Service,2,2,B,336,0,22,358,450
AF4CM,NA,3105,2B2B,OK,5,NA,2,2,B,168,73,29,270,550
AF4DN,NA,360,1A,GA,2,Cherokee Capital ARS,7,1,G,0,9,37,46,250
AF4FA,NA,350,1E,SFL,2,Gold Coast ARA,1,1,G,0,50,0,50,150
AF4FG,NA,170,1D,GA,2,Gwinnett ARS,1,1,C,0,0,60,60,50
AF4GT,NA,506,1E,GA,2,Lanierland ARC,1,1,B,89,0,0,89,150
AF4PM,NA,60,1B1,WWA,2,San Juan County ARS,1,1,B,0,0,5,5,50
AF4T,NA,632,1D,TN,2,NA,1,1,C,113,7,1,121,150
AF4TQ,NA,64,1D,GA,2,NA,1,1,C,0,0,7,7,50
AF4WR,NA,72,1D,VA,2,NA,1,1,C,0,0,11,11,50
AF4Z,NA,1498,1D,SFL,2,Platinum Coast ARS,1,1,C,65,297,0,362,50
AF5BG,NA,814,1E,OK,2,Aeronautical Center ARC,1,1,B,0,166,0,166,150
AF5D,NA,562,2D,NTX,2,NA,1,2,C,0,63,130,193,50
AF5EI,NA,96,1B1,AR,2,Arkansas Diamond ARC,1,1,G,0,0,23,23,50
AF5JM,NA,134,1D,NTX,2,Tyler ARC,1,1,C,0,0,42,42,50
AF5MN,NA,96,1D,NTX,2,Richardson Wireless Klub,2,1,C,0,0,23,23,50
AF5RS,NA,192,1D,NTX,2,Lake Area (TX) ARC,1,1,C,0,0,21,21,150
AF5SW,NA,270,1D,OK,2,Broken Arrow ARC,1,1,C,0,0,110,110,50
AF5VH,NA,176,1E,MN,2,Hiawatha Valley ARC,1,1,G,0,5,3,8,150
AF5WO,NA,68,1D,NTX,1,Red River Valley ARC,1,1,C,0,0,18,18,50
AF5YT,NA,416,3E,NTX,2,Cowtown ARC,5,3,G,0,0,33,33,350
AF6C,NA,198,1D,ORG,2,Orange County (CA) ARC,1,1,C,0,0,74,74,50
AF6G,NA,342,1D,NC,2,NA,1,1,C,0,73,0,73,50
AF6GM,NA,200,1D,SDG,2,SDGARES,1,1,C,0,22,31,53,50
AF6GQ,NA,658,1D,SCV,2,Monkey Lover's Radio Consortium,1,1,C,127,0,0,127,150
AF6IE,NA,888,1E,SCV,2,SC4ARC,16,1,G,0,24,11,35,770
AF6N,NA,562,1D,ORG,2,Orange County (CA) ARC,1,1,C,128,0,0,128,50
AF6SA,NA,907,1D,SV,1,El Dorado County ARC,1,1,C,103,141,269,513,150
AF6TF,NA,1514,1B1,SCV,2,South Bay ARA,1,1,G,0,266,0,266,450
AF6VN,NA,542,1D,MI,2,NA,1,1,C,0,98,0,98,150
AF6WF,NA,280,1D,AZ,2,Thunderbird ARC,2,1,C,52,0,11,63,50
AF7BJ,NA,638,1E,AZ,2,Thunderbird ARC,1,1,B,0,122,0,122,150
AF7EF,NA,80,1D,AZ,2,Eastern Arizona ARS,1,1,C,0,6,3,9,50
AF7EL,NA,1478,1D,AZ,2,Northern Arizona DX Assn,20,1,C,0,357,0,357,50
AF7UX,NA,464,3E,WWA,2,Issaquah ARC,1,3,B,0,25,7,32,350
AF7VC,NA,224,1B1,OR,2,NA,1,1,B,0,12,13,25,150
AF7ZA,NA,142,1D,OR,2,Columbia (OR) ARA,1,1,C,0,0,46,46,50
AF8C,NA,786,1D,OH,2,Northern Ohio DX Assn,1,1,C,0,0,318,318,150
AF9FA,NA,306,1B1,WI,2,NA,1,1,B,0,0,28,28,250
AF9W,NA,290,1D,WWA,2,Island County ARC,1,1,C,60,0,0,60,50
AF9Z,NA,66,1D,IL,2,NA,1,1,C,4,0,0,4,50
AF0W,NA,250,1D,CO,2,Longmont ARC,1,1,C,0,50,0,50,50
AF0Z,NA,1634,1E,MN,2,NA,1,1,G,354,3,28,385,150
AG1A,NA,594,1D,EMA,2,Police Amateur Radio Team of Westford,3,1,C,0,101,0,101,190
AG1YK,NA,111,1D,CT,1,Northville ARA,1,1,C,0,0,61,61,50
AG2N,NA,214,1D,VA,2,Lynchburg ARC,1,1,C,0,0,82,82,50
AG3L,NA,120,1D,EPA,2,Warminster ARC,1,1,C,0,0,35,35,50
AG3Q,NA,572,1E,DE,2,Delaware Valley ARS,2,1,G,0,44,73,117,250
AG4EP,NA,1870,1E,KY,5,ARTS of Louisville,1,1,B,162,0,0,162,250
AG4QX,NA,330,1D,WCF,2,PODXS 070,1,1,C,0,70,0,70,50
AG4YL,NA,476,1B1,GA,2,North Fulton ARL,1,1,B,0,0,63,63,350
AG5AB,NA,670,1B1,MS,2,Marion County Ham RC,1,1,B,0,0,60,60,550
AG5AT,NA,450,1D,AL,2,Birmingham ARC,1,1,C,100,0,0,100,50
AG5AY,NA,360,1D,LA,2,Baton Rouge ARC,1,1,C,39,20,37,96,50
AG5BC,NA,1206,1D,MS,2,Central Mississippi ARA,1,1,C,0,289,0,289,50
AG5DB,NA,190,1B1B,OK,5,South Canadian ARS,1,1,B,0,0,4,4,170
AG5FX,NA,340,1D,WPA,2,Steel City ARC,1,1,C,45,0,55,100,50
AG5IT,NA,81,1D,NTX,1,Brownwood ARC,1,1,C,0,0,31,31,50
AG5JW,NA,908,1E,LA,2,Jefferson (LA) ARC,1,1,G,0,155,19,174,250
AG5QE,NA,78,1D,NTX,2,Arlington ARC,1,1,C,7,0,0,7,50
AG5QQ,NA,254,1D,NTX,2,Majors Field ARC,1,1,C,0,0,52,52,150
AG5QY,NA,12,1D,AR,2,Delta ARC,1,1,C,0,0,6,6,0
AG5RR,NA,156,1D,STX,1,NA,1,1,C,0,0,106,106,50
AG5S,NA,988,1D,NM,2,Santa Fe ARES,1,1,C,225,5,9,239,50
AG5T,NA,718,1D,STX,2,NA,1,1,C,0,167,0,167,50
AG5TR,NA,650,1E,STX,2,Austin ARC,1,1,B,0,100,0,100,250
AG5VE,NA,276,1D,STX,2,NA,1,1,C,0,37,39,76,50
AG5VX,NA,1626,1E,OK,2,Kay County ARC,1,1,B,0,15,658,673,250
AG5YZ,NA,164,1E,NM,2,High Desert Amateur Radio Group,1,1,B,0,0,7,7,150
AG6AG,NA,1106,2D,SB,2,Ventura County ARS,1,2,C,0,168,92,260,250
AG6AQ,NA,220,1B1B,SCV,5,NA,1,1,B,7,0,0,7,150
AG6AU,NA,1156,1A,SV,2,El Dorado County ARC,8,1,G,0,0,253,253,650
AG6CL,NA,122,1D,SCV,2,Cupertino ARES,1,1,C,0,0,36,36,50
AG6GX,NA,270,1E,SCV,2,Cupertino ARES,1,1,G,0,0,60,60,150
AG6HQ,NA,248,1B1,ORG,2,NA,1,1,G,0,0,49,49,150
AG6IF,NA,282,1E,NV,2,Sierra Intermountain Emergency Radio Assn,1,1,B,16,10,14,40,150
AG6JA,NA,252,1E,EB,2,NA,1,1,B,11,4,21,36,150
AG6NS,NA,890,1B1B,SCV,5,JANET Club,1,1,B,17,43,8,68,250
AG6QR,NA,226,1E,SF,2,REDXA/MARS,1,1,G,17,0,4,21,150
AG6QX,NA,76,1D,SCV,2,NA,1,1,C,0,0,13,13,50
AG6RS,NA,408,1B1,ORG,2,Associated Radio Amateurs of Long Beach,1,1,B,0,3,23,26,350
AG6TT,NA,476,2E,EB,2,South Bay ARA,1,2,G,0,70,23,93,150
AG7CC,NA,226,1D,EWA,2,Palouse Hills ARC,1,1,C,33,0,22,55,50
AG7EM,NA,262,1D,AZ,2,NA,1,1,C,0,47,12,59,50
AG7GX,NA,414,1E,UT,2,Utah Valley ARC,1,1,B,0,33,16,49,250
AG7JG,NA,1200,1D,AZ,2,Radio Soc of Tucson,1,1,C,0,287,1,288,50
AG7KO,NA,113,1D,WWA,1,NA,1,1,C,0,0,63,63,50
AG7OO,NA,168,1E,WWA,2,NA,1,1,B,0,0,9,9,150
AG7QL,NA,314,1E,WWA,2,Kitsap County ARC,1,1,B,0,0,32,32,250
AG7T,NA,1550,1A,WWA,2,Mike & Key ARC,3,1,G,0,300,0,300,350
AG7TX,NA,434,1B1,NV,2,NA,1,1,B,24,0,44,68,250
AG7WI,NA,288,1E,WWA,2,Radio Club of Tacoma,1,1,G,0,0,19,19,250
AG7WW,NA,450,1D,OR,2,NA,1,1,C,0,0,190,190,70
AG7XQ,NA,360,2D,AZ,2,Coconino ARC,20,2,C,0,0,155,155,50
AG9A,NA,1092,1D,IL,2,CorTek Radio Assn,1,1,C,258,0,5,263,50
AG9SG,NA,155,1B1B,NTX,5,Dallas ARC,1,1,B,0,0,1,1,150
AG0H,NA,492,1D,MN,2,SARA MN,1,1,C,110,0,1,111,50
AG0K,NA,3578,1D,SC,2,NA,2,1,C,807,0,0,807,350
AH2O,NA,1931,1D,NLI,1,Radio Central ARC and Order of Boiled Owls of NY,1,1,C,830,0,1,831,270
AH6EZ,NA,1540,1D,WWA,2,Jefferson County (WA) ARC,1,1,C,2,316,9,327,250
AH6J,NA,230,1E,PAC,2,Big Island ARC,1,1,G,0,0,40,40,150
AH6KO,NA,1018,1E,PAC,2,Big Island ARC,1,1,B,217,0,0,217,150
AH6NF,NA,570,1D,PAC,2,Ko'olau ARC,1,1,C,0,130,0,130,50
AH6SZ,NA,454,1D,PAC,2,Maui ARC,1,1,C,0,101,0,101,50
AI1G,NA,198,1D,WMA,2,Central Mass ARA,1,1,C,0,37,0,37,50
AI1TT,NA,1112,1E,RI,2,CTRI Contest Group,2,1,B,218,0,45,263,150
AI1V,NA,1274,1E,CT,2,Greater Norwalk ARC,1,1,G,0,181,0,181,550
AI2N,NA,2450,1D,WNY,2,Rochester (NY) DX Assn,1,1,C,403,197,0,600,50
AI3KS,NA,1678,1E,EPA,2,NA,1,1,B,166,141,0,307,450
AI3Q,NA,1170,1D,EPA,2,Anthracite Repeater Assn,1,1,C,280,0,0,280,50
AI4AL,NA,2272,3A,AL,2,Bama Ham'ers,6,3,G,0,113,225,338,1370
AI4BJ,NA,1072,1D,KY,2,Northern Kentucky ARC,1,1,C,208,0,45,253,150
AI4DX,NA,774,1E,NFL,2,FVVFD,1,1,B,0,131,0,131,250
AI4EW,NA,486,1D,NC,2,Lee County CERT,1,1,C,0,106,6,112,50
AI4FH,NA,86,1D,VA,1,Middle Peninsula ARC,1,1,C,18,0,0,18,50
AI4FP,NA,266,1D,VA,2,Roanoke Valley ARC,2,1,C,0,0,108,108,50
AI4GR,NA,438,1D,NC,2,Blue Ridge ARC,1,1,C,74,0,46,120,50
AI4IC,NA,376,1D,TN,2,NA,1,1,C,81,0,1,82,50
AI4MI,NA,550,1D,VA,2,Virginia Beach ARC/Virginia DX Century Club,1,1,C,125,0,0,125,50
AI4QQ,NA,282,1D,VA,2,Williamsburg Area ARC,1,1,C,58,0,0,58,50
AI4RA,NA,860,1E,AL,5,NA,1,1,B,0,71,0,71,150
AI4RF,NA,240,1D,NC,1,NA,1,1,C,0,0,190,190,50
AI4SX,NA,116,1D,SC,2,Low Country Contest Club,1,1,C,0,0,33,33,50
AI4VE,NA,1730,1E,SC,5,QRP ARC International,1,1,B,158,0,0,158,150
AI4WL,NA,958,1E,NC,2,Pamlico ARS,1,1,G,0,109,136,245,250
AI4WM,NA,315,1B1B,MI,5,NA,1,1,B,0,0,33,33,150
AI4WU,NA,800,1D,VA,2,Williamsburg Area ARC,1,1,C,0,96,133,229,150
AI4WW,NA,1864,1D,SFL,1,Gold Coast ARA,1,1,C,907,0,0,907,50
AI5G,NA,126,1D,NTX,2,Lake Area (TX) ARC,1,1,C,1,17,2,20,50
AI5Q,NA,282,1A,OK,2,Creek County ARES,3,1,G,0,0,6,6,270
AI5R,NA,1970,1D,NTX,2,N Richland Hills ARC,1,1,C,0,380,0,380,450
AI6CC,NA,466,1E,SCV,2,Cupertino ARES,1,1,G,0,1,56,57,350
AI6DF,NA,296,1E,LAX,2,Palos Verdes ARC,1,1,B,0,0,23,23,250
AI6DO,NA,1000,2E,LAX,5,Southern California Contest Club,1,2,B,45,3,14,62,450
AI6EH,NA,745,1E,SCV,5,San Jose ARES RACES,1,1,B,0,0,39,39,550
AI6JJ,NA,206,1D,SCV,2,Santa Clara County ARA,1,1,C,39,0,0,39,50
AI6MS,NA,252,1E,SCV,2,BayNet,1,1,B,0,0,51,51,150
AI6MW,NA,246,1D,SB,2,NA,1,1,C,0,49,0,49,50
AI6SL,NA,608,1D,SCV,2,Sunnyvale ARES,1,1,C,129,0,21,150,50
AI6U,NA,446,1D,SV,2,Samuel F Morse ARC,1,1,C,49,0,0,49,250
AI6UG,NA,65,1B1B,LAX,5,Culver City ARES,1,1,B,0,0,3,3,50
AI6US,NA,304,1D,SV,2,Sierra Foothills ARC,1,1,C,0,0,77,77,150
AI6V,NA,888,1D,LAX,2,Associated Radio Amateurs of Long Beach,1,1,C,134,70,11,215,50
AI6YR,NA,814,2E,SB,2,Conejo Valley ARC,1,2,B,21,0,90,111,550
AI6ZV,NA,270,1B1,ORG,2,Orange County (CA) ARC,1,1,B,5,0,0,5,250
AI7AQ,NA,426,1B1,AZ,2,NA,1,1,B,0,69,0,69,150
AI9H,NA,534,1D,IL,2,Radio Amateur Downstate Illinois Organization,3,1,C,0,96,0,96,150
