call,gota_call,final_score,class,section,power_multiplier,club_name,number_of_participants,transmitters,power_source,total_cw_qsos,total_digital_qsos,total_phone_qsos,total_qsos,bonus_points,checklog_y_n
K0EMT,NA,280,1D,IN,2,Mid-MO ARC,1,1,C,55,0,5,60,50,NA
K0EOR,KF0HOG,2034,3A,MO,2,Eastern Ozarks ARC,6,3,B,0,215,27,242,1120,NA
K0EWS,NA,234,1D,IA,2,NA,1,1,C,46,0,0,46,50,NA
K0FBL,NA,764,2A,MN,2,River Bend Wireless and Mechanical Soc.,5,2,B,51,0,5,56,550,NA
K0FJ,NA,770,1E,KS,2,NA,1,1,G,0,180,0,180,50,NA
K0FNS,NA,65,1B1B,CO,5,Frank Noel Stubblefield,1,1,B,0,0,3,3,50,NA
K0FV,W0BRC,1680,2F,MO,2,Boonville ARC,9,2,G,12,209,58,279,680,NA
K0GAH,NA,250,1D,IN,2,NA,1,1,C,0,50,0,50,50,NA
K0GMK,NA,182,1D,MN,2,Rochester ARC,1,1,C,0,33,0,33,50,NA
K0GOB,NA,156,1D,MO,2,NA,1,1,C,0,0,53,53,50,NA
K0GPZ,NA,716,3A,MN,2,Northern Lakes ARC,6,3,G,1,0,31,32,650,NA
K0GQ,NA,1250,2A,MO,2,Raytown ARC,34,2,G,48,0,104,152,850,NA
K0GR (+W0YR),NA,1786,1B2,MN,2,NA,2,1,B,0,0,818,818,150,NA
K0HK,NA,1390,1E,KS,5,Atchison Co. ARS,1,1,B,104,0,0,104,350,NA
K0HNY,NA,2106,6A,MN,2,Owatonna Steele Co. ARC,32,6,G,71,310,166,547,250,NA
K0IIT,AA0EL,5744,2A,CO,2,Montrose ARC,72,2,G,654,144,321,1119,1910,NA
K0IL,NA,1266,1D,NE,2,Heartland DX Assn.,1,1,C,304,0,0,304,50,NA
K0K,KS3CKC,3533,4A,KS,2,SecKC ARC of Kansas City,12,4,G,68,309,260,637,1505,NA
K0KDS,NA,688,1D,IA,2,NA,1,1,C,0,86,32,118,280,NA
K0KKV,K0SMM,3364,3A,NE,2,Lincoln ARC,47,3,G,358,149,143,650,1050,NA
K0KPS,NA,174,1D,CO,2,NA,1,1,C,0,31,0,31,50,NA
K0LAR,NA,918,1D,MN,2,NA,1,1,C,192,0,0,192,150,NA
"K0LD (WA0MHJ, op)",NA,206,1B1,MN,2,MWA Team North,1,1,G,14,0,0,14,150,NA
K0LIR,NA,9016,3A,MO,2,St. Louis ARC,22,3,G,1120,512,719,2351,1050,NA
K0LTC,K0YTH,1622,3A,MN,2,Maple Grove RC,35,3,G,0,70,81,151,1180,NA
K0MIS,NA,188,1E,CO,2,NA,1,1,B,0,0,19,19,150,NA
K0MPH,NA,1052,1D,MN,2,NA,1,1,C,250,0,1,251,50,NA
K0ND,NA,990,2A,ND,2,Teddy Roosevelt ARC,29,2,G,0,0,200,200,590,NA
K0NRA,NA,398,1B1C,SD,2,Northern CO ARC,1,1,C,0,87,0,87,50,NA
K0OJ,NA,1490,2A,CO,2,Weld ARS,21,2,G,0,111,198,309,650,NA
K0OV,NA,490,1AC,ORG,2,Morningside Mischief Makers,3,1,C,55,0,60,115,150,NA
K0PC,NA,1400,1B1B,MN,5,NA,1,1,B,115,0,0,115,250,NA
K0PEA,NA,914,2A,IA,2,Pella ARC,18,2,B,30,12,28,70,690,NA
K0PPE,NA,402,1B1,SD,2,NA,1,1,B,0,0,76,76,250,NA
K0PRA,NA,1324,1A,CO,2,Parker Radio Assn.,57,1,B,68,0,51,119,950,NA
K0QIK,NA,2544,2A,MN,2,Lake Region ARC,12,2,G,0,248,71,319,1410,NA
K0RGI,NA,874,1D,TN,2,NA,1,1,C,181,0,0,181,150,NA
K0RJK,NA,602,1E,CO,2,Parker Radio Assn.,1,1,B,30,75,16,121,150,NA
K0RQ,NA,1614,3A,ND,2,Red River Radio Amateurs,4,3,B,7,247,74,328,450,NA
K0RV,NA,4878,3A,CO,2,Ski Country ARC,44,3,G,740,101,367,1208,780,NA
K0RVB,NA,170,1D,STX,2,NA,1,1,C,0,0,60,60,50,NA
K0SI,KE0SIY,1946,3A,MO,2,Central MO Radio Assn.,39,3,G,18,85,27,130,1480,NA
K0SLV,KF6VTJ,1445,5A,CO,2,San Luis Valley ARA,15,5,B,2,27,32,61,1265,NA
K0SNG,NA,434,1D,NTX,2,NA,1,1,C,96,0,0,96,50,NA
K0SV,NA,320,1B1,MN,2,NA,1,1,G,0,0,85,85,150,NA
K0SW,NA,1556,4AC,NE,2,Pioneer ARC,14,4,C,120,200,113,433,50,NA
K0SWI,NA,1566,6A,IA,2,Southwest IA ARC,30,6,G,0,68,62,130,1170,NA
K0TA,NA,298,1D,MN,2,Owatonna Steele Co. ARC,1,1,C,0,62,0,62,50,NA
K0TC,NA,930,1D,MN,2,Minnesota Wireless Assn.,1,1,C,220,0,0,220,50,NA
K0TER,NA,1046,1D,CO,2,NA,1,1,C,224,0,0,224,150,NA
K0TJT,NA,292,1D,MN,2,NA,1,1,C,0,0,121,121,50,NA
K0TSA,NA,1308,3A,NE,2,Western Division SATERN,5,3,B,0,44,281,325,570,NA
K0UK,NA,798,1D,CO,2,Grand Mesa Contesters of Colorado,1,1,C,187,0,0,187,50,NA
K0VIK,NA,494,3A,MN,2,NA,3,3,B,0,0,22,22,450,NA
K0VM,NA,298,1D,IA,2,NA,1,1,C,0,0,124,124,50,NA
K0VU,NA,780,2B1,MN,2,NA,1,2,B,31,24,0,55,560,NA
K0VW,NA,550,1D,WI,2,NA,1,1,C,100,0,0,100,150,NA
K0W,KA0SM,1491,3A,CO,2,Farrell-Gray-Moody,3,3,B,0,47,74,121,1155,NA
K0WRY,NA,434,1D,KS,2,NA,1,1,C,96,0,0,96,50,NA
K0XF,NA,1254,1D,CO,2,Grand Mesa Contesters of Colorado,1,1,C,278,0,46,324,50,NA
K0YA,NA,602,1D,STX,2,NA,1,1,C,138,0,0,138,50,NA
K0YQX,NA,890,1E,MN,5,NA,1,1,B,74,0,0,74,150,NA
K1ADW,NA,670,1E,EMA,5,NA,1,1,B,32,0,0,32,350,NA
K1AJT,NA,62,1D,NC,2,Carolina DX Assn.,1,1,C,0,0,6,6,50,NA
K1AUS,NA,128,1D,MT,2,NA,1,1,C,0,4,31,35,50,NA
K1AWR,NA,370,2B2,CT,2,NA,2,2,B,0,0,10,10,350,NA
K1B,NA,8376,5E,NH,2,Contoocook Valley RC,46,5,G,244,700,1520,2464,1560,NA
K1BZ,NA,1708,2D,ME,2,NA,1,2,C,160,247,15,422,50,NA
K1C,NA,6712,2D,WMA,2,NA,3,2,C,1551,0,229,1780,50,NA
K1CCN,NA,3592,3AC,WI,2,Koomer Ridge Contesters,5,3,C,234,439,225,898,450,NA
K1CE,NA,274,1E,NFL,2,NA,1,1,B,31,0,0,31,150,NA
K1DCT,NA,350,1B1B,CT,5,NA,1,1,B,10,0,0,10,250,NA
K1DFT,NA,2365,1AB,ME,5,New England QRP Grp.,3,1,B,163,0,127,290,100,NA
K1DJ,NA,3026,1D,EMA,2,NA,1,1,C,744,0,0,744,50,NA
K1DK,NA,246,1E,NNJ,2,New Providence ARC,1,1,B,24,0,0,24,150,NA
K1DRH,NA,306,1D,EMA,2,NA,1,1,C,64,0,0,64,50,NA
K1ECU,NA,510,1D,CT,2,CTRI Contest Grp.,1,1,C,89,8,36,133,50,NA
K1ELB,NA,166,1D,EMA,2,Falmouth ARA,1,1,C,0,0,58,58,50,NA
K1EM,NA,130,1B1B,WNY,5,NA,1,1,B,0,0,6,6,100,NA
K1EME,NA,1104,1A,NH,2,Littleton Area Radio Klub,10,1,G,0,0,127,127,850,NA
K1EWE,NA,966,3AC,NFL,2,Ewephoria RC,4,3,C,0,227,4,231,50,NA
K1HG,NA,254,1D,NFL,2,NA,1,1,C,0,0,102,102,50,NA
K1HRR,NA,930,4A,CT,2,Hop River Radio Club,6,4,G,20,14,72,106,650,NA
K1IG,KB1OIQ,7763,3A,EMA,2,PART of Westford,85,3,G,799,445,481,1725,1825,NA
K1II,NA,2852,3E,WMA,2,Southwick Radio Grp.,7,3,G,13,255,320,588,1140,NA
K1IMI,NA,2494,1E,ME,2,NA,2,1,B,568,0,36,604,150,NA
K1JAK,NA,690,1E,ME,2,NA,1,1,B,0,135,0,135,150,NA
K1JBP,NA,218,1E,KY,2,NA,1,1,B,0,0,34,34,150,NA
K1KP,NA,1218,1D,EMA,2,HP Alumni RC,1,1,C,0,0,584,584,50,NA
K1LK,NA,352,1D,EMA,2,NA,1,1,C,64,0,23,87,50,NA
K1LT,NA,4546,1B1,OH,2,Mad River RC,1,1,G,1074,0,0,1074,250,NA
K1MAZ,NA,170,1D,VT,2,NA,1,1,C,0,27,6,33,50,NA
K1MJC,NA,74,1C,EMA,2,WARA/GBARC,1,1,B,0,0,12,12,50,NA
K1MT,NA,106,1D,EMA,2,NA,1,1,C,0,0,28,28,50,NA
K1NKT,NA,266,1D,VT,2,NA,1,1,C,0,54,0,54,50,NA
K1NW,NA,450,1D,RI,2,CTRI Contest Grp.,1,1,C,100,0,0,100,50,NA
K1OA,NA,3806,1D,EMA,2,NA,1,1,C,759,0,360,1119,50,NA
K1OS,NA,492,1A,RI,2,Ocean State ARG,4,1,G,0,0,91,91,310,NA
K1OW,NA,328,1E,WNY,2,Binghamton ARA,1,1,B,0,0,89,89,150,NA
K1PDY,NA,278,1B1C,NH,2,NA,1,1,C,57,0,0,57,50,NA
K1PET (+N1XXU),NA,1120,1B2,CT,2,The Purchia POTA Team,2,1,B,0,0,335,335,450,NA
K1PRD,NA,54,1D,EMA,2,NA,1,1,C,0,0,2,2,50,NA
K1QVR,N1S,1978,3A,WMA,2,Quaboag Valley ARC,21,3,G,0,8,253,261,1440,NA
K1R,W1WQM,10228,3A,NH,2,Port City ARC,25,3,G,1177,0,1720,2897,2080,NA
K1RK,W1NOB,9059,2A,EMA,2,Falmouth ARA,25,2,G,1439,0,839,2278,1625,NA
K1RTO,NA,474,1D,NH,2,NA,1,1,C,0,0,112,112,250,NA
K1RZ,NA,0,1D,MDC,1,Potomac Valley RC,1,1,C,29,10,0,39,0,Y
K1SEC,NA,578,1D,EMA,2,NA,1,1,C,132,0,0,132,50,NA
K1SM,NA,0,1D,EMA,1,NA,1,1,C,552,0,0,552,0,Y
K1SN,NA,890,1E,VA,5,NA,1,1,B,74,0,0,74,150,NA
K1SP,NA,0,1D,NTX,1,NA,1,1,C,70,0,0,70,0,Y
K1SV,W1BVT,2232,2A,VT,2,Southern VT ARC,10,2,G,135,19,153,307,1310,NA
K1TH,NA,554,1B1,NH,2,K1USN RC,1,1,B,101,0,0,101,150,NA
K1TTW,NA,860,1B1B,CO,5,Western CO ARC,1,1,B,0,71,0,71,150,NA
K1TWH (+WA1RIW),NA,690,1B2B,EMA,5,Whitman ARC,2,1,B,40,14,0,54,150,NA
K1UE,NA,462,1D,CT,2,NA,1,1,C,0,103,0,103,50,NA
K1VMT,NA,1694,1D,VT,2,Radio Amateurs of Northern VT,1,1,C,411,0,0,411,50,NA
K1VP,NA,1120,1B1B,NH,5,Lakes Region Repeater Assn.,1,1,B,71,16,0,87,250,NA
K1VW,KB1BSM,2588,1A,ME,2,New England Radio Discussion Soc.,10,1,B,228,32,184,444,1180,NA
K1WAS,NA,6480,3D,CT,2,Westport Astro ARC/Fairfield ARA/Housatonic ARC/Greater Norwalk ARC,30,3,C,501,894,120,1515,660,NA
K1WAT,NA,1850,1E,NC,5,NA,1,1,B,170,0,0,170,150,NA
K1WOR,NA,286,1D,WMA,2,NA,1,1,C,0,59,0,59,50,NA
K1YPP,NA,720,1B1B,EMA,5,NA,1,1,B,57,0,0,57,150,NA
K2AA,W2EA,15707,7A,SNJ,2,South Jersey Radio Assn.,65,7,G,2097,462,1513,4072,2445,NA
K2AE,W2IR,7608,6A,ENY,2,Broughton Memorial Field Day Grp.,75,6,G,714,136,769,1619,2670,NA
K2AUD,NA,956,3A,SNJ,2,Radio Operators of Camden Co.,5,3,G,0,11,81,92,750,NA
K2BR,NA,3950,5F,SNJ,2,Southern Counties ARA,21,5,G,265,305,215,785,1240,NA
K2CT,K2ALB,3922,4A,ENY,2,Albany ARA,41,4,G,303,117,391,811,1460,NA
K2CVY,NA,232,1D,NLI,2,NA,1,1,C,0,36,19,55,50,NA
K2DAR,NA,382,1D,WNY,2,NA,1,1,C,0,83,0,83,50,NA
K2DJF,NA,250,1D,WNY,2,NA,1,1,C,0,0,100,100,50,NA
K2DLL,K2DAA,2680,3A,ENY,2,Saratoga Co. ARA,13,3,G,140,150,180,470,1160,NA
K2FZZ,NA,72,1D,NNJ,2,NA,1,1,C,0,0,11,11,50,NA
K2GE,NA,810,3A,NNJ,2,Raritan Bay Radio Amateurs,12,3,G,0,93,94,187,250,Y
K2GRI,NA,258,1D,ENY,2,Fair Lawn ARC,1,1,C,0,52,0,52,50,NA
K2HA,NA,558,1D,EPA,2,Marple Newtown ARC,1,1,C,0,85,34,119,150,NA
K2HE,NA,882,2A,WNY,2,Chautauqua Co. Amateur FM Assn.,10,2,B,1,0,64,65,750,NA
K2HT,NA,92,1D,MO,2,NA,1,1,C,9,0,3,12,50,NA
K2I,NA,3496,5A,NNY,2,Thousand Islands RC,26,5,G,160,157,279,596,1670,NA
K2IN,NA,3380,2A,NNJ,2,444 DX Grp.,8,2,G,393,0,419,812,970,NA
K2IQ,NA,2522,3A,WNY,2,Utica ARC,8,3,G,110,150,216,476,1050,NA
K2IW,NA,720,1D,ENY,2,NA,1,1,C,3,163,3,169,50,NA
K2IWR,NA,1614,3A,WNY,2,Skyline ARC,9,3,G,1,77,226,304,850,NA
K2KA,NA,0,1D,EMA,0,NA,1,1,C,20,12,1,33,0,Y
K2KR,NA,802,1B1,WY,2,NA,1,1,G,0,0,326,326,150,NA
K2KT,NA,566,1D,VA,2,Alexandria RC,1,1,C,129,0,0,129,50,NA
K2MIT,NA,0,1D,ENY,0,NA,1,1,C,0,0,35,35,0,Y
K2MK,NA,246,1D,WCF,2,NA,1,1,C,49,0,0,49,50,NA
K2MN,NA,868,1D,SNJ,2,NA,1,1,C,217,0,0,217,0,NA
K2MTS,NA,240,1B1B,ENY,5,NA,1,1,B,0,3,12,15,150,NA
K2NNN,NA,506,1D,NNJ,2,West Essex ARC,1,1,C,0,114,0,114,50,NA
K2NV/VE3,NA,1250,1C,GH,2,Niagra Frontier Radiosport,1,1,B,300,0,0,300,50,NA
K2ORC,NA,230,1B1B,CO,5,NA,1,1,B,0,0,36,36,50,NA
K2PRO,NA,792,2A,WNY,2,Pioneer Radio Operators Soc.,6,2,B,21,0,129,150,450,NA
K2PTC,NA,300,1B1,NLI,2,NA,1,1,B,0,0,25,25,250,NA
K2PTH,NA,1118,1F,NNJ,2,Parsippany-Troy Hills RACES,16,1,G,0,4,151,155,800,NA
K2PUT,K2PC,2664,3A,ENY,2,Putnam Em. Amateur Repeater League,25,3,G,36,0,355,391,1810,NA
K2PV,NA,210,1D,SCV,2,NA,1,1,C,0,40,0,40,50,NA
K2QB,NA,590,1D,WNY,2,Niagra Frontier Radiosport,1,1,C,135,0,0,135,50,NA
K2QS,N2SKP,3984,3A,ENY,2,QSY Soc./MBARC,40,3,G,211,262,311,784,1470,NA
K2RAT,NA,272,1B1,KY,2,NA,1,1,B,0,0,11,11,250,NA
K2RET,NA,466,1D,SNJ,2,NA,1,1,C,0,104,0,104,50,NA
K2SAB,NA,220,1D,EPA,2,Richardson Wireless Klub,1,1,C,0,16,53,69,50,NA
K2SG,NA,4054,1D,NFL,2,NA,1,1,C,1001,0,0,1001,50,NA
K2TAV,NA,682,1D,ENY,2,NA,1,1,C,0,158,0,158,50,NA
K2TD,NA,1158,3A,SNJ,2,Burlington Co. RC,13,3,G,0,1,52,53,1050,NA
K2TF,NA,508,1D,SNJ,2,NA,1,1,C,103,0,23,126,50,NA
K2TO,NA,1210,1F,NNJ,2,Montvale OEM,4,1,C,169,0,42,211,450,NA
K2TRR,NA,440,1B1B,NNY,5,NA,1,1,B,0,14,0,14,300,NA
K2TTA,NA,94,1D,NNJ,2,NA,1,1,C,0,11,0,11,50,NA
K2VN,KE2EXL,4409,3A,NLI,2,Nassau ARC,41,3,G,601,32,236,869,1405,NA
K2YNT,NA,1114,2A,NNJ,2,Metuchen RC,7,2,G,168,0,96,264,250,NA
K2YWE,NA,850,1D,MDC,2,Potomac Valley RC,1,1,C,196,2,4,202,50,NA
K2ZV,NA,1950,2F,NNJ,2,Carteret Volunteers ARC,5,2,G,10,153,324,487,650,NA
K3A,NA,986,3A,EPA,2,FAR Friends of AR,4,3,G,0,56,156,212,450,NA
K3ACS,NA,1110,2F,WPA,2,ARL of Lawrence Co.,17,2,C,94,0,92,186,550,NA
K3AE,NA,2012,4A,EPA,2,Southern PA Comm. Grp.,15,4,G,59,77,259,395,950,NA
K3ALE,NA,295,1E,WPA,5,SPARGE,2,1,B,0,0,9,9,250,NA
K3ARS,NA,636,5D,MDC,2,Kent ARS,11,5,C,0,50,43,93,350,NA
K3BWA,NA,3642,4A,MDC,2,Bowie Wireless Assn.,25,4,G,39,235,748,1022,1050,NA
K3CAL,NA,2108,5A,MDC,2,Calvert ARA,20,5,G,128,53,122,303,1140,NA
K3CCR,NA,3012,2E,MDC,2,Collington Community RC,2,2,G,599,0,183,782,250,NA
K3CSF,NA,1284,1E,WPA,2,Castle Shannon VFD ARC,4,1,G,0,181,5,186,550,NA
K3CSG,W3W,2292,3A,EPA,2,Scranton-Pocono AR Klub,13,3,G,0,0,161,161,1970,NA
K3CTN,NA,218,1D,OH,2,NA,1,1,C,42,0,0,42,50,NA
K3CU,NA,74,1D,EPA,2,NA,1,1,C,0,6,0,6,50,NA
K3CUJ,NA,2864,3A,MDC,2,Columbia (MD) ARA,25,3,B,25,215,277,517,1350,NA
K3CWP,NA,182,1B1,WPA,2,NA,1,1,B,0,4,8,12,150,NA
K3DC,NA,280,1E,OH,2,West Chester ARA,1,1,B,0,32,1,33,150,NA
K3DFL,NA,0,1D,EPA,1,Mt. Airy VHF Club,1,1,C,87,0,0,87,0,Y
K3DN,K3KH,2108,4A,EPA,2,Warminster ARC,25,4,G,28,0,503,531,990,NA
K3DNA,NA,974,2A,WPA,2,Juniata Valley ARC,14,2,G,0,0,162,162,650,NA
K3DQB,NA,854,1D,EPA,2,Adams Co. ARS,1,1,C,201,0,0,201,50,NA
K3DTC,NA,150,1D,EPA,2,Phil-Mont Mobile RC,1,1,C,0,0,50,50,50,NA
K3EMD,NN3G,1860,3A,MDC,2,Easton ARS,20,3,G,60,47,126,233,1180,NA
K3ERM,NA,1618,4A,MDC,2,Frederick ARC,41,4,B,138,15,78,231,850,NA
K3ESS,NA,38,1D,NFL,2,NA,1,1,C,0,0,19,19,0,NA
K3FH,NA,810,1E,WPA,2,Tennessee Contest Grp.,1,1,B,148,17,0,165,150,NA
K3GG,NA,718,1E,EPA,2,NA,1,1,B,142,0,0,142,150,NA
"K3HH (K3YDX, KW4EE, ops)",NA,846,1B2,NC,2,Hanburger's Helpers ARC,2,1,B,124,0,0,124,350,NA
K3HKI,NA,2160,3A,MDC,2,St. Marys Co. ARA,27,3,B,10,86,263,359,1250,NA
K3HM,NA,236,1E,WPA,2,NA,1,1,B,0,0,43,43,150,NA
K3HOC,NA,864,1E,WPA,2,NA,2,1,B,0,107,143,250,150,NA
K3HW,NA,1590,1E,EPA,2,NA,3,1,G,216,84,0,300,390,NA
K3IEC,NA,2710,3AC,EPA,2,Cumberland ARC,15,3,C,101,252,124,477,1050,NA
"K3II (K3CT, K3TEJ, ops)",NA,7502,2B2,EPA,2,Bergers Bandits Contest Club,2,2,G,1813,0,0,1813,250,NA
K3JSJ,NA,174,1D,MDC,2,NA,1,1,C,8,21,4,33,50,NA
K3JT,NA,1154,1D,WV,2,NA,1,1,C,276,0,0,276,50,NA
K3KEK,NA,1370,1E,STX,2,NA,1,1,B,0,280,0,280,250,NA
K3KU,NA,200,1D,MDC,2,NA,1,1,C,35,0,5,40,50,NA
K3LEV,NA,270,1D,NTX,2,NA,1,1,C,0,55,0,55,50,NA
K3LNZ,NA,3224,4A,MDC,2,Garrett Co. ARES,6,4,G,510,37,93,640,850,NA
K3LOE,NA,174,1D,NC,2,Raleigh ARS,1,1,C,0,31,0,31,50,NA
K3LT,NA,510,1D,DE,2,NA,1,1,C,72,18,0,90,150,NA
K3LUE,NA,0,1D,NFL,1,NA,1,1,C,0,3,72,75,0,Y
K3MJW,NA,5534,4E,WPA,2,Skyview Radio Soc.,23,4,G,826,0,790,1616,650,NA
K3MN,W3AWA,1822,5A,EPA,2,Marple Newtown ARC,37,5,G,0,0,246,246,1330,NA
K3MP,NA,164,1D,NFL,2,NA,1,1,C,16,0,25,41,50,NA
K3NEM,NA,3864,2A,MDC,2,National Electronics Museum ARC,15,2,G,622,81,201,904,650,NA
K3ODX,NA,1512,2A,EPA,2,Independent Radio Crew,4,2,B,110,24,263,397,450,NA
K3ONW,NA,2626,1B1,EPA,2,NA,1,1,G,619,0,0,619,150,NA
K3PAX,NA,2488,3E,MDC,2,Potomac Valley RC,6,3,G,229,68,475,772,350,NA
K3PSG,NA,1260,5A,WPA,2,Butler Co. AR Public Srvc. Grp.,29,5,G,0,78,149,227,650,NA
K3PZN,NA,228,1A,MDC,2,Carroll Co. ARC,4,1,B,0,0,39,39,150,NA
K3Q,W3FRB,3070,4AC,EPA,2,Education Alliance for AR,8,4,C,82,360,106,548,1090,NA
K3QAC,NA,1946,6A,MDC,2,Queen Anne’s ARC,9,6,G,69,72,116,257,1150,NA
K3QBD,NA,3928,2A,DE,2,First State ARC,15,2,G,306,391,95,792,950,NA
K3QNT,NA,1920,3F,WPA,2,BCARS,8,3,G,153,23,108,284,1000,NA
K3QP,NA,1302,1D,WPA,2,Nittany ARC,1,1,C,313,0,0,313,50,NA
K3QY,NA,1616,5AC,WPA,2,Ft. Armstrong Wireless Assn.,20,5,C,0,187,289,476,290,NA
K3SMT,KR3L,6112,4A,WPA,2,Somerset Co. ARC,25,4,G,433,29,1397,1859,1470,NA
K3SRZ,NA,1296,4A,EPA,2,Perry Co. ARC,17,4,B,0,52,309,361,470,NA
K3TN,NA,1158,1E,MDC,2,NA,1,1,G,252,0,0,252,150,NA
K3UWY,NA,1200,1B1B,NTX,5,Manatee ARC,1,1,B,105,0,0,105,150,NA
K3VNN,NA,1310,2E,EPA,2,NA,2,2,B,161,29,100,290,350,NA
K3WEB,NA,1406,3E,EPA,2,Masonic Village ARC,7,3,G,96,4,53,153,900,NA
K3WHD,NA,224,1D,WNY,2,NA,1,1,C,13,30,1,44,50,NA
K3WJV,NA,5606,5A,DE,2,Delaware Repeater Assn.,14,5,G,705,260,198,1163,1350,NA
K3WJW,NA,110,1D,WPA,2,NA,1,1,C,0,0,30,30,50,NA
K3WM,NA,1694,2A,WPA,2,Skyview Radio Soc.,8,2,G,222,0,178,400,450,NA
K3WW,NA,8430,1B1B,EPA,5,NA,1,1,B,808,0,0,808,350,NA
K3YDX,NA,550,1E,NC,2,NA,1,1,B,75,0,0,75,250,NA
K3YLW,NA,770,1D,MDC,2,NA,1,1,C,0,155,0,155,150,NA
K3YQA,NA,0,1D,WPA,1,NA,1,1,C,0,0,113,113,0,Y
K3YTL,NA,726,2F,EPA,2,Murgas ARC,4,2,C,57,21,32,110,350,NA
K40GB,N4JAT,1635,1A,NC,2,Stanly Co. ARC,14,1,B,0,0,180,180,1275,NA
K4AEH,NA,698,1D,NC,2,Lenoir ARC,1,1,C,0,162,0,162,50,NA
K4AHC,NA,410,3A,AL,2,Arab ARC,8,3,B,22,1,34,57,250,NA
K4AKC,NA,1170,1B1B,AL,5,NA,1,1,B,97,0,0,97,200,NA
K4AMC,NA,978,1D,TN,2,Tennessee Contest Grp.,1,1,C,232,0,0,232,50,NA
K4AZE,NA,282,1E,TN,2,NA,1,1,B,3,1,58,62,150,NA
K4AZM,NA,186,1D,GA,2,Dalton ARC,1,1,C,0,0,68,68,50,NA
K4BBH,NA,88,1D,GA,2,Silver Comet ARS,1,1,C,0,0,19,19,50,NA
K4BCH,NA,1194,2A,NC,2,Pamlico ARC,15,2,B,0,0,172,172,850,NA
K4BDX,NA,362,1E,NC,2,NA,2,1,B,0,0,71,71,220,NA
K4BFT,KC4VEC,17289,4A,AL,2,Huntsville ARC,70,4,G,2587,129,2030,4746,2365,NA
K4BKV,WB0YSX,1500,3A,NFL,2,Hernando Co. ARA,11,3,G,3,0,369,372,750,NA
K4BV,AA5TD,2000,4A,NFL,2,Daytona Beach ARA,42,4,G,0,189,22,211,1200,NA
K4BW,N2MAU,1961,2A,VA,2,Eastern Shore ARC,11,2,G,31,53,135,219,1355,NA
K4CAY,KG4ZDN,1123,1AC,KY,2,Fulton Co. (KY) ARC,14,1,C,0,0,19,19,1085,NA
K4CC,NA,264,1D,WCF,2,NA,1,1,C,53,0,1,54,50,NA
K4CCT,NA,314,1E,AL,2,NA,1,1,B,0,41,0,41,150,NA
K4CEB,NA,660,1B1,NC,2,Cabarrus ARS,1,1,G,0,35,185,220,150,NA
K4CGA,NA,86,1D,GA,2,Silver Comet ARS,1,1,C,0,0,18,18,50,NA
K4CMX,NA,180,1B1,NC,2,NA,1,1,B,0,3,9,12,150,NA
K4CO,KY6ET,902,1A,KY,2,Northern KY ARC,34,1,G,0,0,46,46,810,NA
K4CPO,NA,52,1D,TN,2,Nashville ARC,2,1,C,6,7,0,13,0,NA
K4CQ,W3CQ,10513,3A,VA,2,Lynchburg ARC,74,3,G,1054,731,774,2559,1825,NA
K4CU,NA,250,1D,SC,2,Grand Strand ARC,1,1,C,50,0,0,50,50,NA
K4CV,NA,202,1D,TN,2,NA,1,1,C,0,38,0,38,50,NA
K4DKW,NA,1346,2B2,OH,2,Lost Snoring Beagle Ranchers,2,2,B,0,274,0,274,250,NA
K4DND,NA,1442,1D,VA,2,Albemarle ARC,1,1,C,0,323,0,323,150,NA
K4DNS,NA,212,1B1,VA,2,NA,1,1,B,0,0,31,31,150,NA
K4DR,NA,542,1D,TN,2,Bristol ARC,1,1,C,115,0,16,131,50,NA
K4DUF,NA,398,1B1,WV,2,NA,1,1,B,0,52,20,72,150,NA
K4E,KB4DSF,5704,5A,GA,2,Glynn ARA,20,5,G,265,708,201,1174,1410,NA
K4EDD,NA,304,1B1,TN,2,NA,1,1,B,0,0,27,27,250,NA
K4EG,NA,1986,2A,NC,2,Alamance ARC,20,2,G,0,142,84,226,1250,NA
K4EKD,NA,250,1D,SC,2,Grand Strand ARC,1,1,C,50,0,0,50,50,NA
K4EX,NA,2244,4AC,WCF,2,East Pasco ARS,22,4,C,1,308,129,438,750,NA
K4FC,KN4GJV,13501,7A,NFL,2,Lake ARA,45,7,G,1594,492,1456,3542,2245,NA
K4FHI,NA,2570,1E,NC,5,NA,1,1,B,252,0,0,252,50,NA
K4FTO,NA,458,1D,VA,2,Heritage Hunt Hams,1,1,C,102,0,0,102,50,NA
K4GAR,NA,1716,3A,GA,2,Gateway ARC,20,3,G,151,28,15,194,970,NA
K4GG,KQ4MTF,2510,2A,WCF,2,Manatee ARC,63,2,G,264,79,64,407,1010,NA
K4GM,NA,322,1D,VA,2,NA,1,1,C,67,0,2,69,50,NA
K4GNV,NA,3076,4F,NFL,2,Gainesville ARS,48,4,C,336,147,132,615,880,NA
K4GSO,KC5CMX,2802,4A,NFL,2,Silver Springs RC,15,4,G,3,281,108,392,1450,NA
K4GSX,NA,656,1E,GA,2,NA,1,1,B,86,0,6,92,300,NA
K4HA,NA,1516,1D,NC,2,Smithchart ARS,1,1,C,347,0,39,386,50,NA
K4HQK,NA,1054,1D,VA,2,Potomac Valley RC,1,1,C,251,0,0,251,50,NA
K4HR,NA,750,1E,SC,2,Salkehatchie ARS,1,1,G,150,0,0,150,150,NA
