call,gota_call,final_score,qst_class_plus,section,power_multiplier,club_name,number_of_participants,number_of_transmitters,power_source,total_cw_qs_os,total_digital_qs_os,total_phone_qs_os,total_qsos,bonus_points
N3CU,NA,4950,1B2B,EPA,5,NA,2,1,B,470,0,0,470,250
N3CZ,NA,718,1D,NC,2,NA,1,1,C,167,0,0,167,50
N3DUE,NA,5088,3E,MDC,2,NA,3,3,G,523,15,1143,1681,650
N3EP,NA,2176,4F,EPA,2,Endless Mtns ARC,28,4,G,0,84,255,339,1330
N3FJP,NA,1860,1E,MDC,2,NA,1,1,B,2,0,801,803,250
N3FP,NA,144,1E,GA,2,NA,1,1,B,0,0,47,47,50
N3GD,NA,108,1D,WCF,2,NA,1,1,C,27,0,0,27,0
N3GWZ,NA,1312,2E,MDC,2,NA,2,2,B,192,5,137,334,250
N3HCN,NA,2848,1B1,EPA,2,NA,1,1,G,627,0,45,672,250
N3HEE,NA,310,1EB,MDC,5,NA,1,1,B,16,0,0,16,150
N3IC,K3MZ,10074,3A,MDC,2,Randallstown ARC,14,3,G,1355,33,1436,2824,1650
N3IS,NA,2262,3A,EPA,2,Eastern PA ARA,20,3,G,156,97,90,343,1070
N3JIX,NA,175,1EB,EPA,5,NA,1,1,B,0,9,7,16,50
N3JJT (+KD8ENV),NA,508,1B2C,OH,2,NA,2,1,C,40,0,24,64,300
N3JT,NA,3374,1E,VA,2,NA,1,1,G,806,0,0,806,150
N3KCM,NA,640,1EB,EPA,5,NA,1,1,B,0,3,72,75,250
N3MCF,NA,70,1D,MDC,2,NA,1,1,C,0,5,0,5,50
N3MLB,NA,1830,1EB,EPA,5,NA,1,1,B,158,0,0,158,250
N3MWQ,NA,408,1D,DE,2,NA,1,1,C,0,27,75,102,150
N3NIA,NA,1602,5A,WPA,2,Elk Co. ARA,15,5,G,0,2,232,234,1130
N3NZ,W3AWA,5982,11A,EPA,2,Marple Newtown ARC & Mobile Sixers RC,60,11,G,320,32,1262,1614,2050
N3OFR,NA,470,1B2B,EPA,5,NA,2,1,B,0,0,44,44,250
N3RC,NA,1666,1E,SF,2,NA,1,1,G,208,0,392,600,50
N3RN,NA,1850,1B1B,EPA,5,NA,1,1,B,170,0,0,170,150
N3SRC,W3GAA,4232,5A,EPA,2,Susquehanna Co. ARC,23,5,G,466,98,393,957,1190
N3TDE,NA,258,1D,EPA,1,NA,1,1,C,0,0,208,208,50
N3TWT,NA,4914,6F,EPA,2,SMRA,80,6,C,579,245,194,1018,1230
N3VFK,NA,96,1D,ID,2,NA,1,1,C,0,0,48,48,0
N3VMC,NA,92,1D,EPA,2,NA,1,1,C,0,0,21,21,50
N3WXW,NA,160,1EB,EPA,5,NA,1,1,O,0,0,12,12,100
N3XZ,NA,422,1D,EPA,2,NA,1,1,C,0,0,186,186,50
N3ZP,NA,1342,1B1,EPA,2,NA,1,1,G,298,0,0,298,150
N4AGL,NA,74,1D,NC,2,NA,1,1,C,0,0,12,12,50
N4AU,NA,530,1D,AL,2,NA,1,1,C,50,45,0,95,150
N4AW,AJ4UK,3694,2A,SC,2,Anderson RC,36,2,G,303,0,616,919,1250
N4B,NA,1994,4A,TN,2,Radio Am Club of Knoxville & Middle E TN Emerg Radio Svc,44,4,G,122,0,228,350,1050
N4BFR,NA,290,1D,GA,2,NA,1,1,C,0,0,70,70,150
N4BP,NA,6354,1D,SFL,2,NA,1,1,C,1551,0,0,1551,150
N4BRC,NR4B,1000,3A,AL,2,Bald Rock ARC,6,3,G,0,0,20,20,960
N4BRF,NA,7004,3E,SFL,2,NA,57,3,G,1186,6,533,1725,1170
N4CD,NA,568,1C,NTX,2,NA,1,1,G,119,0,21,140,50
N4CF,NA,2530,1EB,VA,5,NA,1,1,B,240,0,16,256,50
N4CVG,NA,2472,3A,KY,2,Ruckerville Amateur Transmitting Soc.,20,3,G,95,215,221,531,790
N4CWZ,NA,3536,1A,NC,2,Belews Cove Minions,3,1,G,512,0,469,981,550
N4DAB,KK4JYX,3452,3F,NFL,2,Daytona Beach CERT AR Team,13,3,C,296,88,193,577,1530
N4DBR,NA,426,1D,MI,2,NA,1,1,C,0,0,138,138,150
N4DL,NA,582,1B1,ME,2,NA,1,1,G,100,0,41,141,100
N4DLT,NA,1016,1E,NC,2,NA,2,1,G,0,139,105,244,250
N4EAR,K8ONV,1014,2A,WCF,2,NA,12,2,G,0,0,132,132,750
N4EH,WR4RW,5988,5A,NFL,2,Lake Monroe ARS,58,5,G,432,69,1037,1538,1910
N4EK,NA,4498,6A,NFL,2,Sun Country ARS,27,6,G,384,35,836,1255,1150
N4EMP,NA,436,1D,AL,2,NA,2,1,C,0,66,11,77,150
N4ENC,NA,838,3A,NC,2,TicBite ARA,3,3,G,0,17,60,77,650
N4FR,W4SQA,14290,5F,TN,5,Williamson Co. TN ARES,88,5,B,873,136,510,1519,1650
N4FRC,W1DOH,1116,2A,NFL,2,Friendship ARC,12,2,G,97,0,14,111,700
N4GAS,K4GNC,3508,3A,NC,2,Gaston Co. ARS,28,3,G,72,85,855,1012,1170
N4GG,NA,286,1D,GA,1,NA,1,1,C,110,1,14,125,50
N4GM,NA,2146,3A,NC,2,Brunswick Shores ARC,23,3,G,152,7,280,439,950
N4GSM,NA,652,1A,NC,2,Smokey Mountains AR Team,8,1,G,0,0,151,151,350
N4HAI,NA,490,1D,OH,2,NA,1,1,C,110,0,0,110,50
N4HCA,NA,466,1F,WCF,2,Hillsborough Co. ARES/RACES,6,1,C,0,0,8,8,450
N4IHS,NA,225,1B1B,WCF,5,NA,1,1,B,0,0,15,15,150
N4IQ,NA,2926,3A,SC,2,The Three Cs,4,3,B,351,0,436,787,650
N4IX,NA,330,1B1B,GA,5,NA,1,1,B,0,0,36,36,150
N4J,NA,1526,2A,SFL,2,Jupiter Lighthouse RC,12,2,G,0,25,138,163,1150
N4JAH,NA,364,1E,GA,2,NA,1,1,B,0,0,157,157,50
N4KC,NA,728,1D,AL,1,NA,1,1,C,313,0,102,415,0
N4LNR,NA,2362,2A,NC,2,Lenoir ARC & Caldwell ARES,11,2,G,200,0,406,606,750
N4M,NA,1858,3A,GA,2,Ellijay ARS,12,3,G,190,110,54,354,550
N4MGM,NA,2350,1A,AL,2,Montgomery EMA ARC,4,1,G,500,0,0,500,350
N4MI,N4HOK,2708,2A,VA,2,Goochland AR Team,27,2,G,129,0,561,690,1070
N4MRS,KM4UII,2028,3A,TN,2,Marshall Co. ARS,41,3,G,0,0,439,439,1150
N4N,NA,8412,4A,GA,2,N4N FD Grp,11,4,G,1236,70,919,2225,1350
N4NA,NA,1450,1D,TN,2,NA,1,1,C,350,0,0,350,50
N4NE,WX4EOC,3266,2AC,GA,2,Sawnee ARA,45,2,C,225,24,610,859,1050
N4NRV,NA,1626,3A,VA,2,NA,35,3,G,12,0,364,376,850
N4NVG,NA,366,1E,VA,2,NA,1,1,B,0,0,108,108,150
N4OJT,NA,200,1B1B,KY,5,NA,1,1,B,0,0,10,10,150
N4POW,NA,1028,2A,VA,2,Powhatan Area RC,15,2,G,0,0,139,139,750
N4PRS,AI4WL,1818,2A,NC,2,Pamlico ARS,29,2,G,66,0,102,168,1350
N4QX,NA,434,1B1,CT,2,NA,1,1,B,15,2,8,25,350
N4RLI,NA,600,1EB,VA,5,NA,1,1,B,40,0,0,40,200
N4RT,NA,2456,2A,AL,2,Baldwin Co. ARC,12,2,G,359,0,35,394,950
N4SBA,NA,1410,1A,SC,2,NA,12,1,G,0,0,320,320,770
N4SER,NA,1068,5F,WCF,2,Sarasota Emergency RC,7,5,C,115,47,35,197,350
N4SEV,NA,706,2A,AL,2,Limestone ARES,15,2,G,0,0,128,128,450
N4SVC,NA,7448,5E,NFL,2,NA,10,5,G,507,221,1993,2721,550
N4SWC,WB4TAL,2550,9A,NC,2,South Wake ARC,50,9,G,43,140,584,767,650
N4THM,N4IF,3274,2F,AL,2,Turkey Heaven Mtn Rptr Assn.,10,2,C,264,37,340,641,1390
N4TP,NA,11972,2A,WCF,2,Tampa ARC,35,2,G,1534,15,2213,3762,1350
N4UF,NA,2114,1B1,NFL,2,NA,1,1,G,356,0,220,576,250
N4UH,W4EXU,4522,3A,NC,2,Rowan ARS,10,3,G,600,70,366,1036,1110
N4UM,NA,1350,1E,SFL,2,NA,1,1,B,275,0,0,275,250
N4VSD,NA,350,1EB,TN,5,NA,1,1,B,20,0,0,20,150
N4WQH,NA,95,1D,VA,1,NA,1,1,C,16,0,13,29,50
N4YHC,NA,108,2D,KY,2,NA,1,2,C,0,0,29,29,50
N4ZAK,NA,725,2AB,NC,5,The Farm,4,2,B,0,0,75,75,350
N5A,NA,1740,2A,STX,2,NAQCC Central TX Chapter,9,2,G,294,0,57,351,450
N5AJD,NA,118,1D,NTX,2,NA,1,1,C,0,0,34,34,50
N5AT,NA,2302,4A,AR,2,AR Radio Emerg Svcs,48,4,G,33,40,240,313,1530
N5BB,NA,1066,2A,NTX,2,Irving ARC,17,2,B,84,0,40,124,650
N5BTC,NA,1675,3AB,STX,5,Big Thicket ARC,6,3,B,27,46,55,128,670
N5BVA,WB5L,2584,3A,AR,2,NA,40,3,G,377,0,103,480,870
N5CWA,NA,154,1E,STX,2,NA,1,1,G,0,0,27,27,100
N5DD,NA,610,1E,NTX,2,NA,1,1,B,0,10,160,170,250
N5EM,NA,1360,1EB,STX,5,NA,1,1,B,121,0,0,121,150
N5HC,NA,2050,1E,NM,2,NA,1,1,G,5,55,780,840,250
N5HDX,NA,1012,1B1,NTX,2,NA,1,1,G,184,0,13,197,250
N5HKA,NA,520,1A,CO,2,P&J RC,3,1,G,0,0,135,135,250
N5HR,WØHIP,3362,3A,STX,2,HCARC Hill Country ARC,40,3,G,307,118,181,606,1300
N5I,NA,4254,5AC,LA,2,Central LA ARC,35,5,C,376,10,830,1216,1050
N5II,NA,698,3A,LA,2,Springhill ARC LLC,6,3,G,84,0,156,240,50
N5III,NA,82,1D,MDC,2,NA,1,1,C,0,6,4,10,50
N5JSC,NA,386,1B1,LA,2,NA,1,1,G,0,0,118,118,150
N5LEA,NA,574,4A,NM,2,NA,4,4,G,0,0,42,42,490
N5MI,NA,746,1F,WTX,2,NA,10,1,C,134,0,55,189,100
N5OE,NA,450,1D,NTX,2,NA,1,1,C,100,0,0,100,50
N5PA,NA,314,1D,MS,2,NA,1,1,C,0,0,132,132,50
N5PC,N5PC,1492,3A,OK,2,Kay Co. ARC,23,3,B,0,2,197,199,1090
N5PHT,NA,374,1D,NTX,1,NA,1,1,C,162,0,0,162,50
N5PNZ,NA,54,1C,NTX,2,NA,1,1,B,0,0,2,2,50
N5PV,NA,100,1D,STX,2,NA,1,1,C,11,0,3,14,50
N5QJ,NA,370,1D,AR,2,NA,1,1,C,0,0,160,160,50
N5RCA,NA,912,2F,NTX,2,Rusk Co. ARC,12,2,C,0,0,111,111,690
N5RD,NA,4160,2A,LA,2,Minden ARA,30,2,G,202,22,1057,1281,1150
N5RP,NA,972,1E,IL,2,NA,1,1,G,182,0,97,279,50
N5RWK,NA,92,1D,STX,1,NA,1,1,C,0,0,42,42,50
N5TMT,NA,1550,2A,NM,2,Mesilla Valley RC,9,2,G,131,16,31,178,900
N5TT,N5T,8320,2A,STX,2,Williamson Co. ARC,80,2,G,1264,12,763,2039,1690
N5US,NA,104,1D,STX,2,NA,1,1,C,0,0,27,27,50
N5VDQ,NA,400,1AC,NTX,2,The Harris Herd & Fletcher Family,8,1,C,48,0,39,87,130
N5VWN,NA,160,1D,SJV,2,NA,2,1,C,17,0,21,38,50
N5VX,NA,262,1D,NC,2,NA,1,1,C,0,0,106,106,50
N5WF,NA,1474,3A,NTX,2,Wichita ARS,8,3,G,1,0,130,131,1210
N5WVR,NA,156,1D,VT,1,NA,1,1,C,0,0,106,106,50
N5YHF,NA,174,1D,STX,2,NA,1,1,C,0,6,0,6,150
N5ZO,NA,568,1D,SDG,1,NA,1,1,C,259,0,0,259,50
N6ACS,NA,2658,2A,LAX,2,LAFD ACS,20,2,G,272,0,460,732,650
N6BXO,NA,76,1D,CO,2,NA,1,1,C,0,2,9,11,50
N6CAM,NA,552,1B1,ORG,2,NA,1,1,B,1,0,39,40,470
N6CG,NA,1566,3A,ORG,2,Lee DeForest ARC,28,3,B,26,0,56,82,1350
N6CKV,NA,226,1E,SV,2,NA,1,1,G,0,0,38,38,150
N6DPL,NA,86,1D,ORG,2,NA,1,1,C,0,0,18,18,50
N6F,NA,2157,1E,SV,1,NA,18,1,G,508,0,991,1499,150
N6FMD,NA,60,1B1,SV,2,NA,1,1,B,0,0,5,5,50
N6FQ,NA,1596,3A,SDG,2,Fallbrook ARC,60,3,G,7,0,339,346,890
N6FRG (KM6ELA & N6AXQ),NA,158,2B2,SJV,2,NA,2,2,B,0,0,29,29,100
N6GA,NA,7635,3AB,LAX,5,Zuni Loop Mtn Expeditionary Force,4,3,B,653,8,75,736,650
N6IPD,K6PB,2156,2A,ORG,2,Irvine Disaster Emerg Comms,40,2,B,53,0,307,360,1330
N6IV,NA,378,1B2,SJV,2,NA,2,1,G,12,0,140,152,50
N6JF,NA,1232,1D,ID,2,NA,2,1,C,283,0,0,283,100
N6KHO (+KD6MMZ),NA,306,1B2,OR,2,NA,2,1,G,0,0,103,103,100
N6KRV,NA,760,4A,SJV,2,Sequoia ARG,5,4,G,0,0,55,55,650
N6M,NA,940,2A,SJV,2,Sierra ARC,12,2,G,16,0,13,29,850
N6MI,NA,6302,2A,SJV,2,NA,4,2,G,943,6,778,1727,950
N6N,NA,4852,2F,SDG,2,Point Loma Radio Operators Grp,6,2,C,835,30,271,1136,850
N6NA,NA,1754,3A,SV,2,River City ARCS,12,3,B,7,0,278,285,1170
N6NKO,NA,346,1E,WI,2,NA,1,1,B,0,15,18,33,250
N6OIL,NA,192,1B1,ORG,2,NA,1,1,B,0,0,21,21,150
N6OV,NA,1032,2A,ORG,2,Bishop ARC,8,2,B,11,0,69,80,850
N6QQ,NA,294,1D,LAX,1,NA,1,1,C,19,0,206,225,50
N6R,NA,7332,10A,SB,2,VCARS &  SSARC &  SCCC,136,10,G,534,27,1564,2125,1960
N6RAE,NA,704,4A,ORG,2,Redlands Area Radio Enthusiasts,33,4,B,0,0,17,17,670
N6REK,NA,188,1D,SB,2,NA,1,1,C,0,0,19,19,150
N6ROR,NA,1472,3A,SDG,2,Ramona Outback ARS,47,3,B,0,23,165,188,1050
N6SD,N6WB,4682,2A,SDG,2,Escondido ARS,50,2,G,607,2,408,1017,1430
N6SJV,NA,2402,11A,SJV,2,Lodi ARC,31,11,G,76,58,148,282,1570
N6SSF,NA,1218,3F,SCV,2,South San Francosco CERT Comms Team,14,3,C,0,0,84,84,1050
N6TCZ,NA,13,1D,LAX,1,NA,1,1,C,1,0,11,12,0
N6VNO,NA,280,1B1B,SCV,5,NA,1,1,B,18,0,0,18,100
N6VSS,NA,1776,1A,EB,1,Breakfast Club,3,1,G,390,0,546,936,450
N6VT,NA,356,1B1,IL,2,NA,1,1,B,41,0,21,62,150
N6WT,NA,484,1E,SB,1,NA,1,1,G,106,0,122,228,150
N6XDX,NA,264,1B1,SDG,2,NA,1,1,B,0,0,57,57,150
N7A,NA,1496,1F,NV,2,Amargosa ARC,8,1,C,15,55,83,153,1050
N7AN,NA,1368,2A,WWA,2,The Chuckanuts,5,2,G,276,0,7,283,250
N7BBX,NA,1110,2A,WWA,2,Clark Co. WA ARES/RACES Team 3,9,2,B,0,16,98,114,850
N7BRJ,NA,240,1B2B,VA,5,NA,2,1,B,0,1,26,27,100
N7C,NA,232,4AC,WWA,2,ToorCamp,50,4,C,0,0,41,41,150
N7CFO,NA,384,1B1,WWA,2,NA,1,1,B,0,0,42,42,300
N7DB,NA,832,1E,OR,2,NA,1,1,G,109,0,73,182,250
N7DLV,NA,1086,1B1,WWA,2,NA,1,1,B,0,0,318,318,450
N7EI,NA,894,2AC,OR,2,Columbia ARA,11,2,C,0,0,372,372,150
N7ESU,NA,590,1D,ID,2,NA,1,1,C,0,135,0,135,50
N7FAN,NA,162,1D,AZ,2,NA,1,1,C,0,0,6,6,150
N7GCR,NA,718,2A,WY,2,Carbon Co,14,2,G,0,0,134,134,450
N7GDE,NA,1328,4A,WWA,2,Radio Amateurs of Skagit Co,35,4,B,20,0,69,89,1110
N7GTE,NA,173,1D,UT,1,NA,1,1,C,0,0,123,123,50
N7IG,NA,1902,2A,WWA,2,West Sound ARC,38,2,B,25,0,166,191,1470
N7IZM,NA,36,1D,AZ,2,NA,2,1,C,0,0,18,18,0
N7JN,NA,716,2A,WWA,2,San Juan Co. ARS,22,2,G,24,0,35,59,550
N7KE,NA,2044,1A,EWA,2,RC of Redmond,5,1,G,114,0,419,533,750
N7KEG,NA,1400,1A,AZ,2,Keg of Beer Grp,12,1,B,35,41,338,414,420
N7LE,N7XU,5382,2A,OR,2,Central OR DX Club,16,2,G,855,11,514,1380,890
N7MO,NA,1272,1E,EWA,2,NA,1,1,B,70,87,47,204,550
N7MU,NA,142,1D,WWA,2,NA,1,1,C,17,0,12,29,50
N7MZW,NA,924,1D,WY,2,NA,1,1,C,0,0,437,437,50
N7N,NY7S,5268,4A,AZ,2,NA,48,4,G,877,0,275,1152,1210
N7NB,NA,940,1EB,WWA,5,NA,1,1,B,67,2,0,69,250
N7NEV,NA,520,1EB,AZ,5,NA,1,1,B,4,2,2,8,450
N7OEM,NA,1610,3F,AZ,2,Radio Soc. Of Tucson,30,3,C,242,0,46,288,550
N7ORM,NA,468,1AC,ID,2,NA,3,1,C,0,85,39,124,50
N7PR,NA,346,1E,SV,2,NA,3,1,G,74,0,0,74,50
N7QLK,NA,130,1D,VA,2,NA,1,1,C,0,0,40,40,50
N7QT,NA,5272,1A,EWA,2,WWDXC,3,1,G,1001,0,159,1160,950
N7QXO,NA,602,2B2,OR,2,NA,2,2,B,0,0,26,26,550
N7RB,KE7VUX,984,2A,MT,2,Capital City ARC,32,2,B,0,0,97,97,790
N7WAH,W7ERY,3790,2AB,WWA,5,Wahkiakum ARC,16,2,B,0,173,116,289,1480
N7WY,NA,700,1B1,WY,2,NA,1,1,B,146,0,33,179,50
N8ARA,NA,1388,3A,OH,2,Newark ARA,28,3,G,0,0,169,169,1050
N8ARG,N8TCP,2656,3A,OH,2,Splinter Grp ARC,8,3,G,210,160,173,543,830
N8BB,NA,2720,1EB,MI,5,NA,1,1,B,267,0,0,267,50
N8BC,NA,7986,5A,OH,2,Lake Co. ARA,21,5,G,1191,0,986,2177,1250
N8BV,NA,1100,1E,OH,2,NA,1,1,G,0,0,525,525,50
N8DXC,NA,138,1E,MI,2,NA,1,1,G,0,1,17,18,100
N8FYL,NA,1384,1D,MI,2,NA,1,1,C,302,6,1,309,150
N8GGO,NA,200,1E,MI,2,NA,1,1,G,0,0,25,25,150
N8HWV,NA,74,1D,WI,2,NA,1,1,C,4,0,4,8,50
N8II,NA,1592,1D,WV,2,NA,1,1,C,199,0,373,572,50
N8IW,NA,1106,2A,OH,2,Just Havin Fun Contesters,4,2,G,226,0,76,302,50
N8KD,NA,2580,1B1,MI,2,NA,1,1,G,554,0,7,561,350
N8LC,NA,2328,3A,MI,2,L'Anse Creuse ARC,12,3,G,282,0,175,457,850
N8LWF,NA,66,1D,OH,2,NA,1,1,C,0,0,8,8,50
N8M (K8BCI & KC8BPE),NA,760,2B2B,OH,5,NA,2,2,B,1,0,40,41,550
N8NC,NA,2230,5AB,OH,5,North Coast ARC,25,5,B,0,0,296,296,750
N8OQ,NA,575,1EB,VA,5,NA,1,1,B,0,0,65,65,250
N8OVI,NA,852,1A,MI,2,Novi ARC,4,1,G,95,0,11,106,450
N8PFK,NA,614,1E,MI,2,NA,1,1,G,0,0,232,232,150
N8PVL,NA,110,1E,MI,2,NA,1,1,B,0,0,30,30,50
N8PW,NA,5950,1B2B,OH,5,NA,2,1,B,560,0,0,560,350
N8RY,NA,346,1D,MI,1,NA,1,1,C,3,0,290,293,50
N8SE,NA,952,7F,MI,2,Metro Detroit SATERN,12,7,C,0,68,165,233,350
N8SL,N8CAL,5556,4A,MI,2,South Lyon Area ARC,62,4,G,355,86,1191,1632,1410
N8TFD,NA,288,1C,OH,2,NA,1,1,B,44,0,31,75,50
N8VZ/3,NA,168,1B1C,DE,2,NA,1,1,C,0,0,49,49,70
N8YQM,NA,224,1E,OH,2,NA,1,1,G,3,0,31,34,150
N8YRE,NA,96,1B1,OH,2,NA,1,1,B,0,0,23,23,50
N8ZR,NA,3176,2A,WV,2,Cacapon S at Cacapon State Park,3,2,G,617,0,129,746,450
N8ZVX,NA,485,1B1B,MI,5,NA,1,1,B,0,0,47,47,250
N9A,NA,1740,4A,IN,2,Dubois Co. ARG,34,4,G,0,54,157,211,1210
N9AU,NA,8924,2A,WI,2,MM Expeditionary Force,7,2,G,1660,15,637,2312,950
N9AW,NA,4306,2A,WI,2,W/K ARC of Greater Milwaukee,10,2,G,406,259,98,763,1450
N9BT,NA,530,1EB,IL,5,NA,1,1,B,38,0,0,38,150
N9CCA,NA,1540,2AC,IN,2,Clay Co. AuxComm,6,2,C,55,3,79,137,1150
N9DIJ,NA,74,1D,WI,2,NA,1,1,C,0,0,12,12,50
N9EAX,NA,410,1D,WI,2,NA,2,1,C,0,12,96,108,170
N9EOC,NA,1032,3A,IN,2,Central IN ARA,13,3,G,0,0,91,91,850
N9EP/7,NA,595,1B1B,MT,5,NA,1,1,B,34,0,1,35,250
N9EZ,NA,1742,1B2,MI,2,NA,2,1,G,398,0,0,398,150
N9GTC,NA,1468,3A,WI,2,Gateway Technical College ARC,23,3,G,22,0,205,227,970
N9IO,NA,208,1D,IL,1,NA,1,1,C,104,0,0,104,0
N9JM,KD9JAQ,1786,4A,IN,2,Whitewater Valley ARC,12,4,G,0,2,334,336,1110
N9LEO,NA,462,1D,IN,2,NA,1,1,C,103,0,0,103,50
N9MS,NA,796,2A,WI,2,Low Flying Objects RC,4,2,B,124,3,19,146,250
N9NB,KN4FEB,10998,2A,VA,2,Riner FD Grp,7,2,G,1652,13,1484,3149,1370
N9NM,NA,1350,1D,STX,2,NA,1,1,C,325,0,0,325,50
N9NS,W9RCA,11876,3A,IN,2,Indianapolis RC,56,3,G,1346,42,2307,3695,1710
N9OF,NA,990,1D,STX,2,NA,1,1,C,235,0,0,235,50
N9QID,NA,288,3D,MI,2,NA,5,3,C,0,0,109,109,70
N9RJV,KD9HIL,3694,2A,IL,2,Schaumburg ARC,35,2,G,610,0,382,992,490
N9VI,N9BCP,1858,2A,IN,2,NA,23,2,G,0,0,454,454,950
N9XAU,NA,570,1EB,IN,5,NA,1,1,B,32,0,0,32,250
N9XH,NA,770,2AC,WI,2,Polk Co. ARA,23,2,C,0,0,100,100,570
N9ZG,NA,394,1E,SC,2,NA,2,1,G,36,0,0,36,250
N9ZI,NA,1550,1EB,IN,5,NA,1,1,B,150,0,0,150,50
NA1GB,NA,614,1C,EMA,2,NA,2,1,B,78,0,76,154,150
NA1RA,N1KWV,1466,2F,CT,2,Northville ARA,30,2,G,85,76,106,267,610
NA1RL,NA,536,1A,CT,2,Newington ARL,7,1,G,30,0,33,63,350
NA3DX,NA,5760,2EB,MDC,5,NA,6,2,B,500,0,0,500,760
NA4CC,NA,2466,2AC,NC,2,NA,8,2,C,24,13,634,671,1050
NA4DC,NA,4608,3A,SFL,2,Davie & Cooper City ARC,20,3,G,654,1,419,1074,1150
NA4SO,NA,490,1B1B,GA,5,NA,1,1,B,24,0,0,24,250
NA6AA,NA,58,1D,SDG,2,NA,2,1,C,0,0,4,4,50
NA8SA,NA,740,1A,OH,2,NASA Glenn ARC,15,1,G,0,3,74,77,580
NA9U,KC9TEW,6648,2A,IN,2,NA9U Grp,16,2,G,1034,0,841,1875,830
NA9VY,NA,384,1E,IN,2,NA,1,1,G,0,0,67,67,250
NAØPW,KEØCCJ,3102,2A,CO,2,Pueblo West ARC,25,2,B,474,0,98,572,1010
NB3A,NA,76,1C,VA,2,NA,1,1,G,0,0,13,13,50
NB3I,NA,3052,1B1,EPA,2,NA,1,1,G,725,0,1,726,150
NB3T,NA,3334,7A,VA,2,NA,9,7,B,40,42,718,800,1570
NC2PD,NA,932,2AC,NLI,2,NA,12,2,C,0,0,161,161,610
NC4AR,NA,410,2A,NC,2,NA,8,2,G,0,0,30,30,350
NC4MI,NA,200,1D,NC,2,NA,1,1,C,0,3,69,72,50
NC4ML,NA,2894,3A,NC,2,Moore Co. ARS,50,3,G,0,248,326,574,1250
NC4OC,NA,2044,4A,NC,2,Onslow ARC,18,4,G,0,76,115,191,1510
NC4PC,WA3IRG,3266,3A,NC,2,Hampstead Hams,21,3,G,187,239,181,607,1200
NC4RT,NA,2110,1EB,NC,5,NA,1,1,B,186,0,0,186,250
NC4TX,NA,1210,1A,NC,2,NC Rptr Assn.,3,1,B,0,0,370,370,470
NC6DX,NA,448,1E,SV,2,NA,3,1,G,81,0,37,118,50
NC6V,NA,654,1E,ORG,2,NA,1,1,B,101,0,0,101,250
NC7G,WA7ST,2274,3A,WWA,2,Highline ARC,20,3,B,187,18,142,347,1170
NCØA,NA,1040,2A,CO,2,Royal Gorge ARC,6,2,G,147,0,1,148,450
NCØB,NA,644,1C,CO,2,NA,1,1,G,0,0,272,272,100
ND1U,NA,594,1A,IN,2,Notre Dame Radio Soc.,3,1,B,0,0,72,72,450
ND4Y,NA,2246,1D,KY,2,NA,1,1,C,270,0,558,828,50
NE3I,NA,1765,1EB,EPA,5,NA,1,1,B,105,0,33,138,550
NE3R,NA,1945,1EB,MDC,5,NA,4,1,B,151,0,5,156,410
NE4ST,NA,984,2A,KY,2,Scott Co. ARES,13,2,G,0,0,17,17,950
NE7D,NA,3426,2B2C,OR,2,NA,2,2,C,844,0,0,844,50
NE8J,NA,498,1D,MI,2,NA,1,1,C,112,0,0,112,50
NEØDB,NA,146,1D,CO,2,NA,2,1,C,0,0,48,48,50
NF3R,NA,1626,1E,EPA,2,NA,1,1,G,20,7,734,761,50
NF4J,NA,1810,3AC,AL,2,Mobile ARC MARC,8,3,C,165,30,140,335,750
NF8M,NA,170,1B1B,MI,5,NA,1,1,B,2,0,0,2,150
NI1X,WA1NPO,2354,4A,EMA,2,Whitman ARC,37,4,G,255,0,317,572,700
NI1Y,NA,970,1E,TN,2,NA,5,1,B,10,0,90,100,750
NI2S,NA,3182,1F,NNJ,2,Parsippany OEM RACES Team,17,1,C,0,0,1016,1016,1150
NI5T,NA,12790,2E,NM,2,NA,3,2,G,2467,0,1186,3653,550
NI9M,NA,2318,3E,IL,2,NA,6,3,G,390,27,0,417,650
NJ2AR,NA,1010,4AC,SNJ,2,Jersey Shore ARS,26,4,C,120,0,170,290,190
NJ2SP,KD2FSI,5515,3AB,NNJ,5,South Plainfield ARC,14,3,B,340,5,155,500,1290
NJ6A,NA,122,1E,ORG,2,NA,3,1,G,0,0,11,11,100
NJ7W,NA,130,1E,WWA,2,NA,1,1,B,20,0,0,20,50
NK8O,NA,1000,1B1,KS,2,NA,1,1,G,152,0,21,173,350
NM5EV,NA,528,3A,NM,2,Estancia Valley ARA,3,3,B,6,0,27,33,450
NM5FD,NA,1440,1E,NM,2,NA,17,1,B,3,41,257,301,750
NM5HD,NA,1334,2A,NM,2,High Desert ARC,4,2,G,0,21,25,46,1200
NM8RC,NA,816,3F,MI,2,NA,20,3,C,0,21,91,112,550
NN4SA,NA,1976,2A,AL,2,NA,16,2,B,123,27,113,263,1150
NN4VA,NA,922,3A,VA,2,Westmoreland ARC,26,3,G,0,0,136,136,650
NN7NN,NA,438,1E,SV,2,NA,3,1,G,84,0,26,110,50
NN9X,NA,784,1E,IN,2,NA,4,1,B,0,105,97,202,170
NO4GA,NA,1110,4AB,GA,5,North GA QRP Club,11,4,B,15,10,42,67,650
NO4Q,NA,1256,2F,TN,2,NA,9,2,C,0,29,45,74,1050
