call,final_score,class,total_qsos,power_multiplier,gota_call,section,number_of_participants,club_name,transmitters,year,power_source,total_cw_qsos,total_digital_qsos,total_phone_qsos,bonus_points,checklog_y_n,x17
K3DRC,828,3A,151,2,NA,MDC,11,Delmarva ARC,3,2010,NA,NA,NA,NA,NA,NA,NA
K3EMD,1322,3A,214,2,NA,MDC,19,Easton ARS,3,2010,NA,NA,NA,NA,NA,NA,NA
K3ERM,1382,2A,270,2,NA,MDC,15,Frederick ARC,2,2010,NA,NA,NA,NA,NA,NA,NA
K3FI,1658,3A,372,2,NA,EPA,15,Holmesburg ARC,3,2010,NA,NA,NA,NA,NA,NA,NA
K3FLT,2110,4A,420,2,NA,EPA,20,NA,4,2010,NA,NA,NA,NA,NA,NA,NA
K3GT,2486,4A,479,2,W3EXW,WPA,68,North Hills ARC,4,2010,NA,NA,NA,NA,NA,NA,NA
K3GWK,360,1D,155,2,NA,GA,1,NA,1,2010,NA,NA,NA,NA,NA,NA,NA
K3HH,1402,1A,294,2,NA,MDC,3,Hanburger's Helpers ARC,1,2010,NA,NA,NA,NA,NA,NA,NA
K3HX,1405,1EB,132,5,NA,WPA,1,NA,1,2010,NA,NA,NA,NA,NA,NA,NA
K3IEC,1576,3AC,426,2,NA,EPA,16,Cumberland ARC,3,2010,NA,NA,NA,NA,NA,NA,NA
K3IR,2610,4A,616,2,NA,EPA,11,Southern PA ARC,4,2010,NA,NA,NA,NA,NA,NA,NA
K3LV,1924,3A,422,2,NA,EPA,32,LVSRA / AARG,3,2010,NA,NA,NA,NA,NA,NA,NA
K3MAF,148,1D,49,2,NA,VA,1,NA,1,2010,NA,NA,NA,NA,NA,NA,NA
K3MJW,5700,3E,1768,2,NA,WPA,12,NA,3,2010,NA,NA,NA,NA,NA,NA,NA
K3NEM,5654,3A,1308,2,W3GR,MDC,25,ARC of the National Electronics Museum,3,2010,NA,NA,NA,NA,NA,NA,NA
K3ONW,1358,1C,302,2,NA,EPA,1,NA,1,2010,NA,NA,NA,NA,NA,NA,NA
K3ORS,428,1E,114,2,NA,TN,1,NA,1,2010,NA,NA,NA,NA,NA,NA,NA
K3PH,260,1EB,1,5,NA,EPA,1,NA,1,2010,NA,NA,NA,NA,NA,NA,NA
K3PSG,1524,4A,383,2,NA,WPA,22,Butler Cty AR Public Service Group,4,2010,NA,NA,NA,NA,NA,NA,NA
K3QBD,2138,1A,434,2,NA,DE,12,First State ARC,1,2010,NA,NA,NA,NA,NA,NA,NA
K3QY,1132,2A,416,2,NA,KY,4,Koomer Ridge Contesters,2,2010,NA,NA,NA,NA,NA,NA,NA
K3RLL,850,1EB,60,5,NA,WPA,1,NA,1,2010,NA,NA,NA,NA,NA,NA,NA
K3SMD,1110,2A,140,2,NA,MDC,9,Charles Cty ARC,2,2010,NA,NA,NA,NA,NA,NA,NA
K3SMT,1352,3A,379,2,NS3HS,WPA,25,Somerset Cty ARC,3,2010,NA,NA,NA,NA,NA,NA,NA
K3TAR,1008,2A,379,2,NA,EPA,6,TARA,2,2010,NA,NA,NA,NA,NA,NA,NA
K3TEZ,378,2A,54,2,NA,MDC,9,Heritage Harbour ARS,2,2010,NA,NA,NA,NA,NA,NA,NA
K3TI,1188,3E,139,2,NA,EPA,5,NA,3,2010,NA,NA,NA,NA,NA,NA,NA
K3TM,3130,1B1,745,2,NA,MDC,1,NA,1,2010,NA,NA,NA,NA,NA,NA,NA
K3TTK,1954,3A,595,2,NA,WPA,20,Fort Armstrong Wireless Assn,3,2010,NA,NA,NA,NA,NA,NA,NA
K3TW,600,1B1B,45,5,NA,NFL,1,NA,1,2010,NA,NA,NA,NA,NA,NA,NA
K3VED,130,1D,65,2,NA,WPA,1,NA,1,2010,NA,NA,NA,NA,NA,NA,NA
K3WGR,1794,1B2,422,2,NA,EPA,2,NA,1,2010,NA,NA,NA,NA,NA,NA,NA
K3WW,3678,1D,1029,2,NA,EPA,1,NA,1,2010,NA,NA,NA,NA,NA,NA,NA
K3YTL,5872,4A,1736,2,W3MTP,EPA,31,Murgas ARC,4,2010,NA,NA,NA,NA,NA,NA,NA
K3ZMC,3642,3AC,1109,2,N3WXW,EPA,65,Pottstown Area ARC,3,2010,NA,NA,NA,NA,NA,NA,NA
K3ZZ,8725,2B2B,1188,5,NA,MDC,2,NA,2,2010,NA,NA,NA,NA,NA,NA,NA
K4ACW,1764,2A,411,2,WN4S,GA,11,Jasper RC,2,2010,NA,NA,NA,NA,NA,NA,NA
K4BFT,17140,4A,5506,2,KI4PMW,AL,39,Huntsville ARC,4,2010,NA,NA,NA,NA,NA,NA,NA
K4BKV,3598,3A,626,2,W1LBV,NFL,34,Hernando Cty ARA,3,2010,NA,NA,NA,NA,NA,NA,NA
K4BT,4172,3A,1179,2,NA,NFL,32,Orange Park ARC,3,2010,NA,NA,NA,NA,NA,NA,NA
K4BW,1786,2A,336,2,NA,VA,23,Eastern Shore ARC,2,2010,NA,NA,NA,NA,NA,NA,NA
K4CO,2008,4A,470,2,NA,KY,24,Northern KY ARC,4,2010,NA,NA,NA,NA,NA,NA,NA
K4CPO,1668,3A,212,2,NA,TN,32,Nashville ARC Inc,3,2010,NA,NA,NA,NA,NA,NA,NA
K4CQ,4692,2A,1072,2,NA,VA,30,Lynchburg ARC,2,2010,NA,NA,NA,NA,NA,NA,NA
K4CSS,172,1E,36,2,NA,AL,1,NA,1,2010,NA,NA,NA,NA,NA,NA,NA
K4CYP,2530,5A,546,2,NA,NC,26,Wayne Cty ARA,5,2010,NA,NA,NA,NA,NA,NA,NA
K4D,1129,5A,169,1,NA,NFL,10,Duval Cty ARES/BARS,5,2010,NA,NA,NA,NA,NA,NA,NA
K4DEY,2212,3A,392,2,NA,AL,11,Lillian ARG,3,2010,NA,NA,NA,NA,NA,NA,NA
K4EG,6138,2A,1533,2,W4VGZ,NC,30,Alamance ARC,2,2010,NA,NA,NA,NA,NA,NA,NA
K4EX,4368,2AC,1049,2,N3OS,WCF,16,East Pasco ARS,2,2010,NA,NA,NA,NA,NA,NA,NA
K4FAU,1320,2A,314,2,WB4QN,SFL,30,FL Atlantic Univ ARC/BRARA,2,2010,NA,NA,NA,NA,NA,NA,NA
K4FC,15902,7A,4977,2,WN4AMO,NFL,46,Lake ARA,7,2010,NA,NA,NA,NA,NA,NA,NA
K4FUN,5926,3A,1433,2,NA,TN,52,Stones River ARC,3,2010,NA,NA,NA,NA,NA,NA,NA
K4GDW,212,1E,31,2,NA,AL,1,NA,1,2010,NA,NA,NA,NA,NA,NA,NA
K4GNV,1596,2A,290,2,KC4MHH,NFL,20,Gainesville ARS,2,2010,NA,NA,NA,NA,NA,NA,NA
K4GOP,82,1D,41,2,NA,NFL,1,NA,1,2010,NA,NA,NA,NA,NA,NA,NA
K4GRE,190,1E,20,2,NA,SC,1,NA,1,2010,NA,NA,NA,NA,NA,NA,NA
K4GSO,4234,6A,1414,2,NA,NFL,20,Silver Springs RC,6,2010,NA,NA,NA,NA,NA,NA,NA
K4HAO,772,3A,351,2,NA,GA,7,Four Rivers ARC,3,2010,NA,NA,NA,NA,NA,NA,NA
K4HH,3838,3A,1154,2,KJ4IKN,KY,32,NA,3,2010,NA,NA,NA,NA,NA,NA,NA
K4HJ,1112,3AC,222,2,NA,KY,16,Stubblefield Repeater Club,3,2010,NA,NA,NA,NA,NA,NA,NA
K4HRS,6658,2A,1758,2,WA4AQV,SFL,24,Harris Intersil ARC,2,2010,NA,NA,NA,NA,NA,NA,NA
K4HSM,1118,1A,324,2,NA,TN,8,NA,1,2010,NA,NA,NA,NA,NA,NA,NA
K4HY,2370,1A,510,2,NA,KY,20,Owensboro ARC,1,2010,NA,NA,NA,NA,NA,NA,NA
K4II,2448,3A,559,2,NA,SC,32,Spartanburg ARC,3,2010,NA,NA,NA,NA,NA,NA,NA
K4IJK,86,1D,18,2,NA,RI,1,NA,1,2010,NA,NA,NA,NA,NA,NA,NA
K4IU,114,1D,16,2,NA,MN,1,NA,1,2010,NA,NA,NA,NA,NA,NA,NA
K4JJ,9540,3A,2924,2,NF4GA,GA,246,North Fulton AR League,3,2010,NA,NA,NA,NA,NA,NA,NA
K4JWM,300,1EB,30,5,NA,AL,1,NA,1,2010,NA,NA,NA,NA,NA,NA,NA
K4K,1020,2A,135,2,NA,KY,12,River City ARA,2,2010,NA,NA,NA,NA,NA,NA,NA
K4KDJ,480,2A,115,2,NA,VA,4,Virginia Tech ARA,2,2010,NA,NA,NA,NA,NA,NA,NA
K4KJQ,1020,3A,237,2,NA,KY,19,Bluegrass ARS,3,2010,NA,NA,NA,NA,NA,NA,NA
K4KNS,1514,2AC,308,2,WE4GW,GA,52,Columbia Cty ARC,2,2010,NA,NA,NA,NA,NA,NA,NA
K4KSR,2360,1EB,201,5,NA,VA,1,NA,1,2010,NA,NA,NA,NA,NA,NA,NA
K4LDI,2896,3A,805,2,NA,GA,19,Ellijay ARS,3,2010,NA,NA,NA,NA,NA,NA,NA
K4LKL,3268,3A,649,2,K1DU,WCF,40,Lakeland ARC,3,2010,NA,NA,NA,NA,NA,NA,NA
K4LKW,1176,3A,100,2,NA,WCF,26,Lake Wales Repeater Assn,3,2010,NA,NA,NA,NA,NA,NA,NA
K4LRA,5092,2A,1285,2,NA,SFL,18,Lighthouse AR Alliance,2,2010,NA,NA,NA,NA,NA,NA,NA
K4LRG,13674,5A,3757,2,AJ4EY,VA,57,Loudoun ARG,5,2010,NA,NA,NA,NA,NA,NA,NA
K4M,8852,2A,2359,2,W4PQ,NC,15,CARS,2,2010,NA,NA,NA,NA,NA,NA,NA
K4MN,6190,2A,1567,2,KA4ULH,NC,30,Cape Fear ARS,2,2010,NA,NA,NA,NA,NA,NA,NA
K4MSU,3968,2F,931,2,W4GZ,KY,46,Murray State Univ ARC,2,2010,NA,NA,NA,NA,NA,NA,NA
K4NAB,1750,2A,338,2,NA,SC,11,North Augusta - Belvedere RC,2,2010,NA,NA,NA,NA,NA,NA,NA
K4NGA,1065,1B2B,121,5,NA,GA,2,NA,1,2010,NA,NA,NA,NA,NA,NA,NA
K4NRC,1890,3A,476,2,K4PMR,GA,32,Bill Gremillion Memorial RC,3,2010,NA,NA,NA,NA,NA,NA,NA
K4NVA,8372,3A,2120,2,NQ4K,VA,25,Sterling Park ARC,3,2010,NA,NA,NA,NA,NA,NA,NA
K4OGB,1008,2A,310,2,NA,NC,14,Stanly Cty ARC,2,2010,NA,NA,NA,NA,NA,NA,NA
K4OL,100,1D,50,2,NA,GA,1,NA,1,2010,NA,NA,NA,NA,NA,NA,NA
K4OO,5620,2A,1438,2,NA,VA,10,Smith Chart ARS,2,2010,NA,NA,NA,NA,NA,NA,NA
K4ORE,1778,6A,309,2,NA,TN,15,Clarksville Operating Radio Enthusiasts,6,2010,NA,NA,NA,NA,NA,NA,NA
K4OZK,684,4A,93,2,NA,AL,6,Ozark Repeater Assn,4,2010,NA,NA,NA,NA,NA,NA,NA
K4PAR,316,2AC,58,2,NA,GA,8,Piedmont ARES,2,2010,NA,NA,NA,NA,NA,NA,NA
K4PAY,996,3A,206,2,NA,VA,7,NA,3,2010,NA,NA,NA,NA,NA,NA,NA
K4PCC,1464,2A,271,2,NA,NC,9,Pitt Community College ARC,2,2010,NA,NA,NA,NA,NA,NA,NA
K4PJ,4754,2F,1093,2,NA,TN,35,Oak Ridge ARC,2,2010,NA,NA,NA,NA,NA,NA,NA
K4PMH,3078,1A,811,2,NA,VA,13,Page Valley ARC,1,2010,NA,NA,NA,NA,NA,NA,NA
K4QXX,1636,1A,559,2,NA,KY,4,Transplanted Vertical,1,2010,NA,NA,NA,NA,NA,NA,NA
K4R,4054,7A,1062,2,KJ4O,GA,75,MGRA & CGARC,7,2010,NA,NA,NA,NA,NA,NA,NA
K4RAN,2890,3A,1070,2,NA,AL,10,Randolph Cty  Emergency RC,3,2010,NA,NA,NA,NA,NA,NA,NA
K4RC,4834,2A,1232,2,K6OWD,VA,31,Williamsburg Area ARC,2,2010,NA,NA,NA,NA,NA,NA,NA
K4RDU,2700,1B1B,250,5,NA,VA,1,NA,1,2010,NA,NA,NA,NA,NA,NA,NA
K4RET (+N4MJM),880,1B2B,156,5,NA,VA,2,NA,1,2010,NA,NA,NA,NA,NA,NA,NA
K4RFE,750,1E,150,2,NA,TN,1,NA,1,2010,NA,NA,NA,NA,NA,NA,NA
K4RFT,6182,3A,1355,2,N4MJ,TN,18,Reelfoot ARC,3,2010,NA,NA,NA,NA,NA,NA,NA
K4RT,80,1D,20,2,NA,VA,1,NA,1,2010,NA,NA,NA,NA,NA,NA,NA
K4SWR,1360,5A,250,2,NA,NC,30,Johnston Cty ARS,5,2010,NA,NA,NA,NA,NA,NA,NA
K4T,2320,3A,655,2,NA,GA,5,Black Rock Mountain FD Group,3,2010,NA,NA,NA,NA,NA,NA,NA
K4TAK,78,2D,14,2,NA,TN,1,NA,2,2010,NA,NA,NA,NA,NA,NA,NA
K4TG,1920,2F,449,2,KY4LAW,KY,9,Anderson RC,2,2010,NA,NA,NA,NA,NA,NA,NA
K4TLH,2884,2A,569,2,NA,NFL,70,Tallahassee ARS,2,2010,NA,NA,NA,NA,NA,NA,NA
K4TN,2716,3A,530,2,KJ4GEK,WCF,32,Brandon ARS,3,2010,NA,NA,NA,NA,NA,NA,NA
K4TNS,874,2A,82,2,W4TDE,AL,6,Jim Bell Wireless Assn,2,2010,NA,NA,NA,NA,NA,NA,NA
K4TS,10450,8A,2938,2,NX4Q,VA,49,Rappahannock Valley ARC,8,2010,NA,NA,NA,NA,NA,NA,NA
K4UB,672,1D,336,2,NA,GA,1,NA,1,2010,NA,NA,NA,NA,NA,NA,NA
K4UOL,556,2E,182,2,NA,KY,2,NA,2,2010,NA,NA,NA,NA,NA,NA,NA
K4US,1488,5A,244,2,NA,VA,7,Mount Vernon ARC,5,2010,NA,NA,NA,NA,NA,NA,NA
K4VRC,3428,2A,679,2,KI4DYE,NFL,60,The Villages ARC,2,2010,NA,NA,NA,NA,NA,NA,NA
K4W,4900,5A,1263,2,KD4GMK,WCF,25,Highlands Cty  ARC,5,2010,NA,NA,NA,NA,NA,NA,NA
K4WAK,2278,2A,460,2,NA,NFL,12,Sportsman's Paradise ARC,2,2010,NA,NA,NA,NA,NA,NA,NA
K4WD,2230,2A,602,2,NA,SC,18,Keowee-Toxaway ARC,2,2010,NA,NA,NA,NA,NA,NA,NA
K4WO,2976,3A,799,2,NA,NC,30,Albemarle ARS,3,2010,NA,NA,NA,NA,NA,NA,NA
K4WOC,2082,7A,290,2,NA,GA,30,Cherokee Capital ARS,7,2010,NA,NA,NA,NA,NA,NA,NA
K4WOP,2134,1E,471,2,NA,VA,2,NA,1,2010,NA,NA,NA,NA,NA,NA,NA
K4WW,1650,1E,450,2,NA,KY,1,NA,1,2010,NA,NA,NA,NA,NA,NA,NA
K4XD,698,1B1C,236,2,NA,NC,1,NA,1,2010,NA,NA,NA,NA,NA,NA,NA
K4XDX,252,1D,101,2,NA,VA,1,NA,1,2010,NA,NA,NA,NA,NA,NA,NA
K4XY,10358,4A,3075,2,K4HTA,VA,127,Vienna Wireless Society,4,2010,NA,NA,NA,NA,NA,NA,NA
K4YM,1692,3A,336,2,NA,VA,14,Rappahannock ARA,3,2010,NA,NA,NA,NA,NA,NA,NA
K4ZK,2018,2A,584,2,NA,SFL,42,Martin Cty ARES/MCARA,2,2010,NA,NA,NA,NA,NA,NA,NA
K4ZKS,28,1D,11,2,NA,WCF,1,NA,1,2010,NA,NA,NA,NA,NA,NA,NA
K5ABI,1396,2F,343,2,KF5HLA,WTX,45,Key City ARC,2,2010,NA,NA,NA,NA,NA,NA,NA
K5ARC,5064,2A,1201,2,NA,LA,35,Ascension ARC,2,2010,NA,NA,NA,NA,NA,NA,NA
K5BAY,1580,4F,445,2,K5MRM,STX,26,Baytown ARC,4,2010,NA,NA,NA,NA,NA,NA,NA
K5BED,2276,2A,416,2,NA,NTX,48,Bedford ARC,2,2010,NA,NA,NA,NA,NA,NA,NA
K5BS,1090,1AB,82,5,NA,STX,25,Tidelands ARS,1,2010,NA,NA,NA,NA,NA,NA,NA
K5BWD,1876,3A,422,2,AE5HP,NTX,40,Brownwood ARC,3,2010,NA,NA,NA,NA,NA,NA,NA
K5BZH,832,1D,230,2,NA,WTX,1,NA,1,2010,NA,NA,NA,NA,NA,NA,NA
K5DCM,285,1EB,37,5,NA,AR,1,NA,1,2010,NA,NA,NA,NA,NA,NA,NA
K5DF,10060,3AB,928,5,NA,LA,30,NA,3,2010,NA,NA,NA,NA,NA,NA,NA
K5DM,810,1A,247,2,NA,NTX,21,Texins ARC/Richardson Wireless Klub,1,2010,NA,NA,NA,NA,NA,NA,NA
K5DX,5358,2A,1411,2,K5UO,STX,20,Texas DX Society,2,2010,NA,NA,NA,NA,NA,NA,NA
K5ECX,506,1D,114,2,NA,NTX,1,NA,1,2010,NA,NA,NA,NA,NA,NA,NA
K5EOK,6554,3A,1846,2,NA,OK,76,Edmond ARS,3,2010,NA,NA,NA,NA,NA,NA,NA
K5EPH,942,1F,230,2,NA,NTX,10,Athens ARC,1,2010,NA,NA,NA,NA,NA,NA,NA
K5ER,4442,2E,1863,2,NA,LA,3,NA,2,2010,NA,NA,NA,NA,NA,NA,NA
K5FD,7716,2A,2237,2,W5ATO,WTX,15,Big Bend ARC,2,2010,NA,NA,NA,NA,NA,NA,NA
K5GOE,1586,1A,348,2,NA,AR,20,U  of Arkansas ARC,1,2010,NA,NA,NA,NA,NA,NA,NA
K5GVL,2496,10A,364,2,NA,NTX,30,Sabine Valley ARA,10,2010,NA,NA,NA,NA,NA,NA,NA
K5J,410,1E,110,2,NA,NTX,3,NA,1,2010,NA,NA,NA,NA,NA,NA,NA
K5K,1424,2A,297,2,NA,NTX,4,Knob Hill Krew,2,2010,NA,NA,NA,NA,NA,NA,NA
K5KIE,1434,4A,292,2,NA,OK,13,Durant Amateur Repeater Assn,4,2010,NA,NA,NA,NA,NA,NA,NA
K5KVN,257,1D,207,1,NA,AR,2,NA,1,2010,NA,NA,NA,NA,NA,NA,NA
K5LG,4606,1B1,1139,2,NA,AR,1,NA,1,2010,NA,NA,NA,NA,NA,NA,NA
K5LRK,1358,3A,362,2,NA,NTX,11,LAARK,3,2010,NA,NA,NA,NA,NA,NA,NA
K5LRW,1020,2A,212,2,NA,NM,30,Alamogordo ARC,2,2010,NA,NA,NA,NA,NA,NA,NA
K5M,2776,3AC,680,2,NA,WTX,7,K5M Consortium,3,2010,NA,NA,NA,NA,NA,NA,NA
K5MDX,8636,4A,2423,2,N5OS,MS,119,Jackson Cty  ARA & Magnolia DX Assn,4,2010,NA,NA,NA,NA,NA,NA,NA
K5MNY,458,2F,85,2,NA,LA,10,ARC of Sabine,2,2010,NA,NA,NA,NA,NA,NA,NA
K5NE,2238,1A,531,2,NA,AR,16,Benton ARS,1,2010,NA,NA,NA,NA,NA,NA,NA
K5NRH,6216,4A,1474,2,W5GT,NTX,57,North Richland Hills ARC,4,2010,NA,NA,NA,NA,NA,NA,NA
K5OUR,3168,2A,651,2,KC5OUR,NM,97,Valencia Cty ARA,2,2010,NA,NA,NA,NA,NA,NA,NA
K5PA,374,1B2C,141,2,NA,STX,2,NA,1,2010,NA,NA,NA,NA,NA,NA,NA
K5PAL,808,2A,79,2,KE5AAY,NTX,20,NA,2,2010,NA,NA,NA,NA,NA,NA,NA
K5PLD,1166,2A,202,2,NA,STX,22,Pearland ARC,2,2010,NA,NA,NA,NA,NA,NA,NA
K5PRK,2658,3A,580,2,WA5UP,NTX,70,Plano AR Klub,3,2010,NA,NA,NA,NA,NA,NA,NA
K5PVR,1010,2A,227,2,NA,NM,11,Penasco Valley ARC,2,2010,NA,NA,NA,NA,NA,NA,NA
K5PXP,4714,3F,1179,2,KE5EBC,AR,31,Arkansas River Valley AR Foundation,3,2010,NA,NA,NA,NA,NA,NA,NA
K5QHD,2716,2A,488,2,NA,NTX,22,Garland ARC,2,2010,NA,NA,NA,NA,NA,NA,NA
K5RKW,1776,2A,285,2,NA,NTX,35,Rockwall / Trinity Valley ARC,2,2010,NA,NA,NA,NA,NA,NA,NA
K5SI,850,1B1B,75,5,NA,STX,1,NA,1,2010,NA,NA,NA,NA,NA,NA,NA
K5SL,7386,3A,2158,2,K5JMR,LA,101,Shreveport ARA,3,2010,NA,NA,NA,NA,NA,NA,NA
K5SLD,1918,2A,382,2,AE5PC,NTX,72,Arlington ARC,2,2010,NA,NA,NA,NA,NA,NA,NA
K5SMH,1880,4A,408,2,NA,NTX,6,Breck AR VE Net,4,2010,NA,NA,NA,NA,NA,NA,NA
K5SS,208,1D,52,2,NA,NTX,1,NA,1,2010,NA,NA,NA,NA,NA,NA,NA
K5TEE,528,1B2,29,2,NA,NM,2,NA,1,2010,NA,NA,NA,NA,NA,NA,NA
K5TRO,6696,2A,1702,2,N5QBU,NTX,25,Mills Cty ARC,2,2010,NA,NA,NA,NA,NA,NA,NA
K5TYR,2294,2A,552,2,W5ETX,NTX,64,Tyler ARC,2,2010,NA,NA,NA,NA,NA,NA,NA
K5UA,3580,2B2,867,2,NA,LA,2,NA,2,2010,NA,NA,NA,NA,NA,NA,NA
K5UZ,12648,2A,3981,2,KD5J,AR,24,Batesville ARC/NCAARS,2,2010,NA,NA,NA,NA,NA,NA,NA
K5VHH,280,1C,90,2,NA,STX,1,NA,1,2010,NA,NA,NA,NA,NA,NA,NA
K5WNH,5980,1B1B,573,5,NA,NTX,1,NA,1,2010,NA,NA,NA,NA,NA,NA,NA
K5WO,2820,1EB,257,5,NA,NM,1,NA,1,2010,NA,NA,NA,NA,NA,NA,NA
K5WPH,1944,5A,482,2,NA,NM,25,Sun City ARC,5,2010,NA,NA,NA,NA,NA,NA,NA
K5WX,2690,1B1B,254,5,NA,STX,1,NA,1,2010,NA,NA,NA,NA,NA,NA,NA
K5YAA,1330,1C,590,1,NA,NTX,1,NA,1,2010,NA,NA,NA,NA,NA,NA,NA
K5YQF,178,1D,32,2,NA,STX,1,NA,1,2010,NA,NA,NA,NA,NA,NA,NA
K6AA,8872,4A,2782,2,W6ADC,LAX,32,United Radio Amateur Club,4,2010,NA,NA,NA,NA,NA,NA,NA
K6AGF,2018,3A,449,2,NU6Z,ORG,24,NA,3,2010,NA,NA,NA,NA,NA,NA,NA
K6AM,10096,1A,3277,2,NA,SDG,6,SPAWAR Team,1,2010,NA,NA,NA,NA,NA,NA,NA
K6BB,6730,7A,1679,2,NA,ORG,20,NA,7,2010,NA,NA,NA,NA,NA,NA,NA
K6CCR,1942,3F,348,2,K6RMP,LAX,75,Culver City ARES,3,2010,NA,NA,NA,NA,NA,NA,NA
K6CME,1430,2F,290,2,KI6QYD,SJV,10,SATERN - Cen Cal Mututal EmComm ARES/RACES,2,2010,NA,NA,NA,NA,NA,NA,NA
K6CSL,484,1D,125,2,NA,SJV,1,NA,1,2010,NA,NA,NA,NA,NA,NA,NA
K6CU,970,1B1B,82,5,NA,ORG,1,NA,1,2010,NA,NA,NA,NA,NA,NA,NA
K6DGW,470,1D,210,1,NA,SV,1,NA,1,2010,NA,NA,NA,NA,NA,NA,NA
K6EBN,274,1E,31,2,NA,SCV,1,NA,1,2010,NA,NA,NA,NA,NA,NA,NA
K6EI,15450,7AB,1611,5,W6ZZZ,SCV,20,West Valley  ARA,7,2010,NA,NA,NA,NA,NA,NA,NA
K6EMI,1436,1E,302,2,NA,ORG,4,NA,1,2010,NA,NA,NA,NA,NA,NA,NA
K6EO,1050,3AC,500,2,NA,SJV,22,Southern Sierra ARS,3,2010,NA,NA,NA,NA,NA,NA,NA
K6GCN,685,1B1B,107,5,NA,SCV,1,NA,1,2010,NA,NA,NA,NA,NA,NA,NA
K6GEP,176,1E,32,2,NA,ORG,1,NA,1,2010,NA,NA,NA,NA,NA,NA,NA
K6HRT,634,1D,297,1,NA,ORG,1,NA,1,2010,NA,NA,NA,NA,NA,NA,NA
K6III,240,1D,127,1,NA,SV,1,NA,1,2010,NA,NA,NA,NA,NA,NA,NA
K6JP,570,3A,110,2,NA,LAX,6,Southern California Japanese Ham Club,3,2010,NA,NA,NA,NA,NA,NA,NA
K6JRA,168,1D,59,2,NA,EB,1,NA,1,2010,NA,NA,NA,NA,NA,NA,NA
K6KP,1408,2F,134,2,NA,SCV,21,Cupertino ARES,2,2010,NA,NA,NA,NA,NA,NA,NA
K6KQV,800,1E,152,2,NA,SCV,1,NA,1,2010,NA,NA,NA,NA,NA,NA,NA
K6KS,526,1B1,138,2,NA,SV,1,NA,1,2010,NA,NA,NA,NA,NA,NA,NA
K6LMN,208,1D,29,2,NA,LAX,1,NA,1,2010,NA,NA,NA,NA,NA,NA,NA
K6LQ,3646,3A,979,2,NA,SV,6,NA,3,2010,NA,NA,NA,NA,NA,NA,NA
K6LRC,1866,4A,350,2,NA,SV,22,Lassen ARC,4,2010,NA,NA,NA,NA,NA,NA,NA
K6LRG,7570,3E,2451,2,NA,EB,7,NA,3,2010,NA,NA,NA,NA,NA,NA,NA
K6LY,4812,3A,1195,2,K6NPS,SCV,28,Naval Postgraduate School ARC,3,2010,NA,NA,NA,NA,NA,NA,NA
K6MI,10665,1AB,976,5,NA,SCV,6,Chew's Ridge Gang,1,2010,NA,NA,NA,NA,NA,NA,NA
K6MYH,66,1D,4,2,NA,SF,11,NA,1,2010,NA,NA,NA,NA,NA,NA,NA
K6NDV,395,1D,186,1,NA,WMA,3,NA,1,2010,NA,NA,NA,NA,NA,NA,NA
K6ORI,420,2B2B,14,5,NA,EB,2,NA,2,2010,NA,NA,NA,NA,NA,NA,NA
K6PAC,1320,5A,209,2,NA,SV,37,Western Placer ARC,5,2010,NA,NA,NA,NA,NA,NA,NA
K6PLU,852,2A,196,2,NA,SV,10,Plumas ARC,2,2010,NA,NA,NA,NA,NA,NA,NA
K6PUD,312,1E,106,2,NA,SF,3,NA,1,2010,NA,NA,NA,NA,NA,NA,NA
K6PV,5468,2A,1565,2,NA,LAX,26,Palos Verdes ARC,2,2010,NA,NA,NA,NA,NA,NA,NA
K6QLF,1430,2A,171,2,KF6UVB,EB,50,ARC of Alameda,2,2010,NA,NA,NA,NA,NA,NA,NA
K6QM,2780,3A,651,2,NA,SDG,12,South Bay ARS,3,2010,NA,NA,NA,NA,NA,NA,NA
K6RJP,370,1E,210,1,NA,EB,1,NA,1,2010,NA,NA,NA,NA,NA,NA,NA
K6SA,4580,1A,1215,2,NA,SCV,8,Saratoga ARA,1,2010,NA,NA,NA,NA,NA,NA,NA
K6SB/7 (KI6VFO & W6GL),1532,1B2,325,2,NA,NV,2,NA,1,2010,NA,NA,NA,NA,NA,NA,NA
K6SIS,3014,4A,953,2,NR6J,SV,4,Siskiyou Cty  ARA,4,2010,NA,NA,NA,NA,NA,NA,NA
K6SNY,1372,2A,211,2,NA,SCV,50,SARES,2,2010,NA,NA,NA,NA,NA,NA,NA
K6SOA,8196,3A,2467,2,K6WO,ORG,80,South Orange ARA,3,2010,NA,NA,NA,NA,NA,NA,NA
K6SRA,1204,2A,124,2,NA,SCV,6,NA,2,2010,NA,NA,NA,NA,NA,NA,NA
K6TI,3760,4A,914,2,W6TOP,LAX,36,T-CEP Disaster Radio Team,4,2010,NA,NA,NA,NA,NA,NA,NA
K6TUO,1058,5A,298,2,NA,SJV,40,TCARES,5,2010,NA,NA,NA,NA,NA,NA,NA
K6TXT,142,1D,45,2,NA,SDG,1,NA,1,2010,NA,NA,NA,NA,NA,NA,NA
K6TY,990,1E,135,2,NA,LAX,4,NA,1,2010,NA,NA,NA,NA,NA,NA,NA
K6TZ,7492,2A,1903,2,NA,SB,20,Santa Barbara ARC,2,2010,NA,NA,NA,NA,NA,NA,NA
K6UMO,194,1D,72,2,NA,SJV,1,NA,1,2010,NA,NA,NA,NA,NA,NA,NA
