Call,GOTA CALL,FINAL SCORE,Category,Section,Power Multiplier,CLUB NAME,Participants,Transmitters,Power Source,TOTAL CW QSOs,TOTAL DIGITAL QSOs,TOTAL PHONE QSOs,TOTAL QSOs,BONUS POINTS
K0LTC (+K0CBP),K0CBP,2513,3A,MN,2,Maple Grove RC,63,3,G,46,87,163,296,1655
K0M,NA,2450,4A,MO,2,Blue Springs ARC,11,4,B,193,109,96,398,1050
K0MPH,NA,1866,1D,MN,2,NA,1,1,C,451,0,6,457,50
K0NXA,NA,2094,3A,MO,2,Nixa ARC,14,3,G,45,0,472,517,970
K0OTP,NA,256,1D,IA,2,NA,1,1,C,0,0,53,53,150
K0PEA,NA,574,2A,IA,2,Pella ARC,14,2,B,0,0,12,12,550
K0PK,NA,450,1D,MN,2,NA,1,1,C,100,0,0,100,50
K0PRA (+AC5S),AC5S,2890,2A,CO,2,Parker Radio Assn.,45,2,B,0,0,780,780,1330
K0QIK (+KD0OIX),KD0OIX,2863,2A,MN,2,Lake Region ARC,15,2,G,0,296,117,413,1445
K0RGI,NA,950,1D,TN,2,NA,1,1,C,147,53,0,200,150
K0RV,NA,3094,3A,CO,2,Ski Country ARC,40,3,G,302,112,374,788,690
K0RVB,NA,236,1D,STX,2,NA,1,1,C,0,0,93,93,50
K0SI (+N0AXZ),N0AXZ,2442,4A,MO,2,Central Missouri Radio Assn.,52,4,G,35,155,91,281,1500
K0SW,NA,1146,4AC,NE,2,Pioneer ARC,12,4,C,37,171,132,340,50
K0TC,NA,730,1D,MN,2,NA,1,1,C,170,0,0,170,50
K0TFT,NA,1244,2A,IA,2,Sooland ARA,14,2,G,1,141,113,255,450
K0TG,NA,250,1D,MN,2,Mining ARC/St. Paul RC,1,1,C,50,0,0,50,50
K0TPY,NA,570,1D,MO,2,NA,1,1,C,130,0,0,130,50
K0TQ,NA,930,1D,IN,2,NA,1,1,C,220,0,0,220,50
K0TRL,NA,134,1D,KS,2,NA,1,1,C,21,0,0,21,50
K0TSA,NA,2230,5A,NE,2,Western Division SATERN,8,5,B,0,119,252,371,1250
K0TTW,NA,1060,1B1B,CO,5,NA,1,1,B,81,0,0,81,250
K0UK,NA,1290,1D,CO,2,Grand Mesa Contesters of Colorado,2,1,C,310,0,0,310,50
K0USA (+W0JG),W0JG,3609,2A,NE,2,Ak Sar Ben ARC,61,2,G,8,282,597,887,1255
K0UU,NA,302,1D,MN,2,NA,1,1,C,63,0,0,63,50
K0UWO,NA,190,1E,DE,2,Kent Co. ARC,1,1,B,10,0,0,10,150
K0VM,NA,2014,1D,IA,2,NA,1,1,C,0,491,0,491,50
K0VRC,NA,1134,1A,MN,2,Vermilion Range ARC,7,1,G,21,75,0,96,750
K0VU,NA,660,2B1,MN,2,NA,1,2,B,0,25,0,25,560
K0W,NA,1286,2A,CO,2,NA,3,2,B,0,50,18,68,1050
K0WOI,NA,1440,1B1B,IA,5,NA,1,1,B,109,0,0,109,350
K0WRY,NA,586,1E,KS,2,NA,1,1,B,109,0,0,109,150
K0WSN,NA,376,2A,ND,2,Williston Basin ARC,3,2,B,0,0,13,13,350
K0YA,NA,622,1D,STX,2,NA,1,1,C,143,0,0,143,50
K1OS,NA,432,1A,RI,2,Ocean State ARG,4,1,G,0,0,116,116,200
K1ADW,NA,835,2E,EMA,5,NA,2,2,B,13,23,5,41,450
K1ALA,NA,204,1E,ME,2,NA,1,1,G,0,0,27,27,150
K1AUS,NA,146,1D,MT,2,NA,1,1,C,0,0,48,48,50
K1AZ,NA,2,1D,CT,2,NA,1,1,C,0,0,1,1,0
K1B,NA,7140,5E,NH,2,Contoocook Valley RC,28,5,G,517,474,873,1864,1430
K1C,NA,3094,1D,WMA,2,NA,2,1,C,588,0,346,934,50
K1CCN,NA,2122,3AC,IL,2,Koomer Ridge Contesters,4,3,C,108,310,200,618,50
K1DCT,NA,510,1B1B,CT,5,NA,1,1,B,26,0,0,26,250
K1DFT (+KA1RM),NA,3160,1B2B,ME,5,New England QRP Grp.,2,1,B,306,0,0,306,100
K1DJ,NA,2974,1D,EMA,2,NA,1,1,C,731,0,0,731,50
K1EME,NA,1106,1A,NH,2,Littleton Area Radio Klub,15,1,B,0,0,278,278,550
K1EWE,NA,234,2AC,NFL,2,EWEphoria RC,4,2,C,0,0,92,92,50
K1FS,NA,1036,5F,ME,2,Aroostook ARA,12,5,G,0,113,117,230,350
K1GRP,NA,182,1D,EMA,2,Falmouth ARA,1,1,C,33,0,0,33,50
K1GU,NA,358,1E,TN,2,Smoky Mountain ARC,1,1,B,52,0,0,52,150
K1HT,NA,1402,1D,EMA,2,Framingham ARA,1,1,C,313,0,0,313,150
K1HYL,NA,2620,3A,AZ,2,NA,3,3,B,9,395,27,431,950
K1IG (+KB1OIQ),KB1OIQ,7277,4A,EMA,2,PART of Westford,57,4,G,661,248,903,1812,1835
K1IMI,NA,3538,1E,ME,2,NA,1,1,B,872,0,0,872,50
K1JY,NA,458,1D,NH,2,Contoocook Valley RC,1,1,C,0,102,0,102,50
K1KL,NA,286,1B1,EMA,2,Cape Ann ARA,1,1,B,0,0,18,18,250
K1LHO,NA,310,1D,CT,2,Meriden ARC,1,1,C,65,0,0,65,50
K1LT,NA,5250,1B1,OH,2,Mad River RC,1,1,G,1250,0,0,1250,250
K1LX (+W1ETI),W1ETI,2423,2A,ME,2,Lincoln Co. ARC,4,2,B,226,0,132,358,1255
K1MAZ,NA,330,1D,VT,2,NA,1,1,C,0,63,14,77,50
K1MC,NA,266,1D,EMA,2,NA,1,1,C,54,0,0,54,50
K1MD,NA,2022,1E,RI,2,NA,1,1,G,393,50,0,443,250
K1MT,NA,92,1D,EMA,2,NA,1,1,C,0,0,21,21,50
K1MTD,NA,296,1D,CT,2,Hop River RC,1,1,C,0,0,123,123,50
K1NA,NA,290,1D,AL,2,NA,1,1,C,32,26,4,62,50
K1NDF,NA,220,1D,EMA,2,Framingham ARA,1,1,C,0,0,85,85,50
K1NE,NA,402,1D,ENY,2,NA,1,1,C,0,88,0,88,50
K1NF,NA,346,1D,ME,2,NA,1,1,C,0,10,128,138,50
K1NPT,NA,550,1E,RI,2,Newport Co. RC,1,1,B,0,75,0,75,250
K1PDY,NA,238,1B1C,NH,2,NA,1,1,C,47,0,0,47,50
K1PNQ,NA,235,1B1B,EMA,5,NA,1,1,B,0,8,1,9,150
K1PQ,NA,2290,5A,ME,2,Piscataquis ARC,8,5,G,40,197,131,368,1080
K1PRD,NA,200,1D,EMA,2,NA,1,1,C,0,0,75,75,50
K1QED,NA,100,1D,WMA,2,Mohawk ARC,1,1,C,0,0,25,25,50
K1R (+W1WQM),W1WQM,9175,3A,NH,2,Port  City ARC,25,3,G,1193,0,1234,2427,1935
K1RFD,NA,550,1D,CT,2,NA,1,1,C,100,0,0,100,150
K1RK,NA,6976,2A,EMA,2,Falmouth ARA,33,2,G,1146,0,621,1767,1150
K1RTO,NA,254,1D,NH,2,NA,1,1,C,0,0,52,52,150
K1RZ,NA,1510,1D,MDC,2,Potomac Valley RC,1,1,C,215,150,0,365,50
K1SEC,NA,850,1D,EMA,2,NA,1,1,C,200,0,0,200,50
K1SP,NA,398,1D,VA,2,NA,1,1,C,74,0,26,100,50
K1SV (+WA1MAG),WA1MAG,1699,2A,VT,2,Southern VT ARC,7,2,G,221,0,130,351,555
K1TNX,NA,486,1B1,RI,2,Providence Radio Assn.,1,1,B,0,0,18,18,450
K1VG,NA,1242,1E,CT,2,NA,1,1,B,7,261,10,278,150
K1VMT,NA,2850,1D,VT,2,Radio Amateurs of Northern VT,1,1,C,700,0,0,700,50
K1VW,NA,3096,1A,ME,2,New England Radio Discussion Soc.,7,1,G,388,15,167,570,1150
K1WAS,NA,5340,3D,CT,2,Westport Astro ARC/Housatonic ARC/Greater Norwalk ARC/Greater Fairfield Assn.,30,3,C,501,519,205,1225,850
K1WOR,NA,740,1E,WMA,5,Central Massachussetts ARA,1,1,B,59,0,0,59,150
K1XM,NA,1688,2D,EMA,2,NA,2,2,C,401,0,17,418,50
K1YOR,NA,72,1D,VA,2,Richmond Amateur Telecom. Soc.,1,1,C,0,0,11,11,50
K2AA (+W2EA),W2EA,11970,5A,SNJ,2,South Jersey Radio Assn.,69,5,G,1480,213,1529,3222,2140
K2AE (+W2IR),W2IR,7993,6A,ENY,2,Broughton Memorial Field Day Grp.,92,6,G,800,106,857,1763,2655
K2AL,NA,2920,1E,NNJ,5,New Providence ARC,1,1,B,254,0,6,260,350
K2AUD,NA,556,2A,SNJ,2,Audubon ARC,3,2,B,0,0,103,103,350
K2BR,NA,3222,3F,SNJ,2,Southern Counties ARA,30,3,C,226,266,102,594,1050
K2CD,NA,726,1D,EPA,2,NA,1,1,C,160,0,18,178,50
K2CMW,NA,350,1D,NNJ,2,New Providence ARC,1,1,C,75,0,0,75,50
K2CT (+NY2U),NY2U,5871,5A,ENY,2,Albany ARA,41,5,G,249,283,654,1186,2435
K2DAR,NA,534,1D,WNY,2,NA,1,1,C,106,0,30,136,50
K2DLL (+KG2H),KG2H,4507,3A,ENY,2,Saratoga Co. ARA,26,3,G,347,251,240,838,1635
K2EJT,NA,1650,1B1B,WNY,5,NA,1,1,B,150,0,0,150,150
K2EXX,NA,1238,1D,NNJ,2,West Essex ARC,1,1,C,53,154,30,237,350
K2FJ,NA,1462,1D,NNJ,2,Montvale OEM,1,1,C,0,353,0,353,50
K2GE,NA,770,2A,NNJ,2,Raritan Bay Radio Amateurs,6,2,G,3,18,68,89,550
K2GLS,NA,324,1E,NNJ,2,New Providence ARC,1,1,G,1,0,35,36,250
K2GSG (+K2GSG),K2GSG,289,2AC,NLI,2,Garden School ARC,12,2,C,0,6,0,6,265
K2HA,NA,360,1E,EPA,2,Marple Newtown ARC/Mobile Sixers RC/Vertol Bears,1,1,B,0,1,103,104,150
K2HT,NA,158,1D,MO,2,Community Service RC,2,1,C,3,15,18,36,50
K2I,NA,2752,4A,NNY,2,Thousand Islands RC,22,4,G,115,121,279,515,1250
K2IN,NA,3448,2A,NNJ,2,444 DX Grp.,5,2,G,518,0,413,931,550
K2IQ,NA,2226,3A,WNY,2,Utica ARC,13,3,G,39,246,168,453,750
K2IWR,NA,1654,3A,WNY,2,Skyline ARC,10,3,G,0,101,200,301,850
K2JF,NA,60,1D,NLI,2,NA,1,1,C,0,0,5,5,50
K2KNJ,NA,998,4A,NNJ,2,West Hudson ARC,4,4,B,0,0,74,74,850
K2LAT,NA,204,1B1,AL,2,NA,1,1,B,0,0,27,27,150
K2MK,NA,2082,1D,WCF,2,NA,1,1,C,304,204,0,508,50
K2MN,NA,600,1D,SNJ,2,NA,1,1,C,150,0,0,150,0
K2MTS,NA,330,1B1B,ENY,5,NA,1,1,B,0,0,16,16,250
K2NNN,NA,206,1D,NNJ,2,West Essex ARC,1,1,C,0,0,78,78,50
K2NTH,NA,72,1D,ENY,2,NA,1,1,C,0,0,11,11,50
K2OMD,NA,252,1A,ENY,2,Overlook Mountain ARC,4,1,B,0,0,101,101,50
K2ORC,NA,154,1B1,VA,2,NA,1,1,B,0,0,52,52,50
K2PH,NA,154,1D,ENY,2,Crystal RC,1,1,C,0,0,52,52,50
K2PRO,NA,700,2A,WNY,2,Pioneer Radio Operators Soc.,12,2,B,27,0,121,148,350
K2PTH,NA,1626,1F,NNJ,2,Parsippany-Troy Hills RACES,14,1,G,0,146,46,192,950
K2PUT (+K2PC),K2PC,1342,3F,ENY,2,Putnam Emergency ARL,25,3,G,33,0,120,153,970
K2QB,NA,410,1D,WNY,2,Niagara Frontier Radiosport,1,1,C,90,0,0,90,50
K2QPN,NA,1230,1E,SNJ,5,Burlington Co. RC,1,1,B,68,0,0,68,550
K2QS (+N2SKP),N2SKP,1316,2AC,ENY,2,QSY Soc.,7,2,C,28,0,87,115,1030
K2RET,NA,534,1D,SNJ,2,NA,1,1,C,109,0,24,133,50
K2TAV,NA,594,1D,ENY,2,NA,1,1,C,0,111,0,111,150
K2TD,NA,1756,3A,SNJ,2,Burlington Co. RC,17,3,G,51,0,41,92,1470
K2TO,NA,1186,1F,NNJ,2,Montvale OEM,3,1,C,179,0,10,189,450
K2TWI,NA,758,1D,NNJ,2,Montvale OEM,1,1,C,177,0,0,177,50
K2VJK,NA,290,1B1B,WNY,5,NA,1,1,B,0,0,8,8,250
K2VN,NA,3998,3A,NLI,2,Nassau ARC,33,3,G,533,0,253,786,1360
K2VOA,NA,492,2A,NNJ,2,Piscataway ARC,6,2,G,49,0,73,122,150
K2WJS,NA,100,1D,OH,2,NOARS/LCARA,1,1,C,0,0,25,25,50
K2WK,NA,2046,1D,VA,2,NA,1,1,C,499,0,0,499,50
K2YG,NA,3570,1E,NNJ,5,New Providence ARC,1,1,B,322,0,0,322,350
K2YNT,NA,1046,2A,NNJ,2,Metuchen RC,8,2,G,153,0,92,245,250
K2ZC,NA,1614,1D,NNJ,2,Bergen ARA,1,1,C,325,66,0,391,50
K2ZR,NA,2558,1D,WNY,2,NA,1,1,C,627,0,0,627,50
K2ZV,NA,2438,2F,NNJ,2,Carteret Volunteers ARC,5,2,G,31,243,396,670,550
K3ABE,NA,618,1D,NFL,2,Frankford RC,1,1,C,0,142,0,142,50
K3ACS (+K7JN),K7JN,2437,2F,WPA,2,ARL of Lawrence Co.,12,2,C,226,61,202,489,885
K3ACT,NA,322,1D,MDC,2,Bowie Wireless Assn.,1,1,C,0,68,0,68,50
K3AE,NA,2628,3A,EPA,2,Southern PA Comm. Grp.,27,3,G,7,121,613,741,890
K3AJ,NA,832,1E,MDC,2,NA,1,1,G,118,0,105,223,150
K3ALA,NA,226,1E,EPA,2,Phil-Mont Mobile RC,1,1,B,0,19,0,19,150
K3ALE,NA,520,1E,WPA,5,SPARGE,4,1,B,0,0,14,14,450
K3ARS,NA,1320,5A,MDC,2,Kent ARS,9,5,G,0,51,83,134,950
K3ATO,NA,1160,1B1C,EPA,1,NA,1,1,C,555,0,0,555,50
K3CAL,NA,1304,3A,MDC,2,Calvert ARA,15,3,G,70,0,87,157,850
K3CCR,NA,3084,2E,MDC,2,Potomac Valley RC,2,2,G,613,0,191,804,250
K3CSF,NA,1318,1E,WPA,2,Castle Shannon VFD ARC,4,1,G,0,229,26,255,350
K3CSG (+W3W),W3W,1667,2A,EPA,2,Scranton Pocono AR Klub,11,2,G,0,0,61,61,1545
K3CU,NA,458,1D,EPA,2,NA,1,1,C,0,23,158,181,50
K3CUJ,NA,2114,2A,MDC,2,Columbia (MD) ARA,56,2,S,75,53,226,354,1150
K3CWP,NA,190,1B1,WPA,2,Nittany ARC,1,1,B,0,3,14,17,150
K3DN,NA,1916,3A,EPA,2,Warminster ARC,25,3,G,52,0,629,681,450
K3DNA,NA,1088,3AC,WPA,2,Juniata Valley ARC,20,3,C,0,15,229,244,570
K3DQB,NA,1450,1D,EPA,2,Adams Co. ARS,1,1,C,350,0,0,350,50
K3EMD (+W3BJB),W3BJB,2462,3A,MDC,2,Easton ARS,20,3,G,165,0,156,321,1490
K3FH,NA,1002,1E,WPA,2,Tennessee Contest Grp.,1,1,B,213,0,0,213,150
K3FI,NA,1326,1D,EPA,2,Holmesburg ARC,1,1,C,319,0,0,319,50
K3GD,NA,320,1E,EPA,5,NA,2,1,B,0,13,24,37,70
K3GT,NA,2194,3A,WPA,2,North Hills ARC,10,3,B,185,124,154,463,650
K3GWK,NA,80,1D,GA,2,ARC of Butts Co.,1,1,C,0,0,15,15,50
K3GX,NA,648,1B1,EB,2,Northern CA Contest Club,1,1,B,99,0,1,100,250
K3HH,NA,774,1A,NC,2,Hanburger's Helpers ARC,3,1,B,156,0,0,156,150
K3HKI (+KB2SKP),KB2SKP,2555,3A,MDC,2,St. Mary's Co. ARA,15,3,B,30,42,461,533,1345
K3HM,NA,202,1E,WPA,2,NA,1,1,B,0,0,26,26,150
K3IDE,NA,100,1D,NC,2,NA,5,1,C,0,0,15,15,70
K3IEC,NA,1448,3AC,EPA,2,Cumberland ARC,18,3,C,0,91,117,208,850
K3II,NA,6654,2A,EPA,2,Bergers Bandits Contest Club,3,2,G,1576,0,0,1576,350
K3IR,NA,1336,4A,EPA,2,Southern PA ARC,20,4,G,68,1,255,324,550
K3JQH,NA,116,1D,EPA,2,Penn Wireless Assn.,1,1,C,0,0,33,33,50
K3JSJ,NA,674,1D,MDC,2,Bowie Wireless Assn.,1,1,C,42,93,42,177,50
K3JT,NA,1862,1D,WV,2,NA,1,1,C,453,0,0,453,50
K3KLB,NA,704,1B1,WPA,2,NA,1,1,B,0,0,227,227,250
K3LNZ,NA,3404,4A,MDC,2,Garrett Co. ARES,8,4,G,607,8,97,712,750
K3LT,NA,134,1D,DE,2,Kent Co. ARC,1,1,C,0,21,0,21,50
K3MJW,NA,5880,4E,WPA,2,Skyview Radio Soc.,23,4,G,1135,18,309,1462,650
K3MN (+W3AWA),W3AWA,1598,5A,EPA,2,Marple Newtown ARC/Mobile Sixers RC/Vertol Bears,20,5,G,1,31,290,322,890
K3NEM,NA,3470,2A,MDC,2,National Electronics Museum ARC,12,2,G,618,48,228,894,350
K3NG (+K3KTG),NA,2708,1B2,EPA,2,Radio Artisans,2,1,B,394,0,391,785,350
K3NQT,NA,2622,5F,WPA,2,BCARS.org,22,5,C,195,221,94,510,770
K3ODX,NA,1994,2A,EPA,2,Independent Radio Crew,4,2,G,129,218,178,525,250
K3ORS,NA,284,1D,TN,2,NA,1,1,C,0,0,67,67,150
K3PAX,NA,1154,3E,MDC,2,Potomac Valley RC,4,3,G,0,61,280,341,350
K3PZN,NA,1632,4A,MDC,2,Carroll Co. ARC,12,4,B,4,114,205,323,750
K3QAC,NA,1890,5A,MDC,2,Queen Anne's ARC,5,5,G,26,15,288,329,1150
K3QDA,NA,80,1D,EPA,2,NA,1,1,C,20,0,0,20,0
K3QY,NA,1076,5AC,WPA,2,Ft. Armstrong Wireless Assn.,19,5,C,0,53,357,410,150
K3RLW,NA,300,1D,MDC,2,Potomac Valley RC,1,1,C,0,18,39,57,150
K3SCR (+KC3OLO),KC3OLO,3389,4A,EPA,2,South Central RC,34,4,G,0,393,116,509,1585
K3SLH,NA,198,1E,EPA,2,NA,1,1,B,1,0,22,23,150
K3SMT,NA,4374,4A,WPA,2,Somerset Co. ARC,19,4,G,297,208,602,1107,1150
K3SU,NA,1858,1B1,EPA,2,Masonic Village ARC,1,1,G,327,0,0,327,550
K3TN,NA,402,1E,MDC,2,NA,1,1,G,63,0,0,63,150
K3UA,NA,1030,1E,WPA,2,NA,1,1,B,0,245,0,245,50
K3VDR,NA,350,1E,MDC,5,Northeast ARC,1,1,B,0,20,0,20,150
K3VNN (+NI3H),NA,2285,2B2B,EPA,5,NA,2,2,B,152,0,83,235,350
K3WEB,NA,1368,3E,EPA,2,Masonic Village ARC,10,3,G,72,28,59,159,850
K3WW,NA,7750,1B1B,EPA,5,NA,1,1,B,750,0,0,750,250
K3YLW,NA,638,1D,MDC,2,NA,1,1,C,0,122,0,122,150
K3YMI,NA,112,1E,MDC,2,Columbia (MD) ARA,1,1,B,0,9,13,22,50
K3YR,NA,180,1E,EPA,2,Mid-Atlantic ARC,1,1,B,0,0,15,15,150
K3YTL,NA,838,4A,EPA,2,Murgas ARC,20,4,B,12,35,100,147,450
K4AEH,NA,558,1D,NC,2,Lenoir ARC,1,1,C,0,127,0,127,50
K4AHC,NA,742,3AC,AL,2,Arab ARC,5,3,C,63,0,70,133,350
K4AMC,NA,886,1D,TN,2,Tennessee Contest Grp.,11,1,C,209,0,0,209,50
K4BCH,NA,2202,2A,NC,2,Pamlico ARC,23,2,B,203,5,160,368,1050
K4BEH,NA,1970,1A,GA,2,Jasper RC,25,1,B,0,0,330,330,1310
K4BFT (+K4GIG),K4GIG,17740,4A,AL,2,Huntsville ARC,71,4,G,2498,80,2454,5032,2520
K4BKV,NA,2620,3A,NFL,2,Hernando Co. ARA,9,3,G,24,0,737,761,1050
K4BSK,NA,2384,1E,VA,2,NA,2,1,G,558,0,1,559,150
K4BT (+KA3EHL),KA3EHL,3873,5A,NFL,2,Orange Park ARC,33,5,G,180,113,363,656,1975
K4BW,NA,1484,2A,VA,2,Eastern Shore ARC,10,2,G,105,20,67,192,850
K4CAY (+KG4ZDN),KG4ZDN,1371,1AC,KY,2,Fulton Co. (KY) ARC,28,1,C,0,0,68,68,1235
K4CP,NA,620,2A,TN,2,Cookeville Repeater Assn.,13,2,B,35,0,15,50,450
K4CQ (+W3CQ),W3CQ,7854,3A,VA,2,Lynchburg ARC,49,3,G,1091,210,605,1906,1440
K4CTX,NA,1410,1B1B,WCF,5,NA,1,1,B,0,126,0,126,150
K4CWW,NA,514,1D,GA,2,Univ. of Alabama RC,7,1,C,0,0,232,232,50
K4DCS,NA,3634,1A,SFL,2,Palm Bay ARC,8,1,G,515,0,207,722,1160
K4DD,NA,306,1D,NTX,2,NA,1,1,C,0,64,0,64,50
K4DMN,NA,278,1E,GA,2,NA,1,1,B,0,32,0,32,150
K4DND,NA,978,1D,VA,2,Albemarle ARC,1,1,C,0,232,0,232,50
K4DR,NA,824,1D,TN,2,Bristol (TN) ARC,1,1,C,162,0,63,225,50
K4EAK,NA,790,1B1,GA,2,North Fulton ARL,1,1,B,135,0,0,135,250
K4ECR,NA,834,3AC,NFL,2,Emerald Coast ARA,7,3,C,39,95,74,208,150
K4EG (+W4VGZ),W4VGZ,8995,4A,NC,2,Alamance ARC,13,4,G,1440,251,308,1999,1615
K4EGA,NA,1674,1E,GA,2,Piedmont ARC,1,1,G,0,381,0,381,150
K4ELI,NA,234,1A,GA,2,Silver Comet ARS,3,1,S,0,11,10,21,170
K4EQ,NA,510,1D,MO,2,St. Louis QRP Soc.,1,1,C,115,0,0,115,50
K4EX,NA,518,2AC,WCF,2,East Pasco ARS,12,2,C,0,0,134,134,250
K4F,NA,1474,3F,NFL,2,Flagler Co. Combined Field Day,15,3,C,44,90,44,178,850
K4FBC,NA,2270,2A,AL,2,First Baptist Church Huntsville RC,6,2,G,255,0,200,455,850
K4FC (+N4FLA),N4FLA,12009,4A,NFL,2,Lake ARA,42,4,G,1584,274,1246,3104,2085
K4FHI,NA,1990,1E,NC,5,NA,1,1,B,194,0,0,194,50
K4FPV,NA,1342,1D,GA,2,North Fulton ARL,1,1,C,0,323,0,323,50
K4FTO,NA,662,1D,VA,2,Heritage Hunt Hams,1,1,C,150,3,0,153,50
K4FTY,NA,1010,1E,AL,5,Huntsville ARC,1,1,B,0,0,152,152,250
K4FU,NA,582,1D,NFL,2,Florida Contest Grp.,1,1,C,133,0,0,133,50
K4GAR,NA,1932,3A,GA,2,Gateway ARC,25,3,G,109,62,99,270,1050
K4GIJ,NA,68,1D,SC,2,Kershaw Co. ARC,1,1,C,0,0,9,9,50
K4GMV,NA,700,1E,NC,5,Franklin Co. (NC) ARC,1,1,B,0,35,0,35,350
K4GNV,NA,1842,4F,NFL,2,Gainesville ARS,21,4,C,32,172,188,392,650
K4GSO,NA,3540,7A,NFL,2,Silver Springs RC,15,7,G,0,473,99,572,1450
K4GSX,NA,590,1E,GA,5,NA,1,1,B,39,0,0,39,200
K4GVA,NA,1894,4A,VA,2,King George Amateur Radio Operators,18,4,G,47,131,66,244,1050
K4HQK,NA,1078,1D,VA,2,Potomac Valley RC,1,1,C,257,0,0,257,50
K4HR,NA,1086,1E,SC,2,Salkehatchie ARS,1,1,G,234,0,0,234,150
K4HXM,NA,1028,1D,VA,2,NA,1,1,C,0,242,5,247,50
K4HY,NA,3342,3A,KY,2,Owensboro ARC,20,3,G,423,213,74,710,650
K4IDT,NA,270,1E,KY,5,NA,1,1,B,0,0,24,24,150
K4II,NA,3918,2A,SC,2,Spartanburg ARC,20,2,G,511,288,86,885,550
K4IO,NA,504,1E,GA,2,Piedmont ARC,1,1,G,0,0,27,27,450
K4IRS,NA,278,1E,TN,2,Williamson Co. (TX) ARES,2,1,B,0,0,64,64,150
K4ISW,NA,1196,1D,VA,2,Fluvanna Co. ARES,1,1,C,274,0,25,299,50
K4J (+N4J),N4J,2887,2A,NC,2,Ashe Co.ARC,15,2,G,100,140,101,341,1725
K4JBL (+W4GLK),NA,1414,2B2,TN,2,NA,2,2,B,0,166,100,266,550
K4JH,NA,78,1D,NC,2,NA,1,1,C,0,7,0,7,50
K4JJ (+NF4GA),NF4GA,12741,3A,GA,2,North Fulton ARL,132,3,G,1511,348,1415,3274,2475
K4KNS,NA,1632,3A,GA,2,ARC of Columbia Co.,25,3,B,0,87,207,294,870
K4KSC,NA,1402,2A,SFL,2,Titusville ARC,3,2,G,0,247,32,279,350
K4LIX,NA,1142,2D,NFL,2,Northwest FL ARC,2,2,C,7,266,0,273,50
K4LKL (+K1DU),K1DU,4275,4A,WCF,2,Lakeland ARC,32,4,G,252,227,397,876,1565
K4MHR,NA,862,3A,TN,2,Macon Area Ham Radio Soc.,7,3,B,30,26,44,100,550
K4MN (+N1GNF),N1GNF,15298,2A,NC,2,Cape Fear ARS,57,2,G,805,0,2604,3409,6870
K4MSR,NA,736,1D,VA,2,Fluvanna Co. ARES,1,1,C,0,4,285,289,150
K4MSU (+W4GZ),W4GZ,3801,3A,KY,2,Murray State Univ. ARC,60,3,G,169,26,478,673,2065
K4MX,NA,1262,1D,VA,2,NA,1,1,C,303,0,0,303,50
K4N (+K4G),K4G,3046,3A,NC,2,Union Co. ARC,12,3,G,50,264,210,524,1370
K4NAB,NA,3274,3A,SC,2,North Augusta Belvedere RC,26,3,G,0,130,752,882,1250
K4NGA,NA,754,2A,GA,2,North GA VHF Soc.,10,2,G,50,76,0,126,250
K4NMR,NA,2118,1D,WCF,2,Florida Contest Grp.,1,1,C,517,0,0,517,50
K4NN,NA,9460,3A,WV,2,Signal Hill ARC,6,3,G,1840,228,269,2337,650
K4NVA,NA,2074,3AC,VA,2,Sterling Park ARC,23,3,C,91,0,330,421,1050
K4NXA,NA,388,1D,SC,2,NA,1,1,C,0,60,39,99,70
K4OAQ,NA,2090,1E,VA,2,Deep Dixie Contest Club,1,1,G,510,0,0,510,50
K4OGB (+N4JAT),N4JAT,1668,2A,NC,2,Stanly Co. ARC,12,2,B,14,9,193,216,1190
K4OO (+W2RML),W2RML,6420,2AC,NC,2,Smith Chart ARS,9,2,C,1115,0,505,1620,950
K4OOO,NA,168,1D,CT,2,NA,1,1,C,0,0,59,59,50
K4PAR (+K4P),K4P,6846,5A,GA,2,Piedmont ARC,38,5,G,70,356,726,1152,3690
K4PI,NA,1678,1D,GA,2,Turkey Heaven Mtn. Repeater Assn.,1,1,C,407,0,0,407,50
K4PJ,NA,1668,2A,TN,2,Oak Ridge ARC,15,2,G,164,3,125,292,750
K4PMH,NA,3002,1A,VA,2,Page Valley ARC,15,1,G,128,116,388,632,1250
K4PO,NA,846,1D,AL,2,Montgomery ARC,1,1,C,0,199,0,199,50
K4PPK,NA,1030,1D,WCF,2,Brandon ARS,1,1,C,0,220,0,220,150
K4PQC,NA,1860,1E,GA,5,NA,1,1,S,101,60,0,161,250
K4PV,NA,4638,1D,NFL,2,NA,1,1,C,958,0,378,1336,50
K4QS,NA,1550,1D,VA,2,NA,1,1,C,375,0,0,375,50
K4QXX,NA,1028,1A,WCF,2,Bill's Ranch,8,1,G,0,117,135,252,290
K4R (+WX4CAR),WX4CAR,4129,6A,GA,2,Cherokee ARS,76,6,G,75,414,84,573,2005
K4RAN,NA,2806,3A,AL,2,Randolph Co. Emergency RC,12,3,G,0,466,96,562,750
K4RC (+AI4WU),AI4WU,5739,2A,VA,2,Williamsburgh Area ARC,92,2,B,509,190,459,1158,2025
K4RCA,NA,2920,1E,VA,2,NA,1,1,B,0,261,763,1024,350
K4RDU,NA,360,1D,VA,2,NA,1,1,C,0,0,105,105,150
K4REB,NA,328,1D,NC,2,NA,1,1,C,0,38,63,101,50
