CALL,FINAL SCORE,CLASS,TOTAL QSOS,Power Multiplier,GOTA CALL,SEC,Number of Participants,CLUB NAME
W4AM,2228,3A,783,2,NA,TN,41,Chattanooga ARC
W4AMC,1934,4A,311,2,NA,NC,23,Brightleaf ARC
W4AN,6944,7A,1535,2,NA,GA,63,Columbus ARC / Russell Co. RC
W4AP,4864,2A,1339,2,AK4FP,AL,52,Montgomery ARC
W4ARC/9,886,1A,104,2,NA,IN,3,Louisville American Red Cross RC
W4ATC,1376,4A,370,2,NA,NC,6,NC State Univ ARS
W4ATD,2850,2A,872,2,KK4CLF,AL,20,Decatur ARC
W4AUP,1962,2A,505,2,NA,AL,3,Alabama Historical RS
W4AVA,2108,3A,669,2,NA,VA,20,Arlington Radio PSC
W4BBB,2182,5A,428,2,NA,TN,28,RAC of Knoxville
W4BFT,932,2A,121,2,NA,SC,32,Beaufort RA Group
W4BKK,1264,3F,158,2,KF5TA,GA,28,NA
W4BLA,2662,4A,676,2,NA,NC,25,Bladen ARS
W4BLT,1292,3F,276,2,NA,AL,21,NA
W4BMF,220,1E,35,2,NA,NC,1,NA
W4BOC,3778,4A,720,2,WA4YCX,GA,89,Alford Memorial RC
W4BRK,590,1F,120,2,NA,SC,5,NA
W4BS,3900,3A,1007,2,NA,TN,80,"Memphis Ham Clubs (Delta, MARA & TriState)"
W4BTI,2832,3A,642,2,KK4CCH,GA,68,Kennehoochee ARC
W4CA,6632,4A,1855,2,AB4A,VA,41,Roanoke Valley ARC
W4CAE,3248,7A,620,2,AL7MO,SC,35,NA
W4CAR,2806,5A,690,2,W4FOS,VA,40,Chesapeake AR Service
W4CDA,2588,2A,495,2,WQ4Z,KY,19,Wilderness Road ARC
W4CIT,1218,2F,254,2,NA,NFL,10,NA
W4CN,2940,2A,763,2,NA,KY,25,Amateur Radio Transmitting Soc
W4CQ,974,2F,346,2,NA,NC,10,NA
W4CUE,3808,2D,1169,2,NA,AL,24,NA
W4CV,4854,3A,1015,2,K3HK,TN,26,Cumberland Plateau ARC
W4CW,1658,5A,222,2,NA,NFL,9,Sun Country ARS
W4D,1746,3A,221,2,K4KH,WCF,51,Lake Wales Repeater Assn
W4DCG,802,2F,163,2,NA,NC,13,NA
W4DO,3464,3A,931,2,NA,VA,32,Albemarle ARC
W4DOC,1292,5AC,353,2,NA,GA,21,Atlanta RC
W4DOD,1810,3A,400,2,NA,TN,11,NA
W4DUX,1340,3A,285,2,NA,WCF,31,Peace River Radio Assn.
W4DV,1730,2A,220,2,NA,GA,40,ARC of Augusta
W4DW,16606,9A,5152,2,W4RNC,NC,61,Raleigh ARS
W4DXA,8550,3E,2552,2,NA,SC,14,NA
W4EWN,1200,3A,250,2,NA,NC,10,New Bern ARC
W4F,2446,6AC,880,2,NA,SFL,29,AR of Southwest FL
W4FAR,750,2A,100,2,NA,NC,6,NA
W4FCR,5224,4A,1042,2,NA,VA,9,Franklin Co ARC
W4FD,1268,2A,224,2,W4APP,NC,21,Ashe Co ARC
W4FLO,1810,1A,400,2,NA,TN,11,Loudon Co ARES
W4FPC,1654,5AC,330,2,NA,NFL,25,Flagler Palm Coast ARC
W4FWD,1684,4F,206,2,N4BWR,GA,12,NA
W4G,2184,3A,543,2,NA,GA,45,Athens RC & North East GA ARC
W4GFY,164,1D,52,2,NA,TN,1,NA
W4GGM,3312,4A,566,2,NA,TN,32,Maury ARC
W4GHS,499,1E,399,1,NA,VA,1,NA
W4GJ,4604,4E,1183,2,NA,NFL,9,NA
W4GR,8746,8A,2652,2,NA,GA,124,Gwinnett ARS
W4GS,1172,3F,285,2,WG4MB,SC,27,NA
W4GTA,1948,2A,449,2,W4LMS,GA,7,Tri-States ARC
W4GZX,1636,3A,254,2,NA,TN,60,Cleveland ARC
W4HAW,2226,3A,433,2,W2CB,SFL,20,West Palm Beach ARC
W4HAY,256,1D,64,2,NA,TN,1,NA
W4HDW,182,1AC,66,2,NA,VA,8,South Tidewater AR Klub
W4HFH,4676,5A,1392,2,KK4CBL,VA,35,Alexandria RC
W4HOD,3288,2A,675,2,NA,AL,12,Heart of Dixie ARS
W4HS,3234,4A,751,2,W4GOL,NC,15,Wayne Co ARA
W4HZL,2150,2A,610,2,NA,VA,43,Middle Peninsula RAC
W4ISI,1430,2E,109,5,NA,VA,2,NA
W4IT,4574,1A,1298,2,NA,SC,10,Greer ARC
W4IY,13392,5A,4090,2,NA,VA,50,Woodbridge Wireless
W4JHU,310,1D,65,2,NA,VA,1,NA
W4K,1108,3A,89,2,NA,KY,22,Christian Co ARES
W4KA,4062,3A,972,2,NA,SC,47,Blue Ridge ARS
W4KPR,798,2AC,270,2,NA,WCF,24,King's Point ARC
W4KYM,262,1D,3,2,NA,NM,1,NA
W4LDA,320,1E,27,5,NA,GA,1,NA
W4LEE,362,2AC,139,2,NA,AL,22,East AL ARC
W4LX,4002,6A,872,2,KK4BQN,SFL,25,Fort Myers ARC
W4M,2882,4AC,589,2,NA,GA,13,Milledgeville ARC
W4MHG,712,4A,25,2,NA,TN,4,Mile Highlands Group
W4ML,8460,2A,2612,2,KJ4IT,VA,46,Central Virginia CC
W4MLB,1536,2F,379,2,N4ADE,SFL,10,NA
W4MOE,4708,5A,1053,2,NN4BC,NC,42,Western Carolina ARS
W4NBS,436,1D,100,2,NA,AL,1,NA
W4NC,4045,7AB,417,5,W4WS,NC,30,Forsyth ARC
W4NGT,1458,4A,254,2,K4CNG,GA,11,North GA Tri-State ARC
W4NH,2602,3AC,922,2,NA,GA,20,Fourlanders VHF Contest Team
W4NHO,1666,1D,354,2,NA,KY,2,NA
W4NJA,4748,3A,1292,2,NA,KY,16,Paducah ARA
W4NPS,2222,4A,359,2,KJ4YKE,VA,32,RAS of Norfolk
W4NPT,2262,3A,346,2,NA,WCF,11,North Port ARC
W4NT,10262,2E,3396,2,NA,GA,5,NA
W4NUN,1552,2D,423,2,NA,GA,3,NA
W4OHH,610,1F,70,2,NA,GA,18,NA
W4OLB,6300,5A,1507,2,NA,TN,22,Smoky Mtn RC
W4OVH,2704,2A,552,2,W4PVA,VA,40,Ole Virginia Hams
W4PAR,192,1A,21,2,NA,NC,20,Healing Springs Mtn VHF Soc
W4PL,4260,2A,938,2,NA,TN,27,TN Valley DX Assn
W4POX,996,3A,218,2,NA,VA,42,Portsmouth ARC / ARES
W4PWC,606,1E,253,2,NA,VA,3,Prince William Cty ARES
W4QR,2678,3A,772,2,NA,VA,53,Southern Peninsula AR Klub
W4R,4078,7A,1098,2,W4CBA,GA,75,CGARC/MGRA
W4RAT,3148,2A,1159,2,W4ZA,VA,45,RATS/RARC
W4RKC,3548,3A,1028,2,NA,VA,27,Shenandoah Valley ARC
W4RRW,2660,1B2B,251,5,NA,GA,2,NA
W4RYZ,1674,2F,267,2,NA,NFL,40,NA
W4SEC,2206,1A,464,2,NA,NFL,3,NA
W4SHL,4456,3F,1197,2,W5YXU,AL,32,NA
W4SLC,1836,2A,459,2,KK4AXK,SFL,45,Saint Lucie Co AR Serv
W4SNC,3160,5A,773,2,NA,NC,15,Iredell Co ARS
W4SS,2836,2A,634,2,NA,SFL,15,Palms West ARC
W4SY,99,1D,99,1,NA,SFL,1,NA
W4TA,5466,5A,1185,2,NA,WCF,65,St Petersburg ARC
W4TFR,338,1D,72,2,NA,GA,3,NA
W4TIY,1344,3A,170,2,NA,GA,14,Paulding ARC
W4TTU,180,1B1B,3,5,NA,WY,1,NA
W4TWC,1028,1A,283,2,NA,NFL,14,Tioga Wireless Club
W4UA,984,3AC,343,2,NA,NC,19,High Point ARC
W4UAL,6790,3E,2101,2,NA,AL,11,University ARC
W4UCJ,6632,4F,1630,2,KI4PZS,GA,70,NA
W4UD,2530,3A,504,2,NA,TN,52,Bristol TN/VA ARC
W4UG,8948,5A,2426,2,K4IX,VA,60,Va Beach ARC and VADXCC
W4UNC,17035,9AB,1779,5,NA,NC,64,Orange Co RA / Durham FM Assn
W4UX,1578,1B1B,360,2,NA,TN,1,NA
W4V,4432,4D,2191,2,NA,AL,11,NA
W4VA,8244,3A,2268,2,KW4VA,VA,34,Fauquier ARA
W4VG,720,1E,67,5,NA,VA,1,NA
W4VIY,3916,3A,921,2,NA,NFL,12,Milton ARC
W4VO,1130,3A,140,2,NA,GA,8,NW Georgia ARC
W4WC,5416,6A,1308,2,NA,TN,22,Andrew Johnson ARC
W4WCQ,424,2A,37,2,NA,NFL,6,NA
W4WVP,1622,3F,239,2,NA,VA,15,NA
W4XD,8132,2A,2473,2,K4MRA,VA,66,Massanutten and Valley ARA
W4XI,2752,2A,693,2,W4JBB,AL,11,Tuscaloosa ARC
W4XR,3996,3A,1104,2,NA,VA,15,Fluvanna Co ARES Group
W4YK,5752,3A,1352,2,NA,NC,25,Blue Ridge ARC
W4YMI,3806,2A,1493,2,NA,NC,32,Carteret Cty ARS
W4ZHR,6976,3AC,1727,2,N4DKD,AL,20,Zamora RC
W4ZKE,966,1E,204,2,NA,KY,1,NA
W4ZPR/M,448,1C,62,2,NA,VA,1,NA
W4ZQ,962,1A,256,2,NA,KY,10,Three Amigos
W5ABD,400,2AC,52,2,NA,LA,5,Westside ARC
W5ANR,8170,4A,2478,2,NA,AR,35,Fort Smith (AR) Area ARC
W5AUU,1194,2A,261,2,NA,AR,25,NA
W5BCS,1818,2A,534,2,NA,STX,35,NA
W5BEE,476,1B2,13,2,NA,STX,2,NA
W5BII,1828,2A,489,2,WA5LQZ,LA,33,Southwest LA AR Club
W5BMC,402,3D,76,2,NA,LA,16,NA
W5CCW,3310,2A,1029,2,NA,MS,6,ARC of Amite Co
W5CT,6434,1E,1847,2,NA,STX,3,NA
W5CYF,330,2B1B,18,5,NA,MS,1,NA
W5DDL,2028,1A,449,2,NA,LA,47,Acadiana ARA
W5DSC,2258,5A,286,2,NA,STX,25,Victoria ARC
W5DXS,1254,2A,452,2,NA,NTX,4,Heart Of Texas DX Soc
W5EA,9704,2A,3284,2,N5LCC,LA,55,Twin City Ham Club
W5ECO,3374,3F,766,2,NA,STX,12,NA
W5ELM,712,1F,81,2,NA,LA,3,NA
W5ENG,692,2B2,171,2,NA,STX,2,NA
W5ES,906,2A,128,2,NA,WTX,11,El Paso ARC
W5FQ,1270,3E,138,2,NA,MS,24,NA
W5GAB,2686,5E,638,2,NA,NM,3,NA
W5GAI,478,1D,171,2,NA,STX,1,NA
W5GHZ,650,1B1B,40,5,NA,OK,1,NA
W5GWD,2950,2A,807,2,W5F,MS,8,Chickasaw ARA
W5HLP,394,1B1B,72,2,NA,NTX,1,NA
W5HUM,1126,3A,288,2,NA,AR,10,Ouachita Repeater Assn
W5IRP,1684,2A,344,2,NA,STX,17,Deep East Texas ARC
W5IU,2836,3A,542,2,K5PHD,NTX,26,Lockheed Martin ARC
W5JAS,1690,4AC,271,2,NA,STX,17,Lakes Area ARC
W5JBO,238,1E,22,2,NA,STX,1,NA
W5JDX,992,3A,206,2,NA,MS,7,AmateurLogic.TV Group
W5KA,2784,3A,502,2,K5LBJ,STX,62,Austin ARC
W5KI,315,1E,27,5,NA,AR,1,NA
W5KTC,1234,2A,127,2,NA,STX,8,Port Lavaca ARC
W5LL,1780,1B1B,306,5,NA,NTX,1,NA
W5LOC,1352,2F,297,2,NA,STX,6,NA
W5LRD,916,1A,77,2,NA,STX,15,LaredoHams ARC
W5MAG,2804,3A,1092,2,NA,AR,12,Mt. Magazine ARC
W5MEL,3406,3A,755,2,NE5S,OK,33,Oklahoma City Autopatch Assn
W5MPZ,2206,1A,618,2,NA,NM,18,Sandia National Laboratories ARC
W5MRC,5276,3A,1220,2,AE5IT,NTX,67,McKinney ARC
W5MSQ,3560,3AB,333,5,NA,STX,15,Houston QRP Club
W5NAC,1502,2F,401,2,NA,NTX,19,NA
W5NC,5972,2A,1604,2,KE5IOV,STX,57,NARS
W5NEM,2724,3F,526,2,K5ASA,MS,32,NA
W5NGU,5686,4F,1285,2,NA,NTX,120,NA
W5NOR,5114,2A,1150,2,WB5ULK,OK,35,South Canadian ARS
W5OBM,4404,2A,1331,2,K5RCF,MS,33,Olive Branch ARC
W5PAA,810,2A,98,2,KW5FAA,OK,47,Aeronautical Center ARC
W5PDO,2534,2A,654,2,NA,NM,15,Los Alamos ARC
W5PF,2116,2C,521,2,NA,STX,4,NA
W5PFC,2308,3A,428,2,N5DU,MS,25,Jackson ARC
W5PQ,840,1D,210,2,NA,LA,1,NA
W5QOD,550,1A,84,2,NA,STX,3,Interconnect Telecomm Corp ARC
W5QX,2242,4A,558,2,W5UI,WTX,40,San Angelo ARC
W5RMB,1348,1B1C,337,2,NA,AL,1,NA
W5ROK,6180,3E,1811,2,NA,NTX,25,NA
W5ROS,3325,4E,298,5,NA,STX,20,NA
W5RRR,416,2D,220,1,NA,STX,9,NA
W5RTA,1934,3D,623,2,NA,STX,6,NA
W5SC,2380,5A,444,2,NA,STX,31,San Antonio RC
W5SGL,1802,3AC,525,2,NA,MS,33,MS Coast ARA
W5SH,3500,3A,812,2,NA,NTX,18,Kilocycle Club of North TX
W5SLA,92,2F,21,2,NA,LA,3,NA
W5SSV,2494,3E,739,2,NA,STX,71,NA
W5TCR,2372,5AC,498,2,NA,MS,11,Tishomingo Co ARC
W5UGD,212,1E,31,2,NA,SC,3,NA
W5UMS,882,2A,240,2,NA,MS,15,U off Mississippi ARC
W5UR,15482,4A,4163,2,K5HAB,NM,19,Albuquerque DX Assn
W5WB,5866,3F,1190,2,W5AUY,NTX,52,NA
W5WFD,558,1A,19,2,NA,STX,8,The Woodlands ARC
W5WHN,1416,1B2B,229,2,NA,NM,2,NA
W5WQ,2392,2A,414,2,NA,MS,16,SW  MS ARC
W5WX,2690,4A,803,2,KE5ZRT,WTX,26,Panhandle ARC
W5YA,15165,3AB,1582,5,NA,NM,7,Eight-Peat
W5YD,6362,2A,1494,2,N5F,MS,20,MS State UnivARC/Magnolia ARC
W5ZDN,4736,2A,1280,2,W5TSA,NTX,30,Heart O'Texas ARC
W5ZR,10986,2A,2692,2,W5RZY,LA,30,Louisiana Cane Field CC
W6AEA,1662,1D,831,1,NA,EWA,1,NA
W6AF,1342,2A,309,2,NA,SV,25,Oroville ARS
W6AJF,2240,4A,481,2,NA,SF,15,Valley of the Moon ARC
W6AK,576,3A,113,2,NA,SV,24,Sacramento ARC
W6ARA,14066,4A,4356,2,W6OTX,SCV,75,Palo Alto ARA
W6AY,1126,2A,438,2,NA,SV,3,Eimac RC
W6BIV,924,1B1,188,2,NA,LAX,1,NA
W6BML,584,4A,184,2,NA,SV,5,Mt Shasta ARC
W6CDA,72,1D,9,2,NA,LAX,1,NA
W6CO,4212,8A,948,2,KO6FR,EB,38,Silverado ARS
W6CPD,2284,3A,670,1,NA,ORG,19,Corona PD CSV Team
W6CT,324,1D,44,2,NA,SCV,1,NA
W6CUS,3750,3A,858,2,K6YV,EB,41,East Bay ARC
W6CX,2208,3A,617,2,NA,EB,50,NA
W6DD,2790,5A,480,2,NA,SV,50,Nevada Co ARC
W6DMS,436,1E,43,2,NA,ORG,1,NA
W6DPD,250,1D,50,2,NA,SJV,1,NA
W6DQ,404,2AC,77,2,NA,ORG,18,Fullerton RC
W6EK,1762,4A,382,2,KG6LSB,SV,18,Sierra Foothills ARC
W6ERE,1996,6A,362,2,K6SUU,SJV,70,Stanislaus ARA
W6GA,1170,1B1B,82,5,NA,ORG,1,NA
W6GJB,194,1C,72,2,NA,SCV,1,NA
W6GNS,1438,3A,358,2,NA,LAX,18,Rio Hondo ARC
W6GV,5235,1AB,479,5,NA,SJV,5,QCWA Fresno Chpt 213
W6ICR,2178,2F,556,2,NA,SDG,8,NA
W6IER,432,3AC,135,2,NA,ORG,10,NA
W6JBT,2036,5A,528,2,NA,ORG,35,Citrus Belt ARC
W6KA,2760,4A,565,2,NA,LAX,40,Pasadena RC
W6KB,9556,3A,2878,2,W6SG,SF,36,REDXA & Marin ARS
W6KYF,238,1E,22,2,NA,SCV,1,NA
W6LIE,3698,5A,1024,2,NA,SJV,46,Kern Co Central Valley ARC
W6LLP,56,1D,3,2,NA,EWA,1,NA
W6LTR,790,1A,260,2,NA,SJV,15,Low Tide DX Club
W6LY,972,3F,313,2,NA,ORG,9,NA
W6MLI,1522,3A,226,2,W6SH,SDG,8,Coronado Em Radio Operators
W6MM,3420,1B1,962,2,NA,ID,1,NA
W6MMG,248,1D,62,2,NA,SCV,1,NA
W6NWG,5394,4F,1729,2,WD6FWE,SDG,40,NA
W6OFM (+WA6HZT),200,1B2C,59,2,NA,SF,2,OED Wireless Society
W6PA,3070,2A,594,2,WB6JBI,ORG,99,Hospital Disaster Support Comm System
W6PRC,1926,3A,266,2,WA6NTA,ORG,25,San Gorgonio Pass ARC
W6PS,1016,2A,252,2,NA,SV,4,NA
W6PW,1070,5A,152,2,NA,SF,20,San Francisco ARC
W6PWT,2050,3F,416,2,NA,ORG,11,NA
W6QET,2016,2A,454,2,NA,LAX,21,NA
W6R,796,2B2B,173,2,NA,SB,2,NA
W6RDX,688,2F,209,2,NA,SDG,27,NA
W6RO,1974,3A,534,2,NA,LAX,53,Associated RA of Long Beach
W6SBA,2408,3A,590,2,W6ATT,LAX,29,South Bay ARC
W6SCE,1298,3A,424,2,NA,LAX,7,Edison AR Network
W6SCF,1880,2A,294,2,NA,SCV,72,SC4ARC
W6SF,1732,2A,553,2,WB6NVB,SJV,19,NA
W6SJC,2508,2A,541,2,KF6IIY,SCV,34,San Jose ARES/RACES/ACS
W6SW,5726,3A,1763,2,K6F,SJV,15,San Andreas Faultline Survivors
W6SX,1230,1D,590,1,NA,SJV,1,NA
W6T,2832,2A,1500,1,N6KKS,SCV,21,Paso Robles ARC
W6TJ,1760,2A,320,2,NA,ORG,24,Riverside Co ARA
W6TOI,956,2F,153,2,NA,LAX,12,NA
W6TRW,5248,6A,2092,2,NA,LAX,34,W6TRW ARC
W6TUW,188,1F,138,1,NA,SCV,4,NA
W6UQ,5376,2A,1731,2,N1DID,SCV,25,San Mateo RC
W6UUS,2336,3A,511,2,NA,SDG,20,Convair /220 ARC
W6V,3020,4AB,302,5,NA,EB,11,Friends of the 045 Repeater
W6VNQ,500,2A,71,2,NA,SV,8,Colusa Co Comm Reserve Unit
W6WC,5224,12F,1198,2,NA,ORG,220,Sanata Ana Response Team
W6YAR,864,3A,145,2,NA,SV,29,Yolo ARS & Yolo ARES
W6YV,632,2A,141,2,NA,LAX,3,U of Southern Cal ARC
W6YX,8182,1F,2055,2,NA,SCV,50,NA
W6ZE,6504,6A,2110,2,W6BAC,ORG,50,Orange Co ARC
W6ZX,158,1E,27,2,NA,ORG,1,NA
W7ACS,2546,2A,391,2,NA,WWA,68,Seattle ACS / West Seattle ARC / PSRG
W7AIA,3816,3A,1044,2,K7JAO,WWA,210,Clark Co ARC
W7AQ,2598,4A,561,2,NA,EWA,10,Yakima ARC
W7ATC,670,1E,160,2,NA,ID,1,NA
W7AUX,1910,3A,337,2,NA,WWA,20,Shoreline ACS
W7AVM,2790,4A,542,2,K6ZY,WWA,52,Island Co ARC
W7AZ,828,3A,183,2,NA,EWA,8,Tri-Cities ARC
W7AZO,1818,1A,402,2,NA,AZ,40,NA
W7BAR,948,5F,136,2,NA,UT,30,NA
W7BBO,222,1C,61,2,NA,WWA,1,NA
W7BI,1848,2A,269,2,NA,WWA,14,Issaquah ARC
W7BU,1122,3A,125,2,NA,OR,15,Sunset Empire ARC
W7CGA,586,1C,84,2,NA,ID,1,NA
W7CH,1150,1A,350,2,NA,EWA,3,Lake Chelan RC
W7DG,1982,4A,460,2,NA,WWA,19,Lower Columbia ARA
W7DK,6328,5A,1849,2,W7OS,WWA,90,RC of Tacoma
W7DTA,4364,3A,1147,2,KD7EHB,OR,35,RVARC & JCARES
W7DXQ,520,2A,60,2,NA,MT,6,Lower Yellowstone ARC
W7ECA,4488,2F,1139,2,W7BZZ,MT,34,NA
W7ED,3828,2A,1242,2,NA,MT,20,Gallatin Ham RC
W7EEI,186,1E,18,2,NA,OR,1,NA
W7EH,884,3A,127,2,NA,AZ,18,Kachina ARC
W7EI,1500,2A,415,2,NA,AZ,35,NA
W7EK,1972,3AC,516,2,NA,WWA,20,Cascade RC
W7EKG,142,1D,46,2,NA,ID,1,NA
W7EL,3890,1B2B,354,5,NA,OR,2,NA
W7EUG,1656,3A,403,2,NA,OR,22,LCSARO
W7FC,580,1AB,33,5,NA,OR,3,NA
W7FD,616,1E,258,2,NA,SJV,10,Comstock ARA
W7FEL,1978,4A,395,2,WX7RIK,WWA,25,Clallam Co ARC
W7FLO,424,1A,12,2,NA,OR,12,"Oregon Coast Emergency Repeater, Inc."
W7FLY,3520,3E,735,2,NA,WWA,18,NA
W7FST,4390,3AB,381,5,NA,NV,11,Reno QRP Group
W7FTX,1020,1A,211,2,NA,MT,25,Bitterroot ARC
W7GDY,902,2F,326,2,NA,AZ,4,NA
W7GRA,1180,3A,342,2,NA,OR,7,Grande Ronde Radio Amateurs Assn
W7GVE,1400,1D,350,2,NA,AZ,1,NA
W7HMV,160,1D,80,2,NA,NV,1,NA
W7I,2988,8A,576,2,NA,ID,56,Hewlett-Packard Boise ARC
W7IO,1440,3F,377,2,NA,AZ,13,Arizona ARC
W7IVM,2394,5A,488,2,NA,UT,50,NA
W7JAM,16,1D,16,1,NA,WWA,1,NA
W7JAZ,175,1B1B,5,5,NA,OR,1,NA
W7JCR,6128,3A,1432,2,NA,WWA,52,Jefferson Co ARC
W7KG,232,1D,116,2,NA,MT,1,NA
W7LT,4765,4AB,462,5,NA,OR,16,Portland ARC
W7MOT,4174,2A,1114,2,AA7OO,AZ,20,MARCA
W7NGI,1536,2A,243,2,NA,ID,14,Palouse Hills ARC
W7NYE,582,1A,91,2,NA,NV,8,"Southern Nye Cty ARES, Inc."
W7OTV,6156,4A,1353,2,NA,OR,134,NA
W7PIG,5186,3A,1410,2,NA,WWA,59,NA
W7POE,2206,1A,414,2,NA,MT,3,WPPS RC
W7PT,1806,2A,398,2,NA,WWA,9,Jefferson Co ARC
W7PU,4320,4A,994,2,KR7DX,WWA,7,All ARC
W7PX,2506,2A,620,2,NA,MT,10,Hellgate ARC
W7QN,790,1D,185,2,NA,WWA,1,NA
W7R,8192,2A,2157,2,W7Y,WWA,30,Pacific Co ARC
W7RAG,1520,4A,99,2,NA,OR,38,RA of the Gorge
W7RIM,1178,1F,248,2,NA,AZ,12,NA
W7S,2208,4F,427,2,NA,WWA,35,NA
W7SA,5534,8E,1363,2,NA,AZ,61,NA
W7SAA,6556,8A,1669,2,AK7EE,OR,45,Salem ARC
W7SKY,1874,4A,434,2,NA,WWA,12,Sky Valley ARC
W7SP,4434,2A,1059,2,K7LO,UT,115,Utah ARC
W7SST,1840,3A,481,2,NA,OR,3,NA
W7SU,1656,2A,258,2,NA,UT,40,Ogden ARC
W7SUR,570,2A,185,2,NA,UT,9,Skyline RC
W7SVD,5295,2AB,406,5,NA,AZ,8,Sierra Vista Contesting Group
W7TA,2626,6A,618,2,NA,NV,44,Sierra Nevada ARS
W7TB,7364,2A,2012,2,KC7KCN,AZ,22,Northern AZ DX Assn & Coconino ARC
W7TCK,1335,3AB,91,5,AE7AP,MT,21,Capital City ARC
W7TD,780,2A,65,2,NA,EWA,25,Apple City ARC
W7TED,692,2F,45,2,NA,WWA,10,NA
W7TJ,512,1E,105,2,NA,EWA,1,NA
W7V,2444,3A,682,2,NA,NV,15,Elko ARC
W7VE,2060,1A,518,2,NA,WWA,6,ARA of Bremerton
W7VMI,1792,2A,184,2,NA,WWA,49,Vashon/Maury Island RC
W7VNE,3514,2A,917,2,NA,MT,13,Anaconda ARC
W7WA,3086,1E,1206,2,NA,WWA,2,NA
W7YAM,3575,4AB,308,5,NA,OR,8,McMinnville ARC / YCARES
W7YMS,1038,1E,197,2,NA,OR,1,NA
W7YRC,1220,2AC,369,2,NA,AZ,116,Yavapai ARC
W7YSB,500,1E,35,5,NA,AZ,1,NA
W7YVK,102,1D,51,2,NA,OR,1,NA
W7ZA,1952,3A,527,2,W7HF,WWA,30,Grays Harbor ARC
W8ACW,3028,3A,790,2,K8KZB,MI,13,Genesee Co RC
W8AL,9648,2A,2522,2,AK8CC,OH,36,Canton ARC
W8AV,5170,1A,1308,2,NA,OH,8,Wayne ARC
W8AWE,1830,1E,512,2,NA,MI,3,NA
W8B,1236,3F,316,2,NA,OH,23,NA
W8BAE,2420,7A,574,2,NA,OH,21,Crawford Co ARC
W8BAP,1424,4E,217,2,NA,OH,21,NA
W8BI,2242,2A,728,2,W8HEQ,OH,35,Dayton ARA
W8BM,9184,8A,2549,2,NA,OH,35,Cuyahoga ARC
W8BNZ,2816,3A,837,2,NA,MI,42,Benzie AR Friends
W8CBF,4038,4AC,1730,2,NA,OH,30,CBF ARC
W8CCA,4054,3A,842,2,NA,OH,9,Coshocton Co ARA
W8CCI,4684,3E,1023,2,NA,OH,20,NA
W8CDZ,3074,6A,596,2,NA,MI,26,Copper Country Radio Am Assn
W8CQD,62,1D,3,2,NA,MI,1,NA
W8CSO,3800,4A,722,2,KC8UNY,MI,16,North Ottawa ARC
W8CTT,898,2A,272,2,NA,OH,7,Pioneer AR Fellowship
W8DDD,1542,2A,391,2,NA,OH,17,Indian Hills RC
W8DF,1688,4A,541,2,NA,MI,27,Southern Michigan ARS
W8DGN,2610,5A,595,2,NA,OH,50,Bellbrook ARC
W8DXA,9128,2A,2878,2,NO8DX,OH,25,Northern Ohio DX Assn
W8DYY,1515,3E,703,1,NA,OH,18,Mound ARA
W8EA,4870,3AC,1364,2,K8SM,OH,24,Licking Co Contest Group
W8ED,3002,1A,792,2,NA,WV,12,IOOK Vice Presidents
W8EDU,5520,1A,1569,2,NA,OH,5,Case ARC
W8EQ,1882,2A,388,2,NA,OH,14,"Northwest Ohio ARC, Inc."
W8FD,1106,2AC,408,2,NA,OH,19,Central OH Operators Klub Extra-Novice
W8FT,4166,5A,889,2,NA,OH,10,Findlay RC
W8FY,6420,4F,2212,2,NA,OH,24,NA
W8GK,1610,2A,180,2,W8SI,WV,47,Kanawha ARC
W8GVB,3732,4A,714,2,WW8MRN,OH,8,Marion ARC
W8HH,3102,2A,907,2,NA,OH,12,Marietta ARC
W8HHF,1780,5A,617,2,(none),OH,34,TOLEDO MOBILE RADIO ASSOCIATION
W8HN,5236,4A,1364,2,W8EOC,OH,26,Medina 2 Meter Group
W8HNI,1590,1A,335,2,NA,MI,3,Greater Lansing DX Group
W8HP,6942,5A,1961,2,W8JXU,MI,30,Hazel Park ARC
W8ID,1614,3A,339,2,NA,OH,8,Seneca RC
W8IDW,242,1D,45,2,NA,WV,1,NA
W8IQ,584,1D,146,2,NA,OH,1,NA
W8JXN,1636,3A,392,2,NA,MI,10,Cascades AARS
W8KEA,2920,5A,693,2,NA,MI,20,Midland ARC
W8KNO,136,1D,41,2,NA,OH,1,NA
W8KU,676,2A,213,2,NA,OH,25,Woodchuck RC
W8LBZ,492,1A,221,2,NA,OH,15,Sandusky Radio ExperLeague
W8LKY,4184,3A,1071,2,KD8QCF,OH,13,Alliance ARC
W8M,2486,3A,772,2,NA,MI,16,NA
W8MAA,4166,3A,1113,2,K8YHH,MI,30,Central MI ARC
W8MAI,2392,2A,505,2,W8KIT,MI,35,Blossomland ARA
W8MHV,2896,1A,547,2,NA,OH,15,Athens Co ARA
W8MOP,2400,6A,422,2,NA,VA,20,East River ARC
W8MRC,3266,3A,863,2,NA,OH,36,Milford ARC
W8MRM,4006,2A,1116,2,W8GTZ,MI,20,Motor City RC
W8NBY,440,2A,95,2,NA,MI,7,Luce Moose-caters
W8NJH,3188,2D,959,2,NA,MI,4,NA
W8NL,4604,3A,1049,2,NA,OH,10,Morrow Co ARES
W8NNC,550,1B1B,50,5,NA,OH,1,NA
W8NP,4290,2A,1179,2,KC8RPE,OH,25,Massillon ARC
