CALL,GOTA Call,FINAL SCORE,Category,Section,Power Multiplier,Club Name,Participants,Transmitters,Power Source,TOTAL CW QSOs,TOTAL DIGITAL QSOs,TOTAL PHONE QSOs,TOTAL QSOs,BONUS POINTS,Checklog Y/N
AJ6BN,NA,78,1D,SCV,2,Half Moon Bay ARC,1,1,C,0,0,14,14,50,NA
AJ6HO,NA,262,1E,LAX,2,Antelope Valley ARC,1,1,B,0,3,0,3,250,NA
AJ6KZ,NA,450,1B1B,LAX,5,Pasadena RC/JPLARC/CITARC,1,1,B,20,0,0,20,250,NA
AJ6RX,NA,842,1B1,ORG,2,NA,1,1,B,0,117,12,129,350,NA
AJ6UI,NA,298,1E,SV,2,NA,1,1,B,0,37,0,37,150,NA
AJ6UX,NA,62,1D,LAX,2,Pasadena RC/JPLARC/CITARC,1,1,C,0,0,6,6,50,NA
AJ7C,NA,922,1E,LAX,2,Culver City ARES,1,1,B,0,92,52,144,450,NA
AJ0IM,NA,80,1D,NFL,2,NA,1,1,C,0,0,15,15,50,NA
AJ0SE,NA,314,1B1,SCV,2,Foothills ARS (CA),1,1,B,0,41,0,41,150,NA
AK1P,NA,330,1D,NH,2,NA,1,1,C,9,50,22,81,50,NA
AK1X,NA,650,2B2,VT,2,NA,2,2,B,0,0,200,200,250,NA
AK2U,NA,650,1D,WV,2,NA,1,1,C,150,0,0,150,50,NA
AK3F,NA,430,1D,EPA,2,NA,1,1,C,0,95,0,95,50,NA
AK3Y,NA,2034,1E,MDC,2,NA,1,1,B,0,446,0,446,250,NA
AK4D,NA,1560,1D,NC,2,Forsyth ARC,1,1,C,0,330,45,375,150,NA
AK4GG,NA,52,1C,VA,2,Heritage Hunt Hams,1,1,B,0,0,1,1,50,NA
AK4I,NA,658,1D,TN,2,G.R.E.A.T. Club,4,1,C,0,0,204,204,250,NA
AK4SQ,NA,566,1D,VA,2,Lynchburg ARC,1,1,C,129,0,0,129,50,NA
AK6BY,NA,74,1D,SCV,2,San Jose ARES/RACES,1,1,C,0,0,12,12,50,NA
AK7AT,NA,2014,2E,ID,2,NA,2,2,G,0,416,0,416,350,NA
AK9D,NA,1682,2D,KS,2,Dog Hollow Contest Grp.,3,2,C,92,28,526,646,150,NA
AL4B,NA,180,1D,TN,2,Smoky Mountain ARC,1,1,C,0,0,65,65,50,NA
AL7JK,NA,162,1B1,AK,2,NA,1,1,B,3,0,0,3,150,NA
K1ADW,NA,870,1E,EMA,5,NA,1,1,B,0,46,12,58,350,NA
K1AUS,NA,148,1D,MT,2,NA,1,1,C,0,0,49,49,50,NA
K1AV,NA,174,1D,RI,2,NA,1,1,C,31,0,0,31,50,NA
K1AZ,NA,54,1D,CT,2,NA,1,1,C,1,0,0,1,50,NA
K1B,NA,10518,4E,NH,2,Contoocook Valley Radio Club,30,4,G,1314,379,1278,2971,1190,NA
K1CCN,NA,3714,3AC,WI,2,Koomer Ridge Contesters,5,3,C,91,474,602,1167,250,NA
K1CE,NA,330,1E,NFL,2,NA,1,1,B,70,0,0,70,50,NA
K1DCT,NA,450,1B1B,CT,5,NA,1,1,B,20,0,0,20,250,NA
K1DFT,NA,3530,1AB,ME,5,New England QRP Grp.,3,1,B,313,0,0,313,400,NA
K1DJ,NA,3398,1D,EMA,2,K1USN Radio Club,1,1,C,837,0,0,837,50,NA
K1DJB,NA,264,1E,MI,2,Blossomland ARA,1,1,B,0,5,47,52,150,NA
K1DPE,NA,1138,1D,NH,2,Great Bay RA,1,1,C,272,0,0,272,50,NA
K1DS,NA,264,1B1,EPA,2,NA,1,1,B,0,0,7,7,250,NA
K1DTC,NA,892,1B1,EMA,2,NA,1,1,G,47,162,3,212,50,NA
K1EHZ,NA,416,1B1,NH,2,Granite State ARA,1,1,G,0,0,83,83,250,NA
K1EWE,NA,594,3AC,NFL,2,Ewephoria Radio Club,5,3,C,57,64,30,151,50,NA
K1FS,NA,1466,4F,ME,2,Aroostook ARA,12,4,G,0,98,112,210,850,NA
K1GTK,NA,94,1D,MO,2,NA,1,1,C,0,0,22,22,50,NA
K1GU,NA,2150,1E,TN,2,Smoky Mountain ARC,1,1,B,500,0,0,500,150,NA
K1HRR,NA,1678,3A,CT,2,Hop River Radio Club,8,3,B,57,106,88,251,850,NA
K1HYL,NA,1720,3A,AZ,2,Desert SouthWest QSO Field DX Club,3,3,B,2,234,63,299,650,NA
K1IG,KB1OIQ,5300,4A,EMA,2,PART of Westford,56,4,G,806,80,223,1109,1310,NA
K1IMI,NA,2970,1E,ME,2,Potomac Valley Radio Club,1,1,B,705,0,0,705,150,NA
K1JHS,NA,64,1D,MS,2,NA,1,1,C,0,0,7,7,50,NA
K1KAL,NA,128,1D,NH,2,NA,1,1,C,0,0,39,39,50,NA
K1KL,NA,288,1B1,EMA,2,Cape Ann ARA,1,1,B,0,0,19,19,250,NA
K1LB,NA,590,1E,NV,2,NA,1,1,B,110,0,0,110,150,NA
K1LHJ,NA,206,1D,ORG,2,NA,1,1,C,0,39,0,39,50,NA
K1LT,NA,5550,1B1,OH,2,Mad River Radio Club,1,1,G,1325,0,0,1325,250,NA
K1LX,K1NI,3384,3A,ME,2,Lincoln Co. (ME) ARC,16,3,G,0,180,532,712,1600,NA
K1LZ,NA,2526,1D,ME,2,Yankee Clipper Contest Club,1,1,C,619,0,0,619,50,NA
K1MAZ,NA,100,1D,VT,2,NA,1,1,C,0,0,25,25,50,NA
K1MC,NA,270,1D,EMA,2,NA,1,1,C,55,0,0,55,50,NA
K1MD,NA,2350,1E,RI,2,Providence Radio Assn.,1,1,G,474,51,0,525,250,NA
K1MHZ,NA,930,1B1B,VT,5,NA,1,1,B,0,68,0,68,250,NA
K1MJM,NA,102,1D,CT,2,NA,1,1,C,0,0,26,26,50,NA
K1MSH,NA,202,1D,SFL,2,NA,1,1,C,37,0,2,39,50,NA
K1NA,NA,210,1E,AL,2,NA,1,1,G,27,13,0,40,50,NA
K1NAD,NA,116,1D,EMA,2,Billerica ARS,1,1,C,0,0,23,23,70,NA
K1NDF,NA,132,1D,EMA,2,Framingham ARA,1,1,C,0,0,41,41,50,NA
K1NS,NA,240,1D,EMA,2,PART of Westford,1,1,C,1,46,1,48,50,NA
K1OA,NA,4274,1D,EMA,2,Yankee Clipper Contest Club,1,1,C,712,0,688,1400,50,NA
K1OC,NA,126,1D,NC,2,Raleigh ARS,1,1,C,0,14,0,14,70,NA
K1OS,NA,436,1A,RI,2,Ocean State ARG,4,1,G,0,0,68,68,300,NA
K1PDY,NA,1450,1B1B,NH,5,NA,1,1,B,110,0,0,110,350,NA
K1PJ,NA,710,1D,WCF,2,Highlands Co. ARC,1,1,C,165,0,0,165,50,NA
K1PQ,KB1WEA,2154,3A,ME,2,Piscataquis ARC,16,3,G,103,174,98,375,850,NA
K1QN,NA,162,1D,RI,2,NA,1,1,C,0,28,0,28,50,NA
K1R,NA,10296,3A,NH,2,Port  City ARC,25,3,G,1619,0,1175,2794,1470,NA
K1RAC,NA,152,1B1,MI,2,NA,1,1,B,0,0,1,1,150,NA
K1RDD,NA,160,1D,WMA,2,NA,1,1,C,10,0,35,45,50,NA
K1RK,NA,3570,1A,EMA,2,Falmouth ARA,33,1,G,0,0,1310,1310,950,NA
K1RTO,NA,138,1D,NH,2,NA,1,1,C,0,0,44,44,50,NA
K1SEC,NA,750,1E,EMA,2,NA,1,1,G,150,0,0,150,150,NA
K1TNX,NA,510,1B1,RI,2,Providence Radio Assn.,1,1,B,0,0,30,30,450,NA
K1TW,NA,598,1D,EMA,2,BARS/Billerica CERT,1,1,C,137,0,0,137,50,NA
K1VW,NA,3428,1A,ME,2,New England Radio Discussion Soc.,12,1,G,472,53,39,564,1250,NA
K1VWQ,NA,450,1B1,CT,2,NA,1,1,B,0,2,46,48,350,NA
K1WAS,NA,4242,3D,CT,2,Westport Astronomical Soc. ARC,19,3,C,523,238,224,985,750,NA
K1WOR,NA,130,1D,WMA,2,Central MA ARA,1,1,C,20,0,0,20,50,NA
K1WV,NA,2638,1E,WV,2,Central WV Wireless Assn.,1,1,G,0,622,0,622,150,NA
K2AA,W2EA,16964,8A,SNJ,2,South Jersey Radio Assn.,41,8,G,2764,448,963,4175,2190,NA
K2AMI,NA,450,1D,NNJ,2,Bergen ARA,1,1,C,0,100,0,100,50,NA
K2BCM,NA,270,1B1B,WNY,5,NA,1,1,B,2,0,0,2,250,NA
K2BR,NA,3850,4F,SNJ,2,Southern Counties ARA,25,4,C,223,320,264,807,1150,NA
K2CT,NA,5060,3A,ENY,2,Albany ARA,29,3,G,301,376,401,1078,1550,NA
K2DAR,NA,388,1D,WNY,2,NA,1,1,C,76,18,6,100,0,NA
K2DLL,NA,2908,3A,ENY,2,Saratoga Co. ARA,14,3,G,227,160,155,542,1050,NA
K2DMS,NA,616,1D,SJV,2,NA,1,1,C,0,118,47,165,50,NA
K2DSW,NA,810,1D,IA,2,NA,1,1,C,0,190,0,190,50,NA
K2EC,NA,2288,1A,NLI,2,Bonac ARC,5,1,G,0,0,1009,1009,270,NA
K2FJ,NA,1098,1D,NNJ,2,Montvale OEM,1,1,C,0,262,0,262,50,NA
K2FXZ,NA,70,1D,NNJ,2,NA,1,1,C,0,5,0,5,50,NA
K2GE,NA,602,2A,NNJ,2,Raritan Bay Radio Amateurs,3,2,G,0,5,16,21,550,NA
K2GMY,NA,475,1E,EB,5,Benicia ARC,1,1,B,29,0,7,36,150,NA
K2HA,NA,266,1D,EPA,2,Marple Newtown ARC/Mobile Sixers RC/Vertol Bears,1,1,C,0,0,58,58,150,NA
K2HT,NA,180,1E,MO,2,NA,1,1,B,5,0,5,10,150,NA
K2I,NA,2440,4A,NNY,2,Thousand Islands Radio Club,20,4,G,95,77,301,473,1150,Y
K2IQ,NA,1566,2A,WNY,2,Utica ARC,10,2,G,50,6,196,252,950,NA
K2IW,NA,298,1AC,ENY,2,NA,3,1,C,7,25,60,92,50,NA
K2IWR,NA,1098,3A,WNY,2,Skyline ARC,10,3,G,0,56,162,218,550,NA
K2JF,NA,150,1B1B,CT,5,NA,1,1,B,10,0,0,10,50,NA
K2KGJ,NA,1260,1B1B,ENY,5,NA,1,1,B,101,0,0,101,250,NA
K2KNJ,NA,912,3A,NNJ,2,West Hudson ARC,6,3,B,0,0,21,21,870,NA
K2MFW,NA,374,1D,SNJ,2,NA,1,1,C,0,81,0,81,50,NA
K2MK,NA,2070,1D,WCF,2,NA,1,1,C,294,211,0,505,50,NA
K2MRH,NA,132,1D,NNJ,2,Cherryville Repeater Assn. II,1,1,C,0,0,41,41,50,NA
K2MTS,NA,785,1B1B,ENY,5,NA,1,1,B,0,49,9,58,250,NA
K2NV/VE3,NA,1150,1C,GTA,2,Niagara Frontier Radiosport,1,1,B,250,0,0,250,150,NA
K2ONN,NA,2500,2B2B,NC,5,NA,2,2,B,215,0,0,215,350,NA
K2ORC,NA,122,1D,VA,2,NA,1,1,C,0,0,36,36,50,NA
K2PH,NA,176,1E,ENY,2,Crystal Radio Club,1,1,B,0,0,13,13,150,NA
K2PHD,NA,280,1E,NNJ,5,Splitrock ARA,1,1,B,11,0,4,15,150,NA
K2PLM,NA,270,1B1,NM,2,Kendall ARS,1,1,B,0,0,60,60,150,NA
K2PUT,K2PC,2408,3A,ENY,2,Putnam Em. Amateur Repeater League,25,3,G,271,0,187,458,950,NA
K2QO,NA,3285,1B2B,WNY,5,Niagara Frontier Radiosport,2,1,B,298,0,31,329,150,NA
K2QPN,NA,1610,1E,SNJ,5,Burlington Co. Radio Club,1,1,B,102,4,0,106,550,NA
K2QU,NA,2800,2A,NNJ,2,444 DX Grp.,6,2,G,263,0,499,762,750,NA
K2RET,NA,990,2D,SNJ,2,Old Barney ARC,1,2,C,0,235,0,235,50,NA
K2RSK,NA,558,1D,WNY,2,Niagara Frontier Radiosport,1,1,C,109,0,36,145,50,NA
K2S,KN2X,2706,3A,ENY,2,Sullivan Co. NY ARES,19,3,G,63,124,374,561,1210,NA
K2SAB,NA,334,1D,NNJ,2,NA,1,1,C,0,71,0,71,50,Y
K2SD,NA,626,1D,NC,2,Watauga ARC,1,1,C,28,116,0,144,50,NA
K2SH,NA,1540,1B1B,WNY,5,QRP Soc. of Western NY,1,1,B,129,0,0,129,250,NA
K2TD,NA,1412,3A,SNJ,2,Burlington Co. Radio Club,22,3,G,79,0,73,152,950,NA
K2TO,NA,898,1F,NNJ,2,Montvale OEM,2,1,C,137,0,0,137,350,NA
K2TV,NA,330,1D,VA,2,Great South Bay ARC,1,1,C,41,4,0,45,150,NA
K2TWI,NA,590,1D,NNJ,2,Montvale OEM,1,1,C,135,0,0,135,50,NA
K2UD,NA,1146,2A,SNJ,2,Audubon ARC,9,2,G,0,0,148,148,850,NA
K2VN,NA,2934,3A,NLI,2,Nassau ARC,39,3,G,272,4,440,716,950,NA
K2VNT,NA,256,2D,AZ,2,Catalina Radio Club and Radio Soc. of Tucson,5,2,C,0,10,83,93,50,NA
K2XD,NA,2670,1A,ENY,2,The MegaMachine Repeater Grp.,4,1,G,500,0,0,500,670,NA
K2YE,NA,198,1E,EB,2,Oakland Radio Comm. Assn.,1,1,B,12,0,0,12,150,NA
K2YNT,NA,1586,2A,NNJ,2,Metuchen Radio Club,7,2,G,339,0,90,429,50,NA
K2YY,NA,590,1B1,EMA,2,NA,1,1,G,134,0,2,136,50,NA
K2ZR,NA,2202,1D,WNY,2,Niagara Frontier Radiosport,1,1,C,538,0,0,538,50,NA
K2ZV,NA,2312,2F,NNJ,2,Carteret Volunteers ARC,8,2,G,0,278,215,493,770,NA
K3A,NA,2340,2B2B,WPA,5,NA,2,2,B,229,0,0,229,50,NA
K3ABE,NA,994,1D,NFL,2,Citrus Co. ARC and ARES,1,1,C,0,236,0,236,50,NA
K3AE,NA,2760,3A,EPA,2,Southern PA Comm. Grp.,22,3,G,18,222,455,695,890,NA
K3AJ,NA,1360,1E,MDC,2,Potomac Valley Radio Club,1,1,G,252,0,101,353,150,NA
K3AK,NA,1646,1D,MDC,2,Northeast MD Amateur Radio Contest Soc.,1,1,C,0,380,38,418,50,NA
K3ARS,NA,1184,3A,MDC,2,Kent ARS,6,3,G,0,147,73,220,450,NA
K3AU,NA,1382,1D,MDC,2,Potomac Valley Radio Club,1,1,C,332,0,2,334,50,NA
K3CCR,NA,3076,2E,MDC,2,Collington Community Radio Club,2,2,G,623,0,167,790,250,NA
K3CSF,NA,1310,1E,WPA,2,Castle Shannon VFD ARC,5,1,G,0,230,20,250,350,NA
K3CSG,W3W,2152,3A,EPA,2,Scranton Pocono Amateur Radio Klub,9,3,G,0,0,251,251,1650,NA
K3CUJ,NA,1672,2A,MDC,2,Columbia (MD) ARA,65,2,G,8,27,291,326,950,NA
K3CWP,NA,120,1B1C,WPA,2,Nittany ARC,1,1,C,0,0,35,35,50,NA
K3DMG,NA,2066,1D,OH,2,Deep Dixie Contest Club,1,1,C,504,0,0,504,50,NA
K3DMN,NA,406,1D,MDC,2,Anne Arundel Radio Club,1,1,C,0,89,0,89,50,NA
K3DN,NA,4030,4A,EPA,2,Warminster ARC,27,4,G,174,49,1124,1347,890,NA
K3DNA,NA,1344,3A,WPA,2,Juniata Valley ARC,15,3,G,0,84,129,213,750,NA
K3DQB,NA,1950,1D,EPA,2,Adams Co. ARS,1,1,C,450,0,0,450,150,NA
K3DTS,K3KB,5504,5A,EPA,2,146.985 User Group/Spark To Space ARC,27,5,G,441,141,713,1295,1750,NA
K3EFS,NA,132,1D,EPA,2,NA,1,1,C,0,9,23,32,50,NA
K3EMD,NA,2320,3A,MDC,2,Easton ARS,20,3,G,145,4,207,356,1310,NA
K3ERM,NA,1444,3A,MDC,2,Frederick ARC,11,3,G,78,0,111,189,910,NA
K3F,NA,4408,2A,DE,2,First State ARC,26,2,G,228,615,43,886,950,NA
K3FH,NA,1184,1E,WPA,2,Tennessee Contest Grp.,1,1,B,257,0,3,260,150,NA
K3FI,NA,1544,3A,EPA,2,Holmesburg ARC,6,3,G,261,49,77,387,150,NA
K3FKW,NA,346,1D,EPA,2,Penn Wireless Assn.,1,1,C,0,73,2,75,50,NA
K3GG,NA,502,1E,EPA,2,Philmont Mobile Radio Club,1,1,B,88,0,0,88,150,NA
K3GMQ,NA,90,1D,EPA,2,Warminster ARC,1,1,C,0,10,0,10,50,NA
K3GT,NA,1536,3A,WPA,2,North Hills ARC,25,3,B,10,46,381,437,550,NA
K3GWK,NA,582,1D,GA,2,ARC of Butts Co.,1,1,C,0,0,166,166,250,NA
K3GX,NA,470,1B1B,EB,5,Northern CA Contest Club,1,1,B,20,0,4,24,250,NA
K3HKI,NA,1178,2A,MDC,2,St. Mary's Co. ARA,28,2,B,0,0,164,164,850,NA
K3IDE,NA,418,2D,NC,2,NA,2,2,C,0,71,42,113,50,NA
K3IEC,NA,1176,3AC,EPA,2,Cumberland ARC,24,3,C,0,0,113,113,950,NA
K3II,NA,4962,1A,EPA,2,Berger's Bandits Contest Club,3,1,G,1063,0,280,1343,150,NA
K3IR,NA,1326,3A,EPA,2,Southern PA ARC,8,3,G,193,0,52,245,450,NA
K3JA,NA,258,1D,WNY,2,NA,1,1,C,0,0,104,104,50,NA
K3JQH,NA,94,1D,EPA,2,Penn Wireless Assn.,1,1,C,0,0,22,22,50,NA
K3JRB,NA,242,1B1,AR,2,Crittenden Amateur Radio Operators,1,1,G,0,23,0,23,150,NA
K3JSJ,NA,188,1D,MDC,2,Anne Arundel Radio Club,1,1,C,0,28,13,41,50,NA
K3JT,NA,2994,1D,WV,2,NA,1,1,C,651,60,0,711,150,NA
K3KEK,NA,3175,1B1B,STX,5,NA,1,1,B,86,216,1,303,150,NA
K3KU,NA,102,1D,MDC,2,Potomac Valley Radio Club,1,1,C,13,0,0,13,50,NA
K3LNZ,NA,3124,4A,MDC,2,Garrett Co. ARES,9,4,G,503,34,113,650,750,NA
K3LV,NA,1572,3A,EPA,2,Lebanon Valley Soc. of Radio Amateurs,10,3,G,207,0,47,254,650,Y
K3MAR,NA,3250,3AB,WPA,5,Butler Co. DXers,4,3,B,282,0,56,338,150,NA
K3MI,NA,110,1D,WPA,2,Two Rivers ARC of McKeesport,1,1,C,0,0,30,30,50,NA
K3MJW,NA,5680,4E,WPA,2,Skyview Radio Soc.,26,4,G,829,29,619,1477,1010,NA
K3MN,W3AWA,2606,5A,EPA,2,Marple Newtown ARC/Mobile Sixers RC/Vertol Bears,41,5,G,1,29,503,533,1480,NA
K3NEM,NA,5544,3A,MDC,2,ARC of the National Electronics Museum,15,3,G,974,192,215,1381,450,NA
K3NF,NA,330,1B1,VA,2,NA,1,1,B,0,45,0,45,150,NA
K3NG,NA,2530,2B2,EPA,2,Radio Artisans,2,2,G,422,0,196,618,450,NA
K3NGN,NA,158,1D,SNJ,2,Old Barney ARC,1,1,C,27,0,0,27,50,NA
K3NLT,NA,460,1B1B,VA,5,Signal Hill ARC,1,1,B,21,0,0,21,250,NA
K3NO,NA,1094,1D,MDC,2,Northeast MD Amateur Radio Contest Soc.,1,1,C,0,261,0,261,50,NA
K3NQT,NA,1944,4F,WPA,2,BCARS.org,10,4,C,175,0,247,422,750,NA
K3NS,NA,480,1E,MDC,5,NA,1,1,B,0,33,0,33,150,NA
K3ODX,NA,1592,2A,EPA,2,Independent Radio Crew,5,2,G,177,0,167,344,550,NA
K3ORS,NA,376,1D,TN,2,NA,1,1,C,0,0,113,113,150,NA
K3ORST,NA,376,1D,TN,2,NA,1,1,C,0,0,113,113,150,NA
K3PAX,NA,4184,3E,MDC,2,Chesapeake Wireless Soc.,6,3,G,486,97,691,1274,470,NA
K3PSG,NA,1768,5A,WPA,2,Butler Co. Amateur Radio Public Svc. Grp.,20,5,G,0,66,127,193,1250,NA
K3PZN,NA,740,3A,MDC,2,Carroll Co. ARC,10,3,G,16,95,43,154,210,NA
K3QAC,NA,2156,5A,MDC,2,Queen Anne's ARC,5,5,G,19,95,225,339,1250,NA
K3RTS,NA,326,1E,EPA,2,Harrisburg Radio Amateurs Club,1,1,B,0,19,0,19,250,NA
K3SCR,NA,2514,3A,EPA,2,South Central Radio Club,18,3,G,0,346,10,356,1110,NA
K3SMT,NA,3478,4A,WPA,2,Somerset Co. ARC,19,4,G,287,120,330,737,1190,NA
K3SU,NA,1632,1D,EPA,2,Masonic Village ARC,1,1,C,366,0,9,375,150,NA
K3TN,NA,1422,1E,MDC,2,Potomac Valley Radio Club,1,1,G,318,0,0,318,150,NA
K3UA,NA,1642,1E,WPA,2,North Coast Contesters,1,1,G,0,398,0,398,50,NA
K3URT,NA,452,1D,EPA,2,Harrisburg Radio Amateurs Club,1,1,C,78,0,45,123,50,NA
K3VED,NA,186,1D,WPA,2,Tri-County ARC (PA),1,1,C,0,0,68,68,50,NA
K3VNN,NA,608,1D,EPA,2,NA,1,1,C,100,0,79,179,50,NA
K3WA,NA,1070,1D,NC,2,NA,1,1,C,255,0,0,255,50,NA
K3WEB,NA,1438,4E,EPA,2,Masonic Village ARC,9,4,G,72,3,44,119,1050,NA
K3WHD,NA,1250,1D,WNY,2,NA,1,1,C,14,284,4,302,50,NA
K3WW,NA,8280,1B1B,EPA,5,NA,1,1,B,803,0,0,803,250,NA
K3ZE,NA,98,1D,MDC,2,NA,1,1,C,0,0,24,24,50,NA
K3ZO,NA,1466,1D,MDC,2,NA,1,1,C,354,0,0,354,50,NA
K4ACW,K4ACW,692,1A,GA,2,Jasper Radio Club,11,1,B,0,0,71,71,550,NA
K4ADZ,NA,670,1E,SC,2,NA,1,1,B,0,105,0,105,250,NA
K4AEH,NA,518,1D,NC,2,Lenoir ARC,1,1,C,0,117,0,117,50,NA
K4AHO,NA,650,1D,NFL,2,Lake Monroe ARS,1,1,C,150,0,0,150,50,NA
K4AKS,NA,630,1E,WCF,2,NA,1,1,B,0,120,0,120,150,NA
K4B,NA,864,2A,AL,2,Boaz-Albertville ARC,12,2,G,0,0,37,37,790,NA
K4BAI,NA,302,1D,GA,2,Columbus ARC,1,1,C,63,0,0,63,50,NA
K4BBH,NA,758,1D,GA,2,Silver Comet ARS,1,1,C,3,100,148,251,50,NA
K4BCH,K4OTH,2070,2A,NC,2,Pamlico ARC,16,2,G,31,0,348,379,1250,NA
K4BEZ,NA,72,1D,TN,2,West TN ARS,1,1,C,0,0,11,11,50,NA
K4BFT,K4V,16650,4A,AL,2,Huntsville ARC,65,4,G,2625,123,1934,4682,1790,NA
K4BKV,NA,2222,3A,NFL,2,Hernando Co. ARA,6,3,G,105,0,476,581,850,NA
K4BSK,NA,2596,1E,VA,2,NA,1,1,G,611,0,1,612,150,NA
K4BT,NA,4542,5A,NFL,2,Orange Park ARC,30,5,G,447,203,96,746,1750,NA
K4BW,K2WPM,1496,2A,VA,2,Eastern Shore ARC,12,2,G,55,1,181,237,910,NA
K4CC,NA,788,1E,WCF,2,Florida Contest Grp.,1,1,G,168,0,33,201,50,NA
K4CIH,NA,342,1D,GA,2,Sun City Peachtree ARG,1,1,C,0,73,0,73,50,NA
K4CP,NA,484,2A,TN,2,Cookeville Repeater Assn.,6,2,B,0,0,17,17,450,NA
K4CPO,NA,4924,4A,TN,2,Nashville ARC,7,4,G,160,865,37,1062,750,NA
K4CQ,NA,2384,2A,VA,2,Lynchburg ARC,6,2,G,247,207,9,463,550,NA
K4CUA,NA,452,1E,GA,2,NA,1,1,B,0,0,1,1,450,NA
K4DCS,NA,2950,1A,SFL,2,Palm Bay ARC,8,1,G,467,1,64,532,950,NA
K4DKW,NA,1230,2B2,MI,2,Snoring Beagle Ranch Field Day Dogs,2,2,B,0,245,0,245,250,NA
K4DND,NA,450,1D,VA,2,Albemarle ARC,1,1,C,0,100,0,100,50,NA
K4DR,NA,640,1D,TN,2,Bristol ARC,1,1,C,141,0,13,154,50,NA
K4DSR,K4HCM,1272,2F,AL,2,Deep South ARC,12,2,G,43,0,25,68,1050,NA
K4DXV,NA,70,1D,TN,2,Smoky Mountain ARC,1,1,C,5,0,0,5,50,NA
K4DZR,NA,1000,1E,TN,5,NA,1,1,B,85,0,0,85,150,NA
K4E,NA,3306,5A,GA,2,Glynn ARA,7,5,G,0,388,402,790,950,NA
K4EAK,NA,730,1E,GA,2,North Fulton ARL,1,1,B,70,0,0,70,450,NA
K4EBS,NA,250,1E,VA,2,NA,1,1,B,0,0,50,50,150,NA
K4EGA,NA,2250,1E,GA,2,Piedmont ARC,1,1,G,0,525,0,525,150,NA
K4EX,NA,1686,3AC,WCF,2,East Pasco ARS,27,3,C,0,203,112,315,650,NA
K4F,NA,1536,2AC,NFL,2,FPCARC,18,2,C,0,189,15,204,750,NA
K4FBC,NA,1200,2A,AL,2,First Baptist Church Huntsville RC,5,2,G,118,0,89,207,550,NA
K4FC,K8BBT,12230,5A,NFL,2,Lake ARA,30,5,G,1889,294,854,3037,1790,NA
K4FHI,NA,2780,1E,NC,5,NA,1,1,B,253,0,0,253,250,NA
K4FL,NA,656,3A,TN,2,Clarksville ARS,15,3,G,116,0,21,137,150,NA
K4FPV,NA,972,1D,MI,2,North Fulton ARL,1,1,C,0,203,5,208,150,NA
K4FTO,NA,574,1D,VA,2,Heritage Hunt Hams,1,1,C,129,0,4,133,50,NA
K4FTY,NA,825,1E,AL,5,Huntsville ARC,1,1,B,0,0,135,135,150,NA
K4FU,NA,2402,1D,NFL,2,Florida Contest Grp.,1,1,C,588,0,0,588,50,NA
K4G,NA,2300,2A,GA,2,Off Grid Radio,4,2,G,0,207,311,518,850,NA
K4GAR,NA,2684,3A,GA,2,Gateway ARC,17,3,G,348,60,151,559,750,NA
K4GMV,NA,870,1E,NC,5,Franklin Co. (NC) ARC,1,1,B,0,62,0,62,250,NA
K4GNV,NA,2332,4F,NFL,2,Gainesville ARS,32,4,C,26,162,155,343,1270,NA
K4GOP,NA,96,1D,NFL,2,NA,1,1,C,0,0,23,23,50,NA
K4GSO,NA,3564,7A,NFL,2,Silver Springs Radio Club,12,7,G,238,228,175,641,1350,NA
K4GSX,NA,475,1E,GA,5,NA,1,1,B,22,0,1,23,250,NA
K4GVA,NA,1792,4A,VA,2,King George Amateur Radio Operators,40,4,G,85,0,51,136,1350,NA
K4H,NA,1150,1AC,TN,2,High Forest ARC,10,1,C,0,0,150,150,850,NA
K4HAL,NA,1430,1D,AL,2,NA,1,1,C,147,198,0,345,50,NA
K4HNT,NA,1934,1D,NC,2,Franklin Co. (NC) ARC,1,1,C,0,471,0,471,50,NA
K4HPS,NA,1070,1D,NC,2,Pamlico ARS,1,1,C,0,255,0,255,50,NA
K4HR,NA,822,1E,SC,2,Salkehatchie ARS,1,1,G,126,42,0,168,150,NA
K4HY,NA,1610,2A,KY,2,Owensboro ARC,22,2,G,115,197,6,318,350,NA
K4II,NA,4450,2A,SC,2,Spartanburg ARC,20,2,G,659,320,42,1021,450,NA
K4IIG,NA,640,1B2B,GA,5,NA,2,1,B,47,2,0,49,150,NA
K4IO,NA,516,1E,GA,2,Piedmont ARC,1,1,B,0,0,33,33,450,NA
K4J,W4YSB,3002,2A,NC,2,Ashe Co. ARC,25,2,G,191,168,88,447,1390,NA
K4JBL,NA,1444,2B2,TN,2,NA,2,2,B,0,156,85,241,650,NA
K4JDD,NA,420,1D,NC,2,NA,1,1,C,87,0,11,98,50,NA
K4JJ,NF4GA,13926,3A,GA,2,North Fulton ARL,111,3,G,1953,320,1162,3435,2510,NA
K4K,NA,330,1D,GA,2,NA,2,1,C,69,0,2,71,50,NA
K4KSC,K4KSC,1166,3A,SFL,2,Titusville ARC,32,3,G,0,7,74,81,990,NA
K4LBL,NA,138,1D,VA,2,NA,1,1,C,0,17,10,27,50,NA
K4LDC,NA,190,1E,GA,2,Silver Comet ARS,1,1,B,0,10,0,10,150,NA
K4LDI,NA,362,1D,GA,2,NA,1,1,C,78,0,0,78,50,NA
